19.2523,LCA_HERMES,24.006
19.2527,Send_HERMES,,0.034
21.5137,Receive_HERMES,,0.448
21.514,Receive_HERMES,,0.112
24.2805,Selection_HERMES,,,1.431
28.6846,Control_HERMES,,,,19.37
28.6855,Changes?_HERMES,,,,,0.286
32.0198,Control_HERMES,,,,16.588
32.0201,Changes?_HERMES,,,,,0.048
37.1501,Control_HERMES,,,,17.373
37.1504,Changes?_HERMES,,,,,0.053
42.4364,Control_HERMES,,,,17.833
42.4368,Changes?_HERMES,,,,,0.049
47.4396,Control_HERMES,,,,18.157
47.4399,Changes?_HERMES,,,,,0.048
52.2916,Control_HERMES,,,,16.416
52.2919,Changes?_HERMES,,,,,0.048
57.5663,Control_HERMES,,,,15.69
57.5666,Changes?_HERMES,,,,,0.048
62.2683,Control_HERMES,,,,16.321
62.2686,Changes?_HERMES,,,,,0.054
67.6719,Control_HERMES,,,,16.754
67.6722,Changes?_HERMES,,,,,0.049
72.6037,Control_HERMES,,,,16.281
72.6042,Changes?_HERMES,,,,,0.072
77.8177,Control_HERMES,,,,16.281
77.818,Changes?_HERMES,,,,,0.053
83.0239,Control_HERMES,,,,16.438
83.0242,Changes?_HERMES,,,,,0.055
88.147,Control_HERMES,,,,16.069
88.1475,Changes?_HERMES,,,,,0.092
93.6501,Control_HERMES,,,,16.939
93.6505,Changes?_HERMES,,,,,0.056
98.6145,Control_HERMES,,,,17.116
98.6149,Changes?_HERMES,,,,,0.053
103.854,Control_HERMES,,,,17.33
103.855,Changes?_HERMES,,,,,0.052
110.102,Control_HERMES,,,,20.342
110.103,Changes?_HERMES,,,,,0.051
115.288,Control_HERMES,,,,20.169
115.289,Changes?_HERMES,,,,,0.064
121.078,Control_HERMES,,,,20.448
121.078,Changes?_HERMES,,,,,0.084
124.572,Control_HERMES,,,,18.661
124.572,Changes?_HERMES,,,,,0.057
129.224,Control_HERMES,,,,15.979
129.224,Changes?_HERMES,,,,,0.08
134.603,Control_HERMES,,,,17.909
134.603,Changes?_HERMES,,,,,0.068
134.606,Receive_HERMES,,0.126
139.636,Selection_HERMES,,,0.785
141.918,Control_HERMES,,,,16.241
141.918,Changes?_HERMES,,,,,0.076
144.914,Control_HERMES,,,,2.343
144.915,Changes?_HERMES,,,,,0.08
151.838,Control_HERMES,,,,17.529
151.838,Changes?_HERMES,,,,,0.057
153.88,LCA,16.507
153.88,Send_HERMES,,0.014
158.909,Selection_HERMES,,,0.718
161.054,Control_HERMES,,,,15.549
161.054,Changes?_HERMES,,,,,0.054
163.251,LCA,16.623
163.251,Send_HERMES,,0.017
163.254,Receive_HERMES,,0.105
168.282,Selection_HERMES,,,0.689
171.138,Control_HERMES,,,,23.081
171.139,Changes?_HERMES,,,,,0.06
175.333,Control_HERMES,,,,15.459
175.333,Changes?_HERMES,,,,,0.082
180.512,Control_HERMES,,,,15.333
180.512,Changes?_HERMES,,,,,0.054
185.668,Control_HERMES,,,,15.289
185.668,Changes?_HERMES,,,,,0.079
191.174,Control_HERMES,,,,16.547
191.174,Changes?_HERMES,,,,,0.055
195.869,Control_HERMES,,,,15.624
195.869,Changes?_HERMES,,,,,0.089
195.871,Receive_HERMES,,0.098
200.913,Selection_HERMES,,,0.733
202.94,Control_HERMES,,,,15.825
202.94,Changes?_HERMES,,,,,0.063
208.248,Control_HERMES,,,,19.731
208.25,Changes?_HERMES,,,,,0.332
210.686,LCA,20.105
210.686,Send_HERMES,,0.016
215.72,Selection_HERMES,,,1.179
219.734,Control_HERMES,,,,22.05
219.735,Changes?_HERMES,,,,,0.075
221.163,Control_HERMES,,,,2.835
221.164,Changes?_HERMES,,,,,0.094
229.536,Control_HERMES,,,,28.815
229.538,Changes?_HERMES,,,,,0.582
233.476,LCA,31.947
233.476,Send_HERMES,,0.022
238.506,Selection_HERMES,,,0.995
241.524,Control_HERMES,,,,18.727
241.525,Changes?_HERMES,,,,,0.081
246.644,LCA,22.687
246.644,Send_HERMES,,0.02
251.671,Selection_HERMES,,,0.742
254.585,Control_HERMES,,,,19.877
254.585,Changes?_HERMES,,,,,0.072
255.09,Receive_HERMES,,0.211
255.091,Receive_HERMES,,0.118
260.122,Selection_HERMES,,,1.167
262.319,Control_HERMES,,,,15.94
262.319,Changes?_HERMES,,,,,0.062
265.557,Control_HERMES,,,,2.3
265.557,Changes?_HERMES,,,,,0.051
270.623,Control_HERMES,,,,2.409
270.623,Changes?_HERMES,,,,,0.057
274.652,Receive_HERMES,,0.254
279.685,Selection_HERMES,,,1.788
282.861,Control_HERMES,,,,22.169
282.861,Changes?_HERMES,,,,,0.062
286.876,Control_HERMES,,,,16.474
286.876,Changes?_HERMES,,,,,0.052
286.879,Receive_HERMES,,0.114
291.914,Selection_HERMES,,,1.185
294.53,Control_HERMES,,,,16.602
294.53,Changes?_HERMES,,,,,0.077
296.293,Receive_HERMES,,0.193
301.329,Selection_HERMES,,,1.114
304.764,Control_HERMES,,,,26.978
304.765,Changes?_HERMES,,,,,0.202
308.668,Control_HERMES,,,,19.048
308.668,Changes?_HERMES,,,,,0.059
315.024,Control_HERMES,,,,20.326
315.024,Changes?_HERMES,,,,,0.061
318.999,Control_HERMES,,,,17.118
319,Changes?_HERMES,,,,,0.055
324.201,Control_HERMES,,,,18.399
324.202,Changes?_HERMES,,,,,0.056
329.214,Control_HERMES,,,,15.98
329.214,Changes?_HERMES,,,,,0.073
334.235,Control_HERMES,,,,16.101
334.236,Changes?_HERMES,,,,,0.057
340.187,Control_HERMES,,,,28.8
340.187,Changes?_HERMES,,,,,0.047
344.227,Control_HERMES,,,,16.513
344.228,Changes?_HERMES,,,,,0.06
349.399,Control_HERMES,,,,15.341
349.399,Changes?_HERMES,,,,,0.064
355.012,Control_HERMES,,,,18.383
355.013,Changes?_HERMES,,,,,0.052
360.82,Control_HERMES,,,,19.546
360.82,Changes?_HERMES,,,,,0.063
365.132,Control_HERMES,,,,19.498
365.133,Changes?_HERMES,,,,,0.075
369.809,Control_HERMES,,,,15.983
369.809,Changes?_HERMES,,,,,0.077
375.026,Control_HERMES,,,,15.61
375.026,Changes?_HERMES,,,,,0.067
380.986,Control_HERMES,,,,19.687
380.987,Changes?_HERMES,,,,,0.066
385.438,Control_HERMES,,,,15.944
385.438,Changes?_HERMES,,,,,0.053
