19.6379,LCA_APOLLO,26.045
19.6383,Send_APOLLO,,0.028
20.9017,Receive_APOLLO,,0.425
21.4037,Receive_APOLLO,,0.236
24.6803,Selection_APOLLO,,,0.848
28.9883,Control_APOLLO,,,,19.656
28.9891,Changes?_APOLLO,,,,,0.26
30.2002,Control_APOLLO,,,,2.513
30.2006,Changes?_APOLLO,,,,,0.069
35.4284,Control_APOLLO,,,,2.57
35.4288,Changes?_APOLLO,,,,,0.072
40.7205,Control_APOLLO,,,,2.691
40.7209,Changes?_APOLLO,,,,,0.08
45.9207,Control_APOLLO,,,,3.2
45.9211,Changes?_APOLLO,,,,,0.069
50.9448,Control_APOLLO,,,,2.585
50.9452,Changes?_APOLLO,,,,,0.051
55.9944,Control_APOLLO,,,,2.65
55.9948,Changes?_APOLLO,,,,,0.069
60.9246,Control_APOLLO,,,,2.533
60.9249,Changes?_APOLLO,,,,,0.049
66.1294,Control_APOLLO,,,,2.442
66.1299,Changes?_APOLLO,,,,,0.083
71.3109,Control_APOLLO,,,,2.613
71.3113,Changes?_APOLLO,,,,,0.08
76.4893,Control_APOLLO,,,,2.442
76.4897,Changes?_APOLLO,,,,,0.063
81.6723,Control_APOLLO,,,,2.637
81.6726,Changes?_APOLLO,,,,,0.051
86.8383,Control_APOLLO,,,,2.511
86.8387,Changes?_APOLLO,,,,,0.078
92.029,Control_APOLLO,,,,2.552
92.0294,Changes?_APOLLO,,,,,0.063
97.3201,Control_APOLLO,,,,2.589
97.3206,Changes?_APOLLO,,,,,0.09
102.197,Control_APOLLO,,,,2.384
102.197,Changes?_APOLLO,,,,,0.082
107.694,Control_APOLLO,,,,2.895
107.694,Changes?_APOLLO,,,,,0.077
113.023,Control_APOLLO,,,,3.037
113.023,Changes?_APOLLO,,,,,0.082
118.075,Control_APOLLO,,,,3.296
118.076,Changes?_APOLLO,,,,,0.081
122.739,Control_APOLLO,,,,2.455
122.74,Changes?_APOLLO,,,,,0.08
127.847,Control_APOLLO,,,,2.488
127.847,Changes?_APOLLO,,,,,0.068
133.048,Control_APOLLO,,,,2.504
133.049,Changes?_APOLLO,,,,,0.124
134.31,Receive_APOLLO,,0.186
139.345,Selection_APOLLO,,,1.165
141.775,Control_APOLLO,,,,16.794
141.776,Changes?_APOLLO,,,,,0.055
144.781,Control_APOLLO,,,,2.188
144.781,Changes?_APOLLO,,,,,0.075
149.827,Control_APOLLO,,,,2.299
149.827,Changes?_APOLLO,,,,,0.05
