26.3163,LCA_ZEUS,35.148
26.3169,Send_ZEUS,,0.032
28.0835,Receive_ZEUS,,0.286
28.0841,Receive_ZEUS,,0.098
31.3566,Selection_ZEUS,,,0.767
39.1176,Control_ZEUS,,,,22.546
39.1187,Changes?_ZEUS,,,,,0.225
42.2715,Control_ZEUS,,,,2.8
42.2721,Changes?_ZEUS,,,,,0.061
52.5035,Control_ZEUS,,,,2.74
52.5041,Changes?_ZEUS,,,,,0.072
62.4315,Control_ZEUS,,,,2.342
62.432,Changes?_ZEUS,,,,,0.064
72.6288,Control_ZEUS,,,,2.485
72.6294,Changes?_ZEUS,,,,,0.061
82.964,Control_ZEUS,,,,2.859
82.9646,Changes?_ZEUS,,,,,0.081
93.032,Control_ZEUS,,,,2.88
93.0327,Changes?_ZEUS,,,,,0.082
102.958,Control_ZEUS,,,,2.428
102.959,Changes?_ZEUS,,,,,0.077
113.532,Control_ZEUS,,,,3.084
113.533,Changes?_ZEUS,,,,,0.081
123.31,Control_ZEUS,,,,2.786
123.311,Changes?_ZEUS,,,,,0.082
133.57,Control_ZEUS,,,,2.884
133.57,Changes?_ZEUS,,,,,0.077
143.138,Control_ZEUS,,,,2.39
143.138,Changes?_ZEUS,,,,,0.102
153.15,Control_ZEUS,,,,2.348
153.151,Changes?_ZEUS,,,,,0.049
163.24,Control_ZEUS,,,,2.6
163.241,Changes?_ZEUS,,,,,0.091
173.478,Control_ZEUS,,,,2.956
173.478,Changes?_ZEUS,,,,,0.103
183.276,Control_ZEUS,,,,2.392
183.277,Changes?_ZEUS,,,,,0.051
193.481,Control_ZEUS,,,,2.823
193.483,Changes?_ZEUS,,,,,0.115
203.445,Control_ZEUS,,,,2.164
203.446,Changes?_ZEUS,,,,,0.057
213.938,Control_ZEUS,,,,3.014
213.94,Changes?_ZEUS,,,,,0.261
223.903,Control_ZEUS,,,,2.055
223.904,Changes?_ZEUS,,,,,0.087
233.943,Control_ZEUS,,,,2.513
233.943,Changes?_ZEUS,,,,,0.052
243.955,Control_ZEUS,,,,2.187
243.955,Changes?_ZEUS,,,,,0.055
253.971,Control_ZEUS,,,,2.068
253.972,Changes?_ZEUS,,,,,0.075
264.007,Control_ZEUS,,,,2.3
264.008,Changes?_ZEUS,,,,,0.05
273.998,Control_ZEUS,,,,2.288
273.998,Changes?_ZEUS,,,,,0.05
284.258,Control_ZEUS,,,,2.273
284.259,Changes?_ZEUS,,,,,0.052
294.281,Control_ZEUS,,,,2.077
294.282,Changes?_ZEUS,,,,,0.074
304.287,Control_ZEUS,,,,2.142
304.288,Changes?_ZEUS,,,,,0.052
314.287,Control_ZEUS,,,,2.133
314.287,Changes?_ZEUS,,,,,0.051
