23.9718,Unsorted:,1.83109/266.254/487.536,1.56631/206.75/323.835,1.72258/470.07/809.732,1.18192/234.692/277.388,1.53165/498.03/762.809,1.36526/438.529/598.707,1.66268/653.025/1085.77,
23.9719,Unsorted:,1.95467/183.02/357.744,1.54077/234.685/361.595,1.73052/414.765/717.759,1.17646/211.082/248.329,1.54446/391.113/604.06,1.37166/442.823/607.402,1.55118/621.972/964.793,
23.9719,Unsorted:,1.8638/261.582/487.536,1.50929/239.364/361.271,1.701/498.026/847.145,1.16982/256.533/300.098,1.52455/515.239/785.506,1.33638/492.985/658.816,1.63805/699.521/1145.85,
23.9739,Selected:,5,4,3,Total:1086.17/1502.87,OK,CLA:256.533/300.098,UUV:2,Config:3,true

200.13,Unsorted:,1.83109/266.254/487.536,1.56631/206.75/323.835,1.72258/470.07/809.732,1.18192/234.692/277.388,1.53165/498.03/762.809,1.36526/438.529/598.707,1.66268/653.025/1085.77,
200.13,Unsorted:,1.95467/183.02/357.744,1.54077/234.685/361.595,1.73052/414.765/717.759,1.17646/211.082/248.329,1.54446/391.113/604.06,1.37166/442.823/607.402,1.55118/621.972/964.793,
200.13,Unsorted:,1.8638/261.582/487.536,1.5096/238.967/360.745,1.70131/497.629/846.619,1.16435/267.816/311.831,1.51412/526.53/797.231,1.32972/503.878/670.016,1.6301/709.804/1157.05,
200.132,Selected:,4,-1,5,Total:1001.91/1432.83,OK,CLA:503.878/670.016,UUV:2,Config:5,true

301.424,Unsorted:,1.83109/266.254/487.536,1.56631/206.75/323.835,1.72258/470.07/809.732,1.18192/234.692/277.388,1.53165/498.03/762.809,1.36526/438.529/598.707,1.66268/653.025/1085.77,
301.424,Unsorted:,1.95467/183.02/357.744,1.54077/234.685/361.595,1.73052/414.765/717.759,1.17646/211.082/248.329,1.54446/391.113/604.06,1.37166/442.823/607.402,1.55118/621.972/964.793,
301.424,Unsorted:,1.8638/261.582/487.536,1.51518/231.999/351.52,1.70669/490.657/837.4,1.17444/247.736/290.951,1.53299/506.437/776.364,1.3421/476.813/639.93,1.64666/684.401/1126.97,
301.426,Selected:,5,3,5,Total:1126.42/1486.97,OK,CLA:476.813/639.93,UUV:2,Config:5,true

366.53,Unsorted:,1.83109/266.254/487.536,1.56631/206.75/323.835,1.72258/470.07/809.732,1.18192/234.692/277.388,1.53165/498.03/762.809,1.36526/438.529/598.707,1.66268/653.025/1085.77,
366.53,Unsorted:,1.95467/183.02/357.744,1.54077/234.685/361.595,1.73052/414.765/717.759,1.17646/211.082/248.329,1.54446/391.113/604.06,1.37166/442.823/607.402,1.55118/621.972/964.793,
366.53,Unsorted:,1.8638/261.582/487.536,1.50843/240.484/362.753,1.70015/499.146/848.626,1.16526/265.864/309.801,1.5159/524.576/795.203,1.33083/503.442/669.994,1.63108/709.365/1157.03,
366.532,Selected:,4,-1,5,Total:1001.47/1432.8,OK,CLA:503.442/669.994,UUV:2,Config:5,true

