18.9323,LCA_ZEUS,25.944
18.9329,Send_ZEUS,,0.028
20.9482,Receive_ZEUS,,0.435
21.4516,Receive_ZEUS,,0.247
23.9746,Selection_ZEUS,,,1.415
28.4915,Control_ZEUS,,,,19.998
28.4924,Changes?_ZEUS,,,,,0.303
29.2824,Control_ZEUS,,,,2.416
29.2827,Changes?_ZEUS,,,,,0.055
34.3352,Control_ZEUS,,,,2.303
34.3355,Changes?_ZEUS,,,,,0.052
39.3882,Control_ZEUS,,,,2.455
39.3887,Changes?_ZEUS,,,,,0.071
44.456,Control_ZEUS,,,,2.355
44.4564,Changes?_ZEUS,,,,,0.058
49.5237,Control_ZEUS,,,,2.426
49.5241,Changes?_ZEUS,,,,,0.064
54.5734,Control_ZEUS,,,,2.419
54.5738,Changes?_ZEUS,,,,,0.063
59.633,Control_ZEUS,,,,2.439
59.6333,Changes?_ZEUS,,,,,0.061
64.6946,Control_ZEUS,,,,2.69
64.695,Changes?_ZEUS,,,,,0.063
69.768,Control_ZEUS,,,,2.547
69.7684,Changes?_ZEUS,,,,,0.052
74.8567,Control_ZEUS,,,,2.583
74.8572,Changes?_ZEUS,,,,,0.072
79.925,Control_ZEUS,,,,2.445
79.9254,Changes?_ZEUS,,,,,0.054
84.9333,Control_ZEUS,,,,2.159
84.9337,Changes?_ZEUS,,,,,0.053
90.0095,Control_ZEUS,,,,2.427
90.0098,Changes?_ZEUS,,,,,0.047
95.0267,Control_ZEUS,,,,2.295
95.0271,Changes?_ZEUS,,,,,0.055
100.086,Control_ZEUS,,,,2.441
100.086,Changes?_ZEUS,,,,,0.062
105.182,Control_ZEUS,,,,2.828
105.182,Changes?_ZEUS,,,,,0.054
110.188,Control_ZEUS,,,,2.375
110.189,Changes?_ZEUS,,,,,0.057
115.227,Control_ZEUS,,,,2.362
115.227,Changes?_ZEUS,,,,,0.063
120.29,Control_ZEUS,,,,2.449
120.291,Changes?_ZEUS,,,,,0.057
125.325,Control_ZEUS,,,,2.362
125.325,Changes?_ZEUS,,,,,0.074
130.406,Control_ZEUS,,,,2.457
130.406,Changes?_ZEUS,,,,,0.056
135.436,Control_ZEUS,,,,2.472
135.437,Changes?_ZEUS,,,,,0.053
140.463,Control_ZEUS,,,,2.354
140.463,Changes?_ZEUS,,,,,0.053
145.515,Control_ZEUS,,,,2.354
145.515,Changes?_ZEUS,,,,,0.064
150.541,Control_ZEUS,,,,2.334
150.542,Changes?_ZEUS,,,,,0.058
155.559,Control_ZEUS,,,,2.206
155.559,Changes?_ZEUS,,,,,0.083
160.618,Control_ZEUS,,,,2.598
160.619,Changes?_ZEUS,,,,,0.053
165.65,Control_ZEUS,,,,2.34
165.651,Changes?_ZEUS,,,,,0.079
170.656,Control_ZEUS,,,,2.345
170.656,Changes?_ZEUS,,,,,0.143
175.68,Control_ZEUS,,,,2.117
175.68,Changes?_ZEUS,,,,,0.071
180.755,Control_ZEUS,,,,2.473
180.755,Changes?_ZEUS,,,,,0.063
185.759,Control_ZEUS,,,,2.219
185.759,Changes?_ZEUS,,,,,0.061
192.877,Control_ZEUS,,,,18.021
192.877,Changes?_ZEUS,,,,,0.084
195.085,LCA,17.409
195.085,Send_ZEUS,,0.017
200.133,Selection_ZEUS,,,1.18
202.567,Control_ZEUS,,,,15.677
202.568,Changes?_ZEUS,,,,,0.074
205.624,Control_ZEUS,,,,2.232
205.624,Changes?_ZEUS,,,,,0.067
210.688,Control_ZEUS,,,,2.198
210.688,Changes?_ZEUS,,,,,0.073
215.748,Control_ZEUS,,,,2.152
215.748,Changes?_ZEUS,,,,,0.053
220.796,Control_ZEUS,,,,2.12
220.797,Changes?_ZEUS,,,,,0.05
225.864,Control_ZEUS,,,,2.155
225.865,Changes?_ZEUS,,,,,0.084
230.919,Control_ZEUS,,,,2.16
230.919,Changes?_ZEUS,,,,,0.055
235.978,Control_ZEUS,,,,2.159
235.979,Changes?_ZEUS,,,,,0.055
241.038,Control_ZEUS,,,,2.266
241.038,Changes?_ZEUS,,,,,0.053
246.112,Control_ZEUS,,,,2.247
246.113,Changes?_ZEUS,,,,,0.058
251.199,Control_ZEUS,,,,2.375
251.199,Changes?_ZEUS,,,,,0.074
256.299,Control_ZEUS,,,,2.206
256.299,Changes?_ZEUS,,,,,0.052
261.372,Control_ZEUS,,,,2.469
261.372,Changes?_ZEUS,,,,,0.048
266.417,Control_ZEUS,,,,2.16
266.417,Changes?_ZEUS,,,,,0.054
271.467,Control_ZEUS,,,,2.127
