Type,Time,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA
Normal,635.588,,254.673,852.551,1.05378,5,91,,206.874,464.808,0.801919,4.02103,90.91,,462.835,1310.86,1.3643,-1,-1,,204.803,235.154,0.652746,4.02103,90.1,,464.837,1081.21,1.25786,-1,-1,,416.533,693.463,1.006,-1,-1,,674.035,1539.51,1.55556,-1,-1,,6,6,416.533,693.463,1.006,3.6,2.05765,413.221
Normal,645.869,,254.673,852.551,1.05735,5,96.2286,,203.921,458.238,0.799569,3.96091,91.6675,,459.874,1304.29,1.36549,-1,-1,,201.88,231.869,0.651582,3.96091,90.925,,461.877,1077.92,1.26024,-1,-1,,414.177,683.608,1.05296,-1,-1,,668.09,1529.66,1.55556,-1,-1,,6,6,414.177,683.608,1.05296,3.3,2.24001,413.221
Normal,655.852,,254.673,852.551,1.05586,5,96,,205.146,460.963,0.800547,3.98583,91.1625,,461.102,1307.01,1.36499,-1,-1,,203.092,233.231,0.652067,3.98583,90.375,,463.105,1079.28,1.25925,-1,-1,,414.256,687.694,1.0198,-1,-1,,670.555,1533.75,1.55556,-1,-1,,6,6,414.256,687.694,1.0198,3.5,2.18808,413.221
Normal,666.861,,254.673,852.551,1.06051,5,96.5714,,201.339,452.493,0.797489,3.9084,93,,457.285,1298.54,1.36654,-1,-1,,199.323,228.996,0.650552,3.9084,93,,459.289,1075.05,1.26234,-1,-1,,416.564,674.989,1.11043,-1,-1,,662.89,1521.04,1.55556,-1,-1,,6,6,416.564,674.989,1.11043,3,2.96249,413.221
Normal,675.839,,254.673,852.551,1.05505,5,91,,205.822,462.468,0.801085,3.9996,90.91,,461.78,1308.52,1.36472,-1,-1,,203.762,233.984,0.652333,3.9996,90.1,,463.782,1080.03,1.2587,-1,-1,,414.414,689.951,1.00474,-1,-1,,671.917,1536,1.55556,-1,-1,,6,6,414.414,689.951,1.00474,3.6,1.93944,413.221
Normal,688.143,,254.673,852.551,1.05867,5,96.2286,,201.233,452.257,0.796362,3.90625,91.6675,,457.179,1298.31,1.3636,-1,-1,,203.971,234.219,0.653483,4.00391,90.925,,463.994,1080.27,1.26345,-1,-1,,413.572,679.976,1.05165,-1,-1,,667.489,1526.03,1.55556,-1,-1,,6,6,413.572,679.976,1.05165,3.3,4.0036,413.221
Normal,697.135,,254.673,852.551,1.05813,5,96.4571,,204.911,460.441,0.801431,3.98106,92.1725,,460.867,1306.49,1.36813,-1,-1,,198.014,227.525,0.648951,3.88153,91.475,,457.964,1073.58,1.25838,-1,-1,,413.612,681.466,1.09129,-1,-1,,665.177,1527.52,1.55556,-1,-1,,6,6,413.612,681.466,1.09129,3.1,2.94755,413.221
Normal,707.304,,254.673,852.551,1.05469,5,91,,206.116,463.122,0.801319,4.00559,90.91,,462.075,1309.17,1.3646,-1,-1,,204.053,234.311,0.652449,4.00559,90.1,,464.077,1080.36,1.25847,-1,-1,,415.007,690.933,1.00509,-1,-1,,672.509,1536.98,1.55556,-1,-1,,6,6,415.007,690.933,1.00509,3.6,2.88137,413.221
Normal,717.362,,254.673,852.551,1.05917,5,96.4571,,202.424,454.907,0.798366,3.93046,92.1725,,458.373,1300.96,1.3661,-1,-1,,200.398,230.204,0.650987,3.93046,91.475,,460.377,1076.25,1.26145,-1,-1,,413.512,678.611,1.09025,-1,-1,,665.076,1524.66,1.55556,-1,-1,,6,6,413.512,678.611,1.09025,3.1,2.76157,413.221
Normal,728.52,,254.673,852.551,1.05627,5,96,,204.809,460.213,0.800279,3.97897,91.1625,,460.764,1306.26,1.36513,-1,-1,,202.758,232.857,0.651934,3.97897,90.375,,462.767,1078.91,1.25952,-1,-1,,413.576,686.57,1.0194,-1,-1,,669.877,1532.62,1.55556,-1,-1,,6,6,413.576,686.57,1.0194,3.5,3.86717,413.221
Normal,737.434,,254.673,852.551,1.05479,5,91,,207.644,466.521,0.803586,4.03671,90.91,,463.607,1312.57,1.36697,-1,-1,,200.777,230.63,0.650081,3.93825,90.1,,460.761,1076.68,1.2562,-1,-1,,413.235,690.65,1.00499,-1,-1,,670.737,1536.7,1.55556,-1,-1,,6,6,413.235,690.65,1.00499,3.6,2.62418,413.221
Normal,747.427,,254.673,852.551,1.05683,5,96,,202.74,455.609,0.797571,3.93687,91.1625,,458.689,1301.66,1.36297,-1,-1,,205.496,235.933,0.654094,4.03529,90.375,,465.538,1081.98,1.26223,-1,-1,,414.257,685.042,1.01885,-1,-1,,670.555,1531.09,1.55556,-1,-1,,6,6,414.257,685.042,1.01885,3.5,2.45691,413.221
Normal,757.378,,254.673,852.551,1.05509,5,91,,205.785,462.386,0.801056,3.99885,90.91,,461.743,1308.44,1.36473,-1,-1,,203.725,233.943,0.652318,3.99885,90.1,,463.745,1079.99,1.25873,-1,-1,,414.34,689.828,1.0047,-1,-1,,671.843,1535.88,1.55556,-1,-1,,6,6,414.34,689.828,1.0047,3.6,2.40492,413.221
Normal,767.629,,254.673,852.551,1.05951,5,96.5714,,202.147,454.291,0.798143,3.92483,93,,458.095,1300.34,1.36621,-1,-1,,200.124,229.896,0.650876,3.92483,93,,460.099,1075.95,1.26168,-1,-1,,418.236,677.687,1.11142,-1,-1,,664.518,1523.74,1.55556,-1,-1,,6,6,418.236,677.687,1.11142,3,2.46494,413.221
Normal,777.864,,254.673,852.551,1.055,5,91,,205.86,462.552,0.801115,4.00037,90.91,,461.818,1308.6,1.3647,-1,-1,,203.799,234.026,0.652348,4.00037,90.1,,463.82,1080.08,1.25867,-1,-1,,414.49,690.078,1.00479,-1,-1,,671.993,1536.13,1.55556,-1,-1,,6,6,414.49,690.078,1.00479,3.6,2.45015,413.221
Normal,789.076,,254.673,852.551,1.05481,5,91,,206.019,462.907,0.801242,4.00362,90.91,,461.978,1308.96,1.36464,-1,-1,,203.957,234.203,0.652411,4.00362,90.1,,463.98,1080.25,1.25854,-1,-1,,414.812,690.61,1.00498,-1,-1,,672.314,1536.66,1.55556,-1,-1,,6,6,414.812,690.61,1.00498,3.6,3.4215,413.221
Normal,798.664,,254.673,852.551,1.0598,5,96.5714,,201.912,453.767,0.797952,3.92004,93,,457.859,1299.82,1.36631,-1,-1,,199.89,229.633,0.650782,3.92004,93,,459.863,1075.68,1.26187,-1,-1,,417.748,676.9,1.11113,-1,-1,,664.044,1522.95,1.55556,-1,-1,,6,6,417.748,676.9,1.11113,3,2.80569,413.221
Normal,809.242,,254.673,852.551,1.0514,5,91,,208.866,469.241,0.803488,4.06164,90.91,,464.833,1315.29,1.3635,-1,-1,,206.775,237.371,0.653522,4.06164,90.1,,466.833,1083.42,1.25627,-1,-1,,420.544,700.112,1.00836,-1,-1,,678.046,1546.16,1.55556,-1,-1,,6,6,420.544,700.112,1.00836,3.6,3.28968,413.221
Normal,818.308,,254.673,852.551,1.05696,5,96.1143,,204.24,458.947,0.799824,3.96739,91.415,,460.194,1305,1.36536,-1,-1,,202.195,232.224,0.651709,3.96739,90.65,,462.197,1078.27,1.25998,-1,-1,,413.625,684.671,1.03552,-1,-1,,668.731,1530.72,1.55556,-1,-1,,6,6,413.625,684.671,1.03552,3.4,2.27336,413.221
Normal,828.555,,254.673,852.551,1.05666,5,96.1143,,204.488,459.499,0.800022,3.97244,91.415,,460.442,1305.55,1.36526,-1,-1,,202.441,232.5,0.651807,3.97244,90.65,,462.445,1078.55,1.25978,-1,-1,,414.128,685.499,1.03582,-1,-1,,669.231,1531.55,1.55556,-1,-1,,6,6,414.128,685.499,1.03582,3.4,2.45109,413.221
Normal,838.649,,254.673,852.551,1.06074,5,96.5714,,201.147,452.065,0.797333,3.90449,93,,457.092,1298.12,1.36662,-1,-1,,199.133,228.782,0.650475,3.90449,93,,459.097,1074.83,1.2625,-1,-1,,416.165,674.347,1.1102,-1,-1,,662.503,1520.4,1.55556,-1,-1,,6,6,416.165,674.347,1.1102,3,2.30078,413.221
Normal,849.127,,254.673,852.551,1.05136,5,91,,208.9,469.315,0.803514,4.06232,90.91,,464.867,1315.37,1.36349,-1,-1,,206.808,237.408,0.653535,4.06232,90.1,,466.867,1083.46,1.25625,-1,-1,,420.611,700.223,1.0084,-1,-1,,678.113,1546.27,1.55556,-1,-1,,6,6,420.611,700.223,1.0084,3.6,2.68589,413.221
Normal,858.853,,254.673,852.551,1.06039,5,96.5714,,201.432,452.7,0.797564,3.91029,93,,457.378,1298.75,1.3665,-1,-1,,199.416,229.1,0.65059,3.91029,93,,459.383,1075.15,1.26226,-1,-1,,416.756,675.299,1.11055,-1,-1,,663.078,1521.35,1.55556,-1,-1,,6,6,416.756,675.299,1.11055,3,2.18212,413.221
Normal,869.136,,254.673,852.551,1.05435,5,91,,206.398,463.75,0.801543,4.01134,90.91,,462.358,1309.8,1.36449,-1,-1,,204.332,234.625,0.652559,4.01134,90.1,,464.36,1080.68,1.25824,-1,-1,,415.575,691.875,1.00543,-1,-1,,673.077,1537.93,1.55556,-1,-1,,6,6,415.575,691.875,1.00543,3.6,2.24381,413.221
Normal,879.541,,254.673,852.551,1.05602,5,96,,205.016,460.674,0.800444,3.98319,91.1625,,460.972,1306.73,1.36504,-1,-1,,202.964,233.087,0.652015,3.98319,90.375,,462.975,1079.14,1.25935,-1,-1,,413.995,687.261,1.01965,-1,-1,,670.294,1533.31,1.55556,-1,-1,,6,6,413.995,687.261,1.01965,3.5,2.60687,413.221
Normal,889.344,,254.673,852.551,1.05859,5,96.3429,,202.904,455.974,0.798752,3.94021,91.92,,458.854,1302.03,1.3659,-1,-1,,200.872,230.737,0.651178,3.94021,91.2,,460.858,1076.79,1.26106,-1,-1,,413.301,680.211,1.07067,-1,-1,,666.041,1526.26,1.55556,-1,-1,,6,6,413.301,680.211,1.07067,3.2,2.2581,413.221
Normal,899.5,,254.673,852.551,1.0563,5,96,,204.786,460.163,0.800261,3.97851,91.1625,,460.741,1306.21,1.36514,-1,-1,,202.736,232.831,0.651925,3.97851,90.375,,462.744,1078.88,1.25954,-1,-1,,413.53,686.494,1.01937,-1,-1,,669.831,1532.54,1.55556,-1,-1,,6,6,413.53,686.494,1.01937,3.5,2.35978,413.221
Normal,909.499,,254.673,852.551,1.05677,5,96,,202.782,455.703,0.797605,3.93773,91.1625,,458.731,1301.75,1.36295,-1,-1,,205.539,235.981,0.654111,4.03617,90.375,,465.581,1082.03,1.2622,-1,-1,,414.344,685.184,1.0189,-1,-1,,670.641,1531.23,1.55556,-1,-1,,6,6,414.344,685.184,1.0189,3.5,2.20107,413.221
Normal,920.245,,254.673,852.551,1.05889,5,96.5714,,205.857,462.546,0.803222,4.00032,93,,461.816,1308.6,1.37067,-1,-1,,194.289,223.339,0.64641,3.80518,93,,454.193,1069.39,1.25659,-1,-1,,415.977,679.385,1.11204,-1,-1,,662.363,1525.44,1.55556,-1,-1,,6,6,415.977,679.385,1.11204,3,2.69801,413.221
Normal,930.357,,254.673,852.551,1.05856,5,96.2286,,201.324,452.46,0.796436,3.9081,91.6675,,457.27,1298.51,1.36356,-1,-1,,204.063,234.322,0.65352,4.0058,90.925,,464.087,1080.37,1.26338,-1,-1,,413.759,680.282,1.05176,-1,-1,,667.674,1526.33,1.55556,-1,-1,,6,6,413.759,680.282,1.05176,3.3,2.57437,413.221
Normal,940.381,,254.673,852.551,1.05382,5,91,,208.458,468.332,0.804231,4.05331,90.91,,464.423,1314.38,1.36665,-1,-1,,201.566,231.516,0.650394,3.95445,90.1,,461.559,1077.57,1.25555,-1,-1,,414.857,693.348,1.00596,-1,-1,,672.359,1539.4,1.55556,-1,-1,,6,6,414.857,693.348,1.00596,3.6,2.48391,413.221
Normal,950.228,,254.673,852.551,1.06363,5,96.5714,,195.536,439.581,0.790613,3.79063,93,,451.465,1285.63,1.36277,-1,-1,,203.301,233.466,0.654348,3.99013,93,,463.316,1079.52,1.26924,-1,-1,,414.717,666.547,1.10733,-1,-1,,661.049,1512.6,1.55556,-1,-1,,6,6,414.717,666.547,1.10733,3,2.30611,413.221
Normal,960.482,,254.673,852.551,1.05346,5,91,,208.763,469.012,0.804472,4.05954,90.91,,464.73,1315.06,1.36653,-1,-1,,201.861,231.848,0.650511,3.96053,90.1,,461.859,1077.9,1.2553,-1,-1,,415.465,694.361,1.00632,-1,-1,,672.967,1540.41,1.55556,-1,-1,,6,6,415.465,694.361,1.00632,3.6,2.46038,413.221
Normal,970.278,,254.673,852.551,1.05905,5,96.3429,,200.887,451.486,0.796057,3.89921,91.92,,456.831,1297.54,1.36367,-1,-1,,203.742,233.961,0.653417,3.99919,91.2,,463.762,1080.01,1.26376,-1,-1,,414.179,678.948,1.07021,-1,-1,,666.906,1525,1.55556,-1,-1,,6,6,414.179,678.948,1.07021,3.2,2.25425,413.221
Normal,980.624,,254.673,852.551,1.05616,5,96,,204.902,460.421,0.800353,3.98087,91.1625,,460.858,1306.47,1.36509,-1,-1,,202.851,232.96,0.65197,3.98087,90.375,,462.86,1079.01,1.25944,-1,-1,,413.764,686.881,1.01951,-1,-1,,670.065,1532.93,1.55556,-1,-1,,6,6,413.764,686.881,1.01951,3.5,2.55045,413.221
Normal,990.476,,254.673,852.551,1.05328,5,91,,208.916,469.351,0.804592,4.06265,90.91,,464.883,1315.4,1.36647,-1,-1,,202.009,232.014,0.650569,3.96356,90.1,,462.008,1078.06,1.25518,-1,-1,,415.769,694.866,1.0065,-1,-1,,673.271,1540.92,1.55556,-1,-1,,6,6,415.769,694.866,1.0065,3.6,2.31216,413.221
Normal,1000.72,,254.673,852.551,1.05564,5,91,,203.707,457.761,0.798343,3.95654,90.91,,459.659,1303.81,1.36257,-1,-1,,206.475,237.033,0.654485,4.05546,90.1,,466.53,1083.08,1.26145,-1,-1,,415.022,688.294,1.00415,-1,-1,,672.525,1534.34,1.55556,-1,-1,,6,6,415.022,688.294,1.00415,3.6,2.44235,413.221
Normal,1011.32,,254.673,852.551,1.06041,5,96.5714,,201.42,452.672,0.797554,3.91004,93,,457.366,1298.72,1.36651,-1,-1,,199.403,229.086,0.650585,3.91004,93,,459.37,1075.14,1.26227,-1,-1,,416.731,675.258,1.11053,-1,-1,,663.053,1521.31,1.55556,-1,-1,,6,6,416.731,675.258,1.11053,3,2.81934,413.221
Normal,1021.37,,254.673,852.551,1.05177,5,91,,208.551,468.539,0.80324,4.0552,90.91,,464.516,1314.59,1.36363,-1,-1,,206.463,237.019,0.6534,4.0552,90.1,,466.517,1083.07,1.25652,-1,-1,,419.908,699.058,1.00799,-1,-1,,677.41,1545.11,1.55556,-1,-1,,6,6,419.908,699.058,1.00799,3.6,2.75714,413.221
Normal,1031.94,,254.673,852.551,1.05815,5,96.4571,,204.898,460.411,0.80142,3.98078,92.1725,,460.853,1306.46,1.36813,-1,-1,,198.001,227.51,0.648946,3.88126,91.475,,457.951,1073.56,1.25839,-1,-1,,413.584,681.421,1.09127,-1,-1,,665.15,1527.47,1.55556,-1,-1,,6,6,413.584,681.421,1.09127,3.1,3.27775,413.221
Normal,1041.4,,254.673,852.551,1.05666,5,96.1143,,204.486,459.496,0.800021,3.97241,91.415,,460.441,1305.55,1.36526,-1,-1,,202.439,232.498,0.651806,3.97241,90.65,,462.444,1078.55,1.25978,-1,-1,,414.125,685.494,1.03582,-1,-1,,669.228,1531.54,1.55556,-1,-1,,6,6,414.125,685.494,1.03582,3.4,2.66689,413.221
Normal,1051.47,,254.673,852.551,1.05986,5,96.5714,,201.864,453.66,0.797913,3.91906,93,,457.811,1299.71,1.36633,-1,-1,,199.843,229.58,0.650763,3.91906,93,,459.815,1075.63,1.26191,-1,-1,,417.649,676.739,1.11107,-1,-1,,663.946,1522.79,1.55556,-1,-1,,6,6,417.649,676.739,1.11107,3,2.53186,413.221
Normal,1062.37,,254.673,852.551,1.05885,5,96.5714,,204.317,459.12,0.800954,3.96897,93,,460.271,1305.17,1.36836,-1,-1,,197.44,226.88,0.64872,3.86975,93,,457.382,1072.93,1.25886,-1,-1,,417.676,679.499,1.11208,-1,-1,,663.995,1525.55,1.55556,-1,-1,,6,6,417.676,679.499,1.11208,3,3.35391,413.221
Normal,1071.86,,254.673,852.551,1.05258,5,91,,207.876,467.038,0.80271,4.04145,90.91,,463.84,1313.09,1.3639,-1,-1,,205.795,236.269,0.653137,4.04145,90.1,,465.841,1082.32,1.25706,-1,-1,,418.55,696.807,1.00719,-1,-1,,676.052,1542.86,1.55556,-1,-1,,6,6,418.55,696.807,1.00719,3.6,2.70106,413.221
Normal,1081.94,,254.673,852.551,1.06075,5,96.5714,,201.144,452.059,0.797331,3.90444,93,,457.089,1298.11,1.36662,-1,-1,,199.131,228.78,0.650474,3.90444,93,,459.094,1074.83,1.2625,-1,-1,,416.16,674.339,1.1102,-1,-1,,662.498,1520.39,1.55556,-1,-1,,6,6,416.16,674.339,1.1102,3,2.52863,413.221
Normal,1092.43,,254.673,852.551,1.05648,5,96,,204.635,459.826,0.80014,3.97543,91.1625,,460.59,1305.88,1.3652,-1,-1,,202.586,232.663,0.651865,3.97543,90.375,,462.593,1078.71,1.25966,-1,-1,,413.225,685.989,1.01919,-1,-1,,669.526,1532.04,1.55556,-1,-1,,6,6,413.225,685.989,1.01919,3.5,2.95859,413.221
Normal,1102.24,,254.673,852.551,1.06289,5,96.5714,,196.21,441.079,0.791218,3.80428,93,,452.141,1287.13,1.36263,-1,-1,,203.75,233.971,0.654477,3.99937,93,,463.771,1080.02,1.26863,-1,-1,,415.883,668.55,1.10807,-1,-1,,662.185,1514.6,1.55556,-1,-1,,6,6,415.883,668.55,1.10807,3,2.5249,413.221
Normal,1113.89,,254.673,852.551,1.05661,5,96.1143,,204.525,459.581,0.800052,3.97319,91.415,,460.479,1305.63,1.36524,-1,-1,,202.477,232.541,0.651821,3.97319,90.65,,462.482,1078.59,1.25975,-1,-1,,414.203,685.622,1.03586,-1,-1,,669.305,1531.67,1.55556,-1,-1,,6,6,414.203,685.622,1.03586,3.4,4.10683,413.221
Normal,1122.86,,254.673,852.551,1.05446,5,91,,207.926,467.148,0.803809,4.04246,90.91,,463.89,1313.2,1.36686,-1,-1,,201.05,230.937,0.65019,3.94386,90.1,,461.037,1076.99,1.25597,-1,-1,,413.797,691.585,1.00533,-1,-1,,671.299,1537.64,1.55556,-1,-1,,6,6,413.797,691.585,1.00533,3.6,2.93386,413.221
Normal,1133.13,,254.673,852.551,1.05838,5,96.2286,,201.474,452.793,0.796556,3.91114,91.6675,,457.42,1298.84,1.3635,-1,-1,,204.215,234.493,0.653581,4.00892,90.925,,464.241,1080.54,1.26326,-1,-1,,414.067,680.786,1.05194,-1,-1,,667.978,1526.84,1.55556,-1,-1,,6,6,414.067,680.786,1.05194,3.3,2.97456,413.221
Normal,1142.57,,254.673,852.551,1.05838,5,96.5714,,204.701,459.973,0.801262,3.97677,93,,460.656,1306.02,1.36821,-1,-1,,197.81,227.296,0.648869,3.87735,93,,457.758,1073.35,1.25855,-1,-1,,418.46,680.768,1.11254,-1,-1,,664.758,1526.82,1.55556,-1,-1,,6,6,418.46,680.768,1.11254,3,2.35089,413.221
Normal,1153.12,,254.673,852.551,1.05444,5,91,,207.939,467.179,0.80382,4.04274,90.91,,463.904,1313.23,1.36685,-1,-1,,201.063,230.952,0.650195,3.94413,90.1,,461.051,1077,1.25596,-1,-1,,413.824,691.63,1.00534,-1,-1,,671.326,1537.68,1.55556,-1,-1,,6,6,413.824,691.63,1.00534,3.6,2.7663,413.221
Normal,1162.88,,254.673,852.551,1.05643,5,96,,204.673,459.91,0.80017,3.9762,91.1625,,460.628,1305.96,1.36518,-1,-1,,202.624,232.705,0.65188,3.9762,90.375,,462.63,1078.76,1.25963,-1,-1,,413.301,686.115,1.01924,-1,-1,,669.603,1532.17,1.55556,-1,-1,,6,6,413.301,686.115,1.01924,3.5,2.46093,413.221
Normal,1172.92,,254.673,852.551,1.05528,5,91,,205.631,462.043,0.800933,3.99571,90.91,,461.589,1308.09,1.3648,-1,-1,,203.572,233.771,0.652258,3.99571,90.1,,463.591,1079.82,1.25886,-1,-1,,414.03,689.314,1.00451,-1,-1,,671.532,1535.36,1.55556,-1,-1,,6,6,414.03,689.314,1.00451,3.6,2.49223,413.221
Normal,1183,,254.673,852.551,1.05583,5,96,,205.171,461.02,0.800568,3.98635,91.1625,,461.128,1307.07,1.36498,-1,-1,,203.117,233.26,0.652077,3.98635,90.375,,463.13,1079.31,1.25923,-1,-1,,414.308,687.779,1.01984,-1,-1,,670.607,1533.83,1.55556,-1,-1,,6,6,414.308,687.779,1.01984,3.5,2.54185,413.221
Normal,1193.54,,254.673,852.551,1.05708,5,96.1143,,204.138,458.72,0.799742,3.96531,91.415,,460.091,1304.77,1.3654,-1,-1,,202.094,232.11,0.651668,3.96531,90.65,,462.094,1078.16,1.26006,-1,-1,,413.418,684.329,1.0354,-1,-1,,668.525,1530.38,1.55556,-1,-1,,6,6,413.418,684.329,1.0354,3.4,2.99432,413.221
Normal,1203.24,,254.673,852.551,1.05983,5,96.4571,,200.256,450.083,0.795548,3.8864,92.1725,,456.199,1296.13,1.36393,-1,-1,,203.103,233.243,0.65316,3.98605,91.475,,463.115,1079.29,1.26428,-1,-1,,414.069,676.827,1.0896,-1,-1,,665.621,1522.88,1.55556,-1,-1,,6,6,414.069,676.827,1.0896,3.1,2.6593,413.221
Normal,1213.54,,254.673,852.551,1.05965,5,96.5714,,202.038,454.048,0.798054,3.92261,93,,457.986,1300.1,1.36625,-1,-1,,200.016,229.774,0.650832,3.92261,93,,459.99,1075.82,1.26177,-1,-1,,418.01,677.322,1.11129,-1,-1,,664.298,1523.37,1.55556,-1,-1,,6,6,418.01,677.322,1.11129,3,2.75903,413.221
Normal,1223.52,,254.673,852.551,1.0561,5,96,,204.949,460.525,0.80039,3.98182,91.1625,,460.905,1306.58,1.36507,-1,-1,,202.897,233.012,0.651989,3.98182,90.375,,462.907,1079.06,1.25941,-1,-1,,413.859,687.037,1.01957,-1,-1,,670.158,1533.09,1.55556,-1,-1,,6,6,413.859,687.037,1.01957,3.5,2.69078,413.221
Normal,1233.78,,254.673,852.551,1.05456,5,91,,206.225,463.365,0.801405,4.00781,90.91,,462.185,1309.42,1.36456,-1,-1,,204.161,234.432,0.652491,4.00781,90.1,,464.186,1080.48,1.25838,-1,-1,,415.226,691.297,1.00522,-1,-1,,672.728,1537.35,1.55556,-1,-1,,6,6,415.226,691.297,1.00522,3.6,2.72481,413.221
Normal,1244.24,,254.673,852.551,1.05568,5,91,,205.297,461.299,0.800668,3.98891,90.91,,461.254,1307.35,1.36493,-1,-1,,203.242,233.4,0.652126,3.98891,90.1,,463.256,1079.45,1.25912,-1,-1,,413.357,688.199,1.00411,-1,-1,,670.86,1534.25,1.55556,-1,-1,,6,6,413.357,688.199,1.00411,3.6,3.15012,413.221
Normal,1253.87,,254.673,852.551,1.05946,5,96.5714,,202.193,454.392,0.798179,3.92575,93,,458.141,1300.44,1.36619,-1,-1,,200.168,229.946,0.650894,3.92575,93,,460.145,1076,1.26164,-1,-1,,418.33,677.838,1.11147,-1,-1,,664.609,1523.89,1.55556,-1,-1,,6,6,418.33,677.838,1.11147,3,2.59509,413.221
Normal,1263.93,,254.673,852.551,1.05253,5,91,,207.919,467.133,0.802743,4.04232,90.91,,463.883,1313.18,1.36388,-1,-1,,205.837,236.316,0.653154,4.04232,90.1,,465.884,1082.37,1.25702,-1,-1,,418.636,696.949,1.00724,-1,-1,,676.138,1543,1.55556,-1,-1,,6,6,418.636,696.949,1.00724,3.6,2.51323,413.221
Normal,1274.16,,254.673,852.551,1.05638,5,96,,204.717,460.01,0.800206,3.97711,91.1625,,460.673,1306.06,1.36516,-1,-1,,202.668,232.755,0.651897,3.97711,90.375,,462.675,1078.81,1.25959,-1,-1,,413.391,686.265,1.01929,-1,-1,,669.693,1532.32,1.55556,-1,-1,,6,6,413.391,686.265,1.01929,3.5,2.68737,413.221
Normal,1284.44,,254.673,852.551,1.05516,5,91,,205.728,462.258,0.80101,3.99768,90.91,,461.686,1308.31,1.36476,-1,-1,,203.668,233.879,0.652296,3.99768,90.1,,463.688,1079.93,1.25878,-1,-1,,414.225,689.637,1.00463,-1,-1,,671.727,1535.69,1.55556,-1,-1,,6,6,414.225,689.637,1.00463,3.6,2.95753,413.221
Normal,1294.23,,254.673,852.551,1.06274,5,96.8,,201.133,452.035,0.798372,3.90422,93.4667,,457.078,1298.09,1.36964,-1,-1,,194.359,223.417,0.64747,3.80661,93.4667,,454.264,1069.47,1.26147,-1,-1,,413.227,668.952,1.15584,-1,-1,,657.657,1515,1.55556,-1,-1,,6,6,413.227,668.952,1.15584,2.8,2.50846,413.221
Normal,1304.54,,254.673,852.551,1.05631,5,96,,204.772,460.132,0.80025,3.97823,91.1625,,460.728,1306.18,1.36514,-1,-1,,202.722,232.816,0.651919,3.97823,90.375,,462.73,1078.87,1.25955,-1,-1,,413.503,686.448,1.01936,-1,-1,,669.803,1532.5,1.55556,-1,-1,,6,6,413.503,686.448,1.01936,3.5,2.75765,413.221
Normal,1314.32,,254.673,852.551,1.05611,5,96,,204.939,460.504,0.800383,3.98163,91.1625,,460.895,1306.55,1.36508,-1,-1,,202.888,233.002,0.651985,3.98163,90.375,,462.898,1079.05,1.25941,-1,-1,,413.84,687.006,1.01956,-1,-1,,670.14,1533.06,1.55556,-1,-1,,6,6,413.84,687.006,1.01956,3.5,2.4958,413.221
Normal,1324.5,,254.673,852.551,1.05612,5,96,,204.933,460.488,0.800377,3.98149,91.1625,,460.888,1306.54,1.36508,-1,-1,,202.881,232.994,0.651982,3.98149,90.375,,462.891,1079.05,1.25942,-1,-1,,413.826,686.983,1.01955,-1,-1,,670.126,1533.03,1.55556,-1,-1,,6,6,413.826,686.983,1.01955,3.5,2.63022,413.221
Normal,1336.42,,254.673,852.551,1.05378,5,91,,206.872,464.804,0.801917,4.02099,90.91,,462.833,1310.85,1.3643,-1,-1,,204.801,235.152,0.652745,4.02099,90.1,,464.835,1081.2,1.25786,-1,-1,,416.529,693.456,1.006,-1,-1,,674.031,1539.51,1.55556,-1,-1,,6,6,416.529,693.456,1.006,3.6,2.85928,413.221
Normal,1346.57,,254.673,852.551,1.05855,5,96.3429,,202.932,456.037,0.798775,3.94078,91.92,,458.882,1302.09,1.36589,-1,-1,,200.9,230.768,0.651189,3.94078,91.2,,460.886,1076.82,1.26104,-1,-1,,413.358,680.305,1.07071,-1,-1,,666.097,1526.36,1.55556,-1,-1,,6,6,413.358,680.305,1.07071,3.2,2.85326,413.221
Normal,1357.06,,254.673,852.551,1.05256,5,91,,207.892,467.074,0.802722,4.04178,90.91,,463.856,1313.12,1.36389,-1,-1,,205.811,236.287,0.653144,4.04178,90.1,,465.857,1082.34,1.25705,-1,-1,,418.583,696.861,1.00721,-1,-1,,676.085,1542.91,1.55556,-1,-1,,6,6,418.583,696.861,1.00721,3.6,3.19968,413.221
Normal,1366.74,,254.673,852.551,1.0607,5,96.5714,,201.18,452.138,0.79736,3.90516,93,,457.125,1298.19,1.36661,-1,-1,,199.166,228.819,0.650489,3.90516,93,,459.13,1074.87,1.26247,-1,-1,,416.234,674.457,1.11024,-1,-1,,662.569,1520.51,1.55556,-1,-1,,6,6,416.234,674.457,1.11024,3,2.64195,413.221
