29.7763,LCA_HERMES,38.381
29.777,Send_HERMES,,0.028
31.5465,Receive_HERMES,,0.435
31.5471,Receive_HERMES,,0.103
34.8165,Selection_HERMES,,,1.335
44.8759,Control_HERMES,,,,26.161
44.8773,Changes?_HERMES,,,,,0.315
46.0825,Control_HERMES,,,,3.21
46.0831,Changes?_HERMES,,,,,0.075
50.7838,Control_HERMES,,,,2.802
50.7847,Changes?_HERMES,,,,,0.095
55.8335,Control_HERMES,,,,2.387
55.8341,Changes?_HERMES,,,,,0.074
60.8479,Control_HERMES,,,,2.5
60.8485,Changes?_HERMES,,,,,0.065
65.9886,Control_HERMES,,,,2.493
65.9893,Changes?_HERMES,,,,,0.073
71.2831,Control_HERMES,,,,2.884
71.285,Changes?_HERMES,,,,,0.226
76.5145,Control_HERMES,,,,4.487
76.5151,Changes?_HERMES,,,,,0.073
81.3719,Control_HERMES,,,,2.543
81.3724,Changes?_HERMES,,,,,0.057
86.3475,Control_HERMES,,,,2.327
86.3485,Changes?_HERMES,,,,,0.087
91.6827,Control_HERMES,,,,2.57
91.6834,Changes?_HERMES,,,,,0.073
96.7159,Control_HERMES,,,,2.426
96.7165,Changes?_HERMES,,,,,0.056
101.65,Control_HERMES,,,,2.371
101.65,Changes?_HERMES,,,,,0.081
107.282,Control_HERMES,,,,2.838
107.282,Changes?_HERMES,,,,,0.075
112.619,Control_HERMES,,,,3.327
112.62,Changes?_HERMES,,,,,0.069
117.094,Control_HERMES,,,,2.629
117.095,Changes?_HERMES,,,,,0.051
122.348,Control_HERMES,,,,2.397
122.348,Changes?_HERMES,,,,,0.055
127.502,Control_HERMES,,,,2.329
127.503,Changes?_HERMES,,,,,0.06
132.637,Control_HERMES,,,,2.629
132.637,Changes?_HERMES,,,,,0.076
137.825,Control_HERMES,,,,2.522
137.825,Changes?_HERMES,,,,,0.055
142.957,Control_HERMES,,,,2.376
142.958,Changes?_HERMES,,,,,0.054
148.164,Control_HERMES,,,,2.46
148.164,Changes?_HERMES,,,,,0.067
153.449,Control_HERMES,,,,2.551
153.45,Changes?_HERMES,,,,,0.086
158.319,Control_HERMES,,,,2.482
158.32,Changes?_HERMES,,,,,0.063
163.476,Control_HERMES,,,,2.471
163.476,Changes?_HERMES,,,,,0.097
168.6,Control_HERMES,,,,2.185
168.601,Changes?_HERMES,,,,,0.07
173.749,Control_HERMES,,,,2.273
173.75,Changes?_HERMES,,,,,0.084
178.873,Control_HERMES,,,,2.484
178.873,Changes?_HERMES,,,,,0.055
184.014,Control_HERMES,,,,2.452
184.014,Changes?_HERMES,,,,,0.059
189.135,Control_HERMES,,,,2.254
189.136,Changes?_HERMES,,,,,0.073
194.26,Control_HERMES,,,,2.179
194.261,Changes?_HERMES,,,,,0.067
199.435,Control_HERMES,,,,2.297
199.436,Changes?_HERMES,,,,,0.052
204.64,Control_HERMES,,,,2.435
204.64,Changes?_HERMES,,,,,0.051
209.8,Control_HERMES,,,,2.458
209.801,Changes?_HERMES,,,,,0.049
214.994,Control_HERMES,,,,2.387
214.995,Changes?_HERMES,,,,,0.052
220.121,Control_HERMES,,,,2.394
220.121,Changes?_HERMES,,,,,0.062
225.237,Control_HERMES,,,,2.14
225.238,Changes?_HERMES,,,,,0.062
230.375,Control_HERMES,,,,2.542
230.376,Changes?_HERMES,,,,,0.079
235.517,Control_HERMES,,,,2.362
235.518,Changes?_HERMES,,,,,0.054
240.635,Control_HERMES,,,,2.391
240.636,Changes?_HERMES,,,,,0.057
245.742,Control_HERMES,,,,2.213
245.743,Changes?_HERMES,,,,,0.068
250.879,Control_HERMES,,,,2.451
250.88,Changes?_HERMES,,,,,0.101
255.985,Control_HERMES,,,,2.387
255.986,Changes?_HERMES,,,,,0.054
261.118,Control_HERMES,,,,2.523
261.119,Changes?_HERMES,,,,,0.064
266.217,Control_HERMES,,,,2.255
266.218,Changes?_HERMES,,,,,0.049
271.353,Control_HERMES,,,,2.413
271.354,Changes?_HERMES,,,,,0.077
276.51,Control_HERMES,,,,2.255
276.511,Changes?_HERMES,,,,,0.049
281.648,Control_HERMES,,,,2.329
281.649,Changes?_HERMES,,,,,0.071
286.755,Control_HERMES,,,,2.222
286.755,Changes?_HERMES,,,,,0.082
291.855,Control_HERMES,,,,2.201
291.855,Changes?_HERMES,,,,,0.062
296.984,Control_HERMES,,,,2.254
296.985,Changes?_HERMES,,,,,0.08
302.1,Control_HERMES,,,,2.502
302.101,Changes?_HERMES,,,,,0.06
307.242,Control_HERMES,,,,2.359
307.243,Changes?_HERMES,,,,,0.083
312.337,Control_HERMES,,,,2.263
312.338,Changes?_HERMES,,,,,0.063
317.463,Control_HERMES,,,,2.406
317.464,Changes?_HERMES,,,,,0.061
322.574,Control_HERMES,,,,2.367
322.574,Changes?_HERMES,,,,,0.052
327.69,Control_HERMES,,,,2.304
327.69,Changes?_HERMES,,,,,0.061
332.804,Control_HERMES,,,,2.167
332.804,Changes?_HERMES,,,,,0.072
337.924,Control_HERMES,,,,2.217
337.925,Changes?_HERMES,,,,,0.064
343.046,Control_HERMES,,,,2.345
343.047,Changes?_HERMES,,,,,0.076
348.191,Control_HERMES,,,,2.313
348.192,Changes?_HERMES,,,,,0.061
353.318,Control_HERMES,,,,2.305
353.319,Changes?_HERMES,,,,,0.063
358.437,Control_HERMES,,,,2.254
358.437,Changes?_HERMES,,,,,0.048
363.564,Control_HERMES,,,,2.395
363.565,Changes?_HERMES,,,,,0.071
368.676,Control_HERMES,,,,2.327
368.677,Changes?_HERMES,,,,,0.062
373.799,Control_HERMES,,,,2.34
373.8,Changes?_HERMES,,,,,0.083
378.92,Control_HERMES,,,,2.36
378.921,Changes?_HERMES,,,,,0.096
384.033,Control_HERMES,,,,2.245
384.034,Changes?_HERMES,,,,,0.075
389.153,Control_HERMES,,,,2.414
389.153,Changes?_HERMES,,,,,0.049
394.271,Control_HERMES,,,,2.308
394.272,Changes?_HERMES,,,,,0.112
399.382,Control_HERMES,,,,2.254
399.383,Changes?_HERMES,,,,,0.067
404.496,Control_HERMES,,,,2.371
404.496,Changes?_HERMES,,,,,0.061
409.608,Control_HERMES,,,,2.349
409.609,Changes?_HERMES,,,,,0.052
414.738,Control_HERMES,,,,2.284
414.738,Changes?_HERMES,,,,,0.062
419.851,Control_HERMES,,,,2.189
419.852,Changes?_HERMES,,,,,0.054
424.963,Control_HERMES,,,,2.355
