19.7238,LCA_APOLLO,27.109
19.7243,Send_APOLLO,,0.03
20.9876,Receive_APOLLO,,0.534
21.488,Receive_APOLLO,,0.236
24.7653,Selection_APOLLO,,,1.457
29.0321,Control_APOLLO,,,,19.421
29.0328,Changes?_APOLLO,,,,,0.233
30.5703,Control_APOLLO,,,,2.72
30.5707,Changes?_APOLLO,,,,,0.069
35.4078,Control_APOLLO,,,,3.283
35.4085,Changes?_APOLLO,,,,,0.088
40.4006,Control_APOLLO,,,,2.558
40.401,Changes?_APOLLO,,,,,0.071
45.6404,Control_APOLLO,,,,2.55
45.6408,Changes?_APOLLO,,,,,0.057
51.3789,Control_APOLLO,,,,4.635
51.3794,Changes?_APOLLO,,,,,0.072
56.5136,Control_APOLLO,,,,3.745
56.5141,Changes?_APOLLO,,,,,0.09
61.4545,Control_APOLLO,,,,2.685
61.455,Changes?_APOLLO,,,,,0.071
66.5104,Control_APOLLO,,,,2.641
66.5111,Changes?_APOLLO,,,,,0.109
71.5321,Control_APOLLO,,,,2.863
71.5332,Changes?_APOLLO,,,,,0.148
76.473,Control_APOLLO,,,,2.743
76.4734,Changes?_APOLLO,,,,,0.074
82.0026,Control_APOLLO,,,,3.456
82.003,Changes?_APOLLO,,,,,0.069
86.7135,Control_APOLLO,,,,3.012
86.7139,Changes?_APOLLO,,,,,0.077
92.1359,Control_APOLLO,,,,3.263
92.1369,Changes?_APOLLO,,,,,0.07
97.1041,Control_APOLLO,,,,3.076
97.1045,Changes?_APOLLO,,,,,0.072
102.337,Control_APOLLO,,,,2.613
102.338,Changes?_APOLLO,,,,,0.07
107.498,Control_APOLLO,,,,2.415
107.498,Changes?_APOLLO,,,,,0.077
112.895,Control_APOLLO,,,,3.75
112.895,Changes?_APOLLO,,,,,0.073
117.829,Control_APOLLO,,,,2.478
117.83,Changes?_APOLLO,,,,,0.065
123.058,Control_APOLLO,,,,2.895
123.059,Changes?_APOLLO,,,,,0.082
128.277,Control_APOLLO,,,,2.819
128.278,Changes?_APOLLO,,,,,0.082
133.545,Control_APOLLO,,,,2.67
133.546,Changes?_APOLLO,,,,,0.079
138.43,Control_APOLLO,,,,2.484
138.431,Changes?_APOLLO,,,,,0.053
143.597,Control_APOLLO,,,,2.427
143.598,Changes?_APOLLO,,,,,0.097
148.706,Control_APOLLO,,,,2.285
148.706,Changes?_APOLLO,,,,,0.05
153.808,Control_APOLLO,,,,2.2
153.808,Changes?_APOLLO,,,,,0.05
158.932,Control_APOLLO,,,,2.328
158.932,Changes?_APOLLO,,,,,0.055
164.067,Control_APOLLO,,,,2.41
164.068,Changes?_APOLLO,,,,,0.074
169.195,Control_APOLLO,,,,2.37
169.196,Changes?_APOLLO,,,,,0.085
174.305,Control_APOLLO,,,,2.303
174.306,Changes?_APOLLO,,,,,0.079
181.648,Control_APOLLO,,,,18.607
181.649,Changes?_APOLLO,,,,,0.063
185.861,LCA,21.232
185.862,Send_APOLLO,,0.016
190.899,Selection_APOLLO,,,1.274
193.411,Control_APOLLO,,,,17.2
193.412,Changes?_APOLLO,,,,,0.083
196.229,Control_APOLLO,,,,2.219
196.229,Changes?_APOLLO,,,,,0.049
201.295,Control_APOLLO,,,,2.117
201.295,Changes?_APOLLO,,,,,0.058
206.357,Control_APOLLO,,,,2.31
206.358,Changes?_APOLLO,,,,,0.053
211.436,Control_APOLLO,,,,2.302
211.436,Changes?_APOLLO,,,,,0.058
216.508,Control_APOLLO,,,,2.43
216.509,Changes?_APOLLO,,,,,0.053
221.57,Control_APOLLO,,,,2.063
221.57,Changes?_APOLLO,,,,,0.047
226.635,Control_APOLLO,,,,2.205
226.635,Changes?_APOLLO,,,,,0.05
231.827,Control_APOLLO,,,,3.228
231.828,Changes?_APOLLO,,,,,0.19
236.994,Control_APOLLO,,,,2.467
236.995,Changes?_APOLLO,,,,,0.067
242.164,Control_APOLLO,,,,2.57
242.164,Changes?_APOLLO,,,,,0.076
247.25,Control_APOLLO,,,,2.423
247.25,Changes?_APOLLO,,,,,0.054
252.335,Control_APOLLO,,,,2.366
252.336,Changes?_APOLLO,,,,,0.074
257.468,Control_APOLLO,,,,2.626
257.469,Changes?_APOLLO,,,,,0.118
262.526,Control_APOLLO,,,,2.144
262.526,Changes?_APOLLO,,,,,0.122
267.604,Control_APOLLO,,,,2.352
267.604,Changes?_APOLLO,,,,,0.056
272.666,Control_APOLLO,,,,2.206
272.667,Changes?_APOLLO,,,,,0.063
277.767,Control_APOLLO,,,,2.537
277.767,Changes?_APOLLO,,,,,0.087
282.837,Control_APOLLO,,,,2.235
282.838,Changes?_APOLLO,,,,,0.058
287.941,Control_APOLLO,,,,2.479
287.942,Changes?_APOLLO,,,,,0.057
293.026,Control_APOLLO,,,,2.275
293.026,Changes?_APOLLO,,,,,0.097
298.115,Control_APOLLO,,,,2.305
298.116,Changes?_APOLLO,,,,,0.06
303.19,Control_APOLLO,,,,2.355
303.191,Changes?_APOLLO,,,,,0.05
308.279,Control_APOLLO,,,,2.445
308.279,Changes?_APOLLO,,,,,0.057
313.344,Control_APOLLO,,,,2.16
313.344,Changes?_APOLLO,,,,,0.056
318.419,Control_APOLLO,,,,2.363
318.42,Changes?_APOLLO,,,,,0.075
323.531,Control_APOLLO,,,,2.42
323.532,Changes?_APOLLO,,,,,0.062
328.616,Control_APOLLO,,,,2.416
328.617,Changes?_APOLLO,,,,,0.062
333.718,Control_APOLLO,,,,2.336
333.718,Changes?_APOLLO,,,,,0.07
338.829,Control_APOLLO,,,,2.358
338.83,Changes?_APOLLO,,,,,0.073
340.844,Receive_APOLLO,,0.162
345.884,Selection_APOLLO,,,1.089
348.146,Control_APOLLO,,,,16.859
348.147,Changes?_APOLLO,,,,,0.113
351.155,Control_APOLLO,,,,2.475
351.155,Changes?_APOLLO,,,,,0.057
356.241,Control_APOLLO,,,,2.683
356.242,Changes?_APOLLO,,,,,0.083
360.518,Receive_APOLLO,,0.157
365.552,Selection_APOLLO,,,0.901
367.783,Control_APOLLO,,,,16.587
367.784,Changes?_APOLLO,,,,,0.06
370.884,Control_APOLLO,,,,2.31
370.885,Changes?_APOLLO,,,,,0.067
375.993,Control_APOLLO,,,,2.27
375.993,Changes?_APOLLO,,,,,0.054
381.155,Control_APOLLO,,,,2.548
381.156,Changes?_APOLLO,,,,,0.072
385.439,Receive_APOLLO,,0.212
390.471,Selection_APOLLO,,,0.72
393.042,Control_APOLLO,,,,17.305
393.043,Changes?_APOLLO,,,,,0.102
395.806,Control_APOLLO,,,,2.457
395.806,Changes?_APOLLO,,,,,0.051
400.844,Control_APOLLO,,,,2.45
400.845,Changes?_APOLLO,,,,,0.074
405.127,Receive_APOLLO,,0.385
410.16,Selection_APOLLO,,,1.013
412.933,Control_APOLLO,,,,18.704
412.933,Changes?_APOLLO,,,,,0.081
415.492,Control_APOLLO,,,,2.46
415.492,Changes?_APOLLO,,,,,0.053
420.63,Control_APOLLO,,,,3.025
420.63,Changes?_APOLLO,,,,,0.074
425.769,Control_APOLLO,,,,2.793
425.77,Changes?_APOLLO,,,,,0.072
430.882,Control_APOLLO,,,,3.158
430.883,Changes?_APOLLO,,,,,0.059
431.643,Receive_APOLLO,,0.427
436.672,Selection_APOLLO,,,0.815
439.726,Control_APOLLO,,,,21.43
439.727,Changes?_APOLLO,,,,,0.072
442.113,Control_APOLLO,,,,2.463
442.114,Changes?_APOLLO,,,,,0.063
446.648,Receive_APOLLO,,0.24
451.685,Selection_APOLLO,,,0.682
454.371,Control_APOLLO,,,,18.139
454.371,Changes?_APOLLO,,,,,0.051
457.193,Control_APOLLO,,,,2.526
457.194,Changes?_APOLLO,,,,,0.319
462.284,Control_APOLLO,,,,2.196
462.284,Changes?_APOLLO,,,,,0.073
466.813,Receive_APOLLO,,0.346
471.843,Selection_APOLLO,,,1.004
474.432,Control_APOLLO,,,,18.595
474.433,Changes?_APOLLO,,,,,0.078
479.721,Control_APOLLO,,,,20.225
479.721,Changes?_APOLLO,,,,,0.051
481.902,LCA,18.315
481.902,Send_APOLLO,,0.019
486.942,Selection_APOLLO,,,0.931
489.263,Control_APOLLO,,,,18.967
489.264,Changes?_APOLLO,,,,,0.075
492.287,LCA,20.946
492.287,Send_APOLLO,,0.016
497.32,Selection_APOLLO,,,1.29
499.916,Control_APOLLO,,,,19.917
499.917,Changes?_APOLLO,,,,,0.093
500.17,Receive_APOLLO,,0.148
505.203,Selection_APOLLO,,,1.077
507.696,Control_APOLLO,,,,19.684
507.697,Changes?_APOLLO,,,,,0.075
510.54,Control_APOLLO,,,,2.565
510.541,Changes?_APOLLO,,,,,0.099
515.598,Control_APOLLO,,,,2.502
515.599,Changes?_APOLLO,,,,,0.049
520.694,Control_APOLLO,,,,2.614
520.695,Changes?_APOLLO,,,,,0.133
525.811,Control_APOLLO,,,,2.514
525.811,Changes?_APOLLO,,,,,0.069
530.337,Receive_APOLLO,,0.199
535.373,Selection_APOLLO,,,1.085
537.729,Control_APOLLO,,,,17.237
537.729,Changes?_APOLLO,,,,,0.052
540.907,Control_APOLLO,,,,2.872
540.907,Changes?_APOLLO,,,,,0.081
546.036,Control_APOLLO,,,,2.484
546.037,Changes?_APOLLO,,,,,0.078
551.228,Control_APOLLO,,,,2.476
551.229,Changes?_APOLLO,,,,,0.08
556.36,Control_APOLLO,,,,2.785
556.361,Changes?_APOLLO,,,,,0.102
556.363,Receive_APOLLO,,0.146
561.389,Selection_APOLLO,,,0.619
563.753,Control_APOLLO,,,,17.011
563.753,Changes?_APOLLO,,,,,0.148
566.021,Receive_APOLLO,,0.164
571.059,Selection_APOLLO,,,1.088
573.797,Control_APOLLO,,,,19.256
573.798,Changes?_APOLLO,,,,,0.199
576.387,Control_APOLLO,,,,2.325
576.387,Changes?_APOLLO,,,,,0.064
581.49,Control_APOLLO,,,,2.431
581.49,Changes?_APOLLO,,,,,0.06
586.651,Control_APOLLO,,,,2.669
586.652,Changes?_APOLLO,,,,,0.113
594.043,Control_APOLLO,,,,20.338
594.044,Changes?_APOLLO,,,,,0.062
596.358,LCA,18.906
596.358,Send_APOLLO,,0.024
601.383,Selection_APOLLO,,,0.77
603.553,Control_APOLLO,,,,17.432
603.554,Changes?_APOLLO,,,,,0.119
607.029,LCA,18.898
607.029,Send_APOLLO,,0.019
612.065,Selection_APOLLO,,,1.154
614.146,Control_APOLLO,,,,15.99
614.148,Changes?_APOLLO,,,,,0.114
617.449,Control_APOLLO,,,,2.294
617.449,Changes?_APOLLO,,,,,0.06
622.513,Control_APOLLO,,,,2.181
622.514,Changes?_APOLLO,,,,,0.066
627.588,Control_APOLLO,,,,2.412
627.588,Changes?_APOLLO,,,,,0.087
632.678,Control_APOLLO,,,,2.329
632.678,Changes?_APOLLO,,,,,0.052
635.192,Receive_APOLLO,,0.257
640.226,Selection_APOLLO,,,1.009
643.104,Control_APOLLO,,,,17.971
643.107,Changes?_APOLLO,,,,,0.134
645.662,Control_APOLLO,,,,2.503
645.663,Changes?_APOLLO,,,,,0.052
645.665,Receive_APOLLO,,0.079
650.693,Selection_APOLLO,,,1.051
653.284,Control_APOLLO,,,,18.583
653.285,Changes?_APOLLO,,,,,0.176
656.143,Control_APOLLO,,,,2.48
656.143,Changes?_APOLLO,,,,,0.064
661.326,Control_APOLLO,,,,2.745
661.329,Changes?_APOLLO,,,,,0.186
665.861,Receive_APOLLO,,0.372
670.895,Selection_APOLLO,,,1.043
673.223,Control_APOLLO,,,,16.563
673.223,Changes?_APOLLO,,,,,0.06
676.264,Control_APOLLO,,,,2.026
676.264,Changes?_APOLLO,,,,,0.06
681.304,Control_APOLLO,,,,2.261
681.304,Changes?_APOLLO,,,,,0.072
686.335,Control_APOLLO,,,,2.158
686.337,Changes?_APOLLO,,,,,0.165
691.407,Control_APOLLO,,,,2.26
691.407,Changes?_APOLLO,,,,,0.057
696.461,Control_APOLLO,,,,2.137
696.461,Changes?_APOLLO,,,,,0.049
701.615,Control_APOLLO,,,,2.334
701.616,Changes?_APOLLO,,,,,0.067
706.671,Control_APOLLO,,,,2.327
706.672,Changes?_APOLLO,,,,,0.098
711.738,Control_APOLLO,,,,2.228
711.738,Changes?_APOLLO,,,,,0.049
716.817,Control_APOLLO,,,,2.389
716.817,Changes?_APOLLO,,,,,0.065
