28.9992,Unsorted:,1.80948/267.93/484.813,1.54265/208.66/321.889,1.70179/473.344/805.534,1.16924/231.047/270.149,1.51947/495.747/753.271,1.3515/436.48/589.903,1.64736/652.383/1074.71,
28.9992,Unsorted:,1.92138/184.725/354.927,1.52387/231.688/353.062,1.71095/413.156/706.889,1.15865/213.058/246.859,1.52152/394.476/600.203,1.35402/441.485/597.779,1.53183/622.022/952.834,
28.9993,Unsorted:,1.84179/263.229/484.813,1.49298/235.94/352.255,1.68546/495.935/835.878,1.15554/258.773/299.022,1.5075/518.821/782.123,1.32068/491.488/649.099,1.62119/699.415/1133.88,
29.0024,Selected:,5,3,5,Total:1141.03/1485.86,OK,CLA:491.488/649.099,UUV:2,Config:5,true

168.572,Unsorted:,1.80948/267.93/484.813,1.54265/208.66/321.889,1.70179/473.344/805.534,1.16924/231.047/270.149,1.51947/495.747/753.271,1.3515/436.48/589.903,1.64736/652.383/1074.71,
168.572,Unsorted:,1.92138/184.725/354.927,1.52096/235.711/358.508,1.70748/417.182/712.332,1.16543/203.123/236.726,1.53452/384.534/590.077,1.36166/435.569/593.097,1.53895/616.104/948.153,
168.572,Unsorted:,1.84179/263.229/484.813,1.49298/235.94/352.255,1.68546/495.935/835.878,1.15554/258.773/299.022,1.5075/518.821/782.123,1.32068/491.488/649.099,1.62119/699.415/1133.88,
168.574,Selected:,5,3,5,Total:1131.09/1475.73,OK,CLA:491.488/649.099,UUV:2,Config:5,true

183.236,Unsorted:,1.80948/267.93/484.813,1.54265/208.66/321.889,1.70179/473.344/805.534,1.16924/231.047/270.149,1.51947/495.747/753.271,1.3515/436.48/589.903,1.64736/652.383/1074.71,
183.236,Unsorted:,1.92138/184.725/354.927,1.52096/235.711/358.508,1.70748/417.182/712.332,1.15836/213.506/247.316,1.52095/394.924/600.659,1.35366/445.959/603.678,1.5303/626.498/958.731,
183.236,Unsorted:,1.84179/263.229/484.813,1.49298/235.94/352.255,1.68546/495.935/835.878,1.15554/258.773/299.022,1.5075/518.821/782.123,1.32068/491.488/649.099,1.62119/699.415/1133.88,
183.239,Selected:,5,3,5,Total:1141.47/1486.32,OK,CLA:491.488/649.099,UUV:2,Config:5,true

1403.11,Unsorted:,1.80948/267.93/484.813,1.54265/208.66/321.889,1.70179/473.344/805.534,1.16924/231.047/270.149,1.51947/495.747/753.271,1.3515/436.48/589.903,1.64736/652.383/1074.71,
