24.442,LCA_APOLLO,32.876
24.4429,Send_APOLLO,,0.103
25.9664,Receive_APOLLO,,0.373
26.4702,Receive_APOLLO,,0.277
29.4952,Selection_APOLLO,,,1.419
37.3536,Control_APOLLO,,,,23.334
37.3549,Changes?_APOLLO,,,,,0.277
38.0591,Control_APOLLO,,,,2.758
38.0598,Changes?_APOLLO,,,,,0.08
43.1956,Control_APOLLO,,,,2.632
43.1962,Changes?_APOLLO,,,,,0.084
48.2535,Control_APOLLO,,,,2.689
48.2541,Changes?_APOLLO,,,,,0.081
53.3712,Control_APOLLO,,,,2.823
53.3718,Changes?_APOLLO,,,,,0.074
58.5914,Control_APOLLO,,,,2.638
58.5921,Changes?_APOLLO,,,,,0.087
63.6819,Control_APOLLO,,,,2.408
63.6824,Changes?_APOLLO,,,,,0.093
68.7688,Control_APOLLO,,,,2.786
68.7693,Changes?_APOLLO,,,,,0.07
73.8999,Control_APOLLO,,,,2.533
73.9005,Changes?_APOLLO,,,,,0.073
79.0223,Control_APOLLO,,,,2.579
79.023,Changes?_APOLLO,,,,,0.075
84.2947,Control_APOLLO,,,,2.425
84.2954,Changes?_APOLLO,,,,,0.07
89.2072,Control_APOLLO,,,,2.619
89.2081,Changes?_APOLLO,,,,,0.08
94.7792,Control_APOLLO,,,,3.583
94.7798,Changes?_APOLLO,,,,,0.082
100.534,Control_APOLLO,,,,3.921
100.534,Changes?_APOLLO,,,,,0.07
104.638,Control_APOLLO,,,,2.734
104.638,Changes?_APOLLO,,,,,0.067
109.727,Control_APOLLO,,,,2.741
109.728,Changes?_APOLLO,,,,,0.066
114.974,Control_APOLLO,,,,2.808
114.975,Changes?_APOLLO,,,,,0.087
119.833,Control_APOLLO,,,,2.568
119.834,Changes?_APOLLO,,,,,0.105
125.124,Control_APOLLO,,,,2.637
125.125,Changes?_APOLLO,,,,,0.091
130.196,Control_APOLLO,,,,2.52
130.196,Changes?_APOLLO,,,,,0.061
135.033,Control_APOLLO,,,,2.431
135.034,Changes?_APOLLO,,,,,0.065
140.53,Control_APOLLO,,,,2.907
140.531,Changes?_APOLLO,,,,,0.122
145.426,Control_APOLLO,,,,2.646
145.427,Changes?_APOLLO,,,,,0.086
150.509,Control_APOLLO,,,,2.614
150.51,Changes?_APOLLO,,,,,0.064
155.629,Control_APOLLO,,,,2.666
155.63,Changes?_APOLLO,,,,,0.062
160.814,Control_APOLLO,,,,2.738
160.815,Changes?_APOLLO,,,,,0.081
163.575,Receive_APOLLO,,0.159
168.6,Selection_APOLLO,,,0.859
173.914,Control_APOLLO,,,,20.087
173.915,Changes?_APOLLO,,,,,0.081
174.545,Control_APOLLO,,,,2.618
174.546,Changes?_APOLLO,,,,,0.081
178.073,Receive_APOLLO,,0.217
183.089,Selection_APOLLO,,,0.678
187.794,Control_APOLLO,,,,19.626
187.794,Changes?_APOLLO,,,,,0.075
188.782,Control_APOLLO,,,,2.243
188.783,Changes?_APOLLO,,,,,0.078
193.836,Control_APOLLO,,,,2.347
193.836,Changes?_APOLLO,,,,,0.07
198.891,Control_APOLLO,,,,2.576
198.892,Changes?_APOLLO,,,,,0.046
203.967,Control_APOLLO,,,,2.387
203.968,Changes?_APOLLO,,,,,0.052
208.997,Control_APOLLO,,,,2.173
208.997,Changes?_APOLLO,,,,,0.06
214.219,Control_APOLLO,,,,2.745
214.22,Changes?_APOLLO,,,,,0.071
219.229,Control_APOLLO,,,,2.492
219.229,Changes?_APOLLO,,,,,0.064
224.234,Control_APOLLO,,,,2.305
224.235,Changes?_APOLLO,,,,,0.05
229.279,Control_APOLLO,,,,2.444
229.28,Changes?_APOLLO,,,,,0.062
234.285,Control_APOLLO,,,,2.31
234.286,Changes?_APOLLO,,,,,0.071
239.724,Control_APOLLO,,,,3.008
239.724,Changes?_APOLLO,,,,,0.072
244.58,Control_APOLLO,,,,2.561
244.581,Changes?_APOLLO,,,,,0.105
249.798,Control_APOLLO,,,,3.217
249.799,Changes?_APOLLO,,,,,0.094
254.854,Control_APOLLO,,,,2.427
254.855,Changes?_APOLLO,,,,,0.093
259.883,Control_APOLLO,,,,2.619
259.884,Changes?_APOLLO,,,,,0.071
264.874,Control_APOLLO,,,,2.194
264.875,Changes?_APOLLO,,,,,0.065
270.139,Control_APOLLO,,,,2.32
270.14,Changes?_APOLLO,,,,,0.084
275.17,Control_APOLLO,,,,2.325
275.171,Changes?_APOLLO,,,,,0.111
280.216,Control_APOLLO,,,,2.557
280.216,Changes?_APOLLO,,,,,0.07
285.219,Control_APOLLO,,,,2.46
285.219,Changes?_APOLLO,,,,,0.084
290.221,Control_APOLLO,,,,2.488
290.222,Changes?_APOLLO,,,,,0.112
295.501,Control_APOLLO,,,,2.51
295.502,Changes?_APOLLO,,,,,0.063
300.505,Control_APOLLO,,,,2.311
300.506,Changes?_APOLLO,,,,,0.055
305.77,Control_APOLLO,,,,2.26
305.771,Changes?_APOLLO,,,,,0.072
