1501.55,Control_APOLLO,,,,2.758,
1501.55,Changes?_APOLLO,,,,,0.06
1511.59,Control_APOLLO,,,,2.025,
1511.59,Changes?_APOLLO,,,,,0.049
1521.59,Control_APOLLO,,,,2.032,
1521.59,Changes?_APOLLO,,,,,0.059
1531.65,Control_APOLLO,,,,2.202,
1531.65,Changes?_APOLLO,,,,,0.049
1541.74,Control_APOLLO,,,,2.723,
1541.74,Changes?_APOLLO,,,,,0.055
1551.76,Control_APOLLO,,,,2.074,
1551.76,Changes?_APOLLO,,,,,0.05
1561.9,Control_APOLLO,,,,2.952,
1561.9,Changes?_APOLLO,,,,,0.089
1571.97,Control_APOLLO,,,,2.242,
1571.97,Changes?_APOLLO,,,,,0.079
1582.08,Control_APOLLO,,,,2.621,
1582.08,Changes?_APOLLO,,,,,0.05
1592.13,Control_APOLLO,,,,2.146,
1592.13,Changes?_APOLLO,,,,,0.066
1602.21,Control_APOLLO,,,,2.32,
1602.21,Changes?_APOLLO,,,,,0.055
1612.43,Control_APOLLO,,,,2.278,
1612.43,Changes?_APOLLO,,,,,0.05
1622.41,Control_APOLLO,,,,2.268,
1622.41,Changes?_APOLLO,,,,,0.053
1632.62,Control_APOLLO,,,,2.252,
1632.62,Changes?_APOLLO,,,,,0.103
1642.84,Control_APOLLO,,,,2.314,
1642.84,Changes?_APOLLO,,,,,0.055
1653.03,Control_APOLLO,,,,2.259,
1653.03,Changes?_APOLLO,,,,,0.067
1663.27,Control_APOLLO,,,,2.374,
1663.27,Changes?_APOLLO,,,,,0.056
1673.88,Control_APOLLO,,,,2.583,
1673.89,Changes?_APOLLO,,,,,0.049
1683.58,Control_APOLLO,,,,2.076,
1683.58,Changes?_APOLLO,,,,,0.065
1693.85,Control_APOLLO,,,,2.934,
1693.85,Changes?_APOLLO,,,,,0.059
1703.82,Control_APOLLO,,,,2.241,
1703.82,Changes?_APOLLO,,,,,0.087
1714.1,Control_APOLLO,,,,2.869,
1714.1,Changes?_APOLLO,,,,,0.076
1724.04,Control_APOLLO,,,,2.181,
1724.04,Changes?_APOLLO,,,,,0.052
1734.25,Control_APOLLO,,,,2.37,
1734.25,Changes?_APOLLO,,,,,0.068
1744.48,Control_APOLLO,,,,2.468,
1744.48,Changes?_APOLLO,,,,,0.056
1754.72,Control_APOLLO,,,,2.304,
1754.72,Changes?_APOLLO,,,,,0.075
1764.72,Control_APOLLO,,,,2.207,
1764.72,Changes?_APOLLO,,,,,0.085
1774.96,Control_APOLLO,,,,2.277,
1774.96,Changes?_APOLLO,,,,,0.053
1785.18,Control_APOLLO,,,,2.369,
1785.19,Changes?_APOLLO,,,,,0.059
1795.4,Control_APOLLO,,,,2.218,
1795.4,Changes?_APOLLO,,,,,0.068
1805.65,Control_APOLLO,,,,2.443,
1805.65,Changes?_APOLLO,,,,,0.073
1815.64,Control_APOLLO,,,,2.518,
1815.64,Changes?_APOLLO,,,,,0.069
1825.92,Control_APOLLO,,,,2.635,
1825.92,Changes?_APOLLO,,,,,0.05
1835.88,Control_APOLLO,,,,2.138,
1835.89,Changes?_APOLLO,,,,,0.062
1846.36,Control_APOLLO,,,,3.545,
1846.36,Changes?_APOLLO,,,,,0.054
1856.33,Control_APOLLO,,,,2.228,
1856.33,Changes?_APOLLO,,,,,0.074
1866.54,Control_APOLLO,,,,2.279,
1866.54,Changes?_APOLLO,,,,,0.075
1876.73,Control_APOLLO,,,,2.156,
1876.73,Changes?_APOLLO,,,,,0.071
1886.95,Control_APOLLO,,,,2.398,
1886.95,Changes?_APOLLO,,,,,0.052
1897.19,Control_APOLLO,,,,2.338,
1897.19,Changes?_APOLLO,,,,,0.049
1907.19,Control_APOLLO,,,,2.277,
1907.19,Changes?_APOLLO,,,,,0.053
1917.41,Control_APOLLO,,,,2.155,
1917.41,Changes?_APOLLO,,,,,0.051
1927.63,Control_APOLLO,,,,2.378,
1927.63,Changes?_APOLLO,,,,,0.053
1937.94,Control_APOLLO,,,,3.118,
1937.95,Changes?_APOLLO,,,,,0.076
1947.96,Control_APOLLO,,,,2.508,
1947.96,Changes?_APOLLO,,,,,0.051
1958.02,Control_APOLLO,,,,3.347,
1958.02,Changes?_APOLLO,,,,,0.053
1967.99,Control_APOLLO,,,,2.258,
1967.99,Changes?_APOLLO,,,,,0.055
1978.27,Control_APOLLO,,,,2.576,
1978.27,Changes?_APOLLO,,,,,0.058
1988.26,Control_APOLLO,,,,2.205,
1988.26,Changes?_APOLLO,,,,,0.054
1998.47,Control_APOLLO,,,,2.124,
1998.47,Changes?_APOLLO,,,,,0.055
2008.69,Control_APOLLO,,,,2.278,
2008.69,Changes?_APOLLO,,,,,0.051
2018.9,Control_APOLLO,,,,2.048,
2018.9,Changes?_APOLLO,,,,,0.059
2029.11,Control_APOLLO,,,,2.148,
2029.11,Changes?_APOLLO,,,,,0.072
2039.33,Control_APOLLO,,,,2.304,
2039.33,Changes?_APOLLO,,,,,0.066
2049.55,Control_APOLLO,,,,2.084,
2049.55,Changes?_APOLLO,,,,,0.051
2059.73,Control_APOLLO,,,,2.101,
2059.73,Changes?_APOLLO,,,,,0.049
2070.01,Control_APOLLO,,,,2.644,
2070.01,Changes?_APOLLO,,,,,0.055
2079.97,Control_APOLLO,,,,2.073,
2079.98,Changes?_APOLLO,,,,,0.061
2090.19,Control_APOLLO,,,,2.287,
2090.19,Changes?_APOLLO,,,,,0.049
2100.43,Control_APOLLO,,,,2.241,
2100.43,Changes?_APOLLO,,,,,0.068
2110.7,Control_APOLLO,,,,2.731,
2110.7,Changes?_APOLLO,,,,,0.049
2120.68,Control_APOLLO,,,,2.212,
2120.68,Changes?_APOLLO,,,,,0.053
2130.9,Control_APOLLO,,,,2.199,
2130.9,Changes?_APOLLO,,,,,0.06
2141.12,Control_APOLLO,,,,2.207,
2141.12,Changes?_APOLLO,,,,,0.084
2151.33,Control_APOLLO,,,,2.244,
2151.33,Changes?_APOLLO,,,,,0.085
2161.54,Control_APOLLO,,,,2.222,
2161.54,Changes?_APOLLO,,,,,0.066
2171.78,Control_APOLLO,,,,2.245,
2171.78,Changes?_APOLLO,,,,,0.077
2182.06,Control_APOLLO,,,,2.711,
2182.06,Changes?_APOLLO,,,,,0.05
2192.04,Control_APOLLO,,,,2.436,
2192.04,Changes?_APOLLO,,,,,0.056
2202.33,Control_APOLLO,,,,2.368,
2202.33,Changes?_APOLLO,,,,,0.049
2212.33,Control_APOLLO,,,,2.198,
2212.33,Changes?_APOLLO,,,,,0.069
2222.54,Control_APOLLO,,,,2.19,
2222.55,Changes?_APOLLO,,,,,0.067
2232.76,Control_APOLLO,,,,2.211,
2232.77,Changes?_APOLLO,,,,,0.09
2243.01,Control_APOLLO,,,,2.308,
2243.01,Changes?_APOLLO,,,,,0.05
2253.2,Control_APOLLO,,,,2.126,
2253.2,Changes?_APOLLO,,,,,0.05
2263.45,Control_APOLLO,,,,2.146,
2263.45,Changes?_APOLLO,,,,,0.079
2273.65,Control_APOLLO,,,,2.122,
2273.65,Changes?_APOLLO,,,,,0.075
2283.88,Control_APOLLO,,,,2.126,
2283.88,Changes?_APOLLO,,,,,0.089
2294.17,Control_APOLLO,,,,2.342,
2294.17,Changes?_APOLLO,,,,,0.057
2304.16,Control_APOLLO,,,,2.313,
2304.16,Changes?_APOLLO,,,,,0.052
2314.43,Control_APOLLO,,,,2.789,
2314.43,Changes?_APOLLO,,,,,0.06
2324.42,Control_APOLLO,,,,2.147,
2324.42,Changes?_APOLLO,,,,,0.056
2334.63,Control_APOLLO,,,,2.11,
2334.63,Changes?_APOLLO,,,,,0.049
2344.82,Control_APOLLO,,,,2.145,
2344.82,Changes?_APOLLO,,,,,0.08
2355.04,Control_APOLLO,,,,2.103,
2355.04,Changes?_APOLLO,,,,,0.058
2365.27,Control_APOLLO,,,,2.25,
2365.27,Changes?_APOLLO,,,,,0.058
2375.5,Control_APOLLO,,,,2.066,
2375.5,Changes?_APOLLO,,,,,0.049
2385.72,Control_APOLLO,,,,2.177,
2385.73,Changes?_APOLLO,,,,,0.063
2395.95,Control_APOLLO,,,,2.212,
2395.95,Changes?_APOLLO,,,,,0.184
2406.2,Control_APOLLO,,,,3.204,
2406.2,Changes?_APOLLO,,,,,0.07
2416.16,Control_APOLLO,,,,2.306,
2416.16,Changes?_APOLLO,,,,,0.061
2426.37,Control_APOLLO,,,,2.283,
2426.37,Changes?_APOLLO,,,,,0.059
2436.61,Control_APOLLO,,,,2.309,
2436.61,Changes?_APOLLO,,,,,0.077
2446.8,Control_APOLLO,,,,2.119,
2446.8,Changes?_APOLLO,,,,,0.07
2457.03,Control_APOLLO,,,,2.44,
2457.03,Changes?_APOLLO,,,,,0.059
2467.22,Control_APOLLO,,,,2.258,
2467.22,Changes?_APOLLO,,,,,0.068
2477.42,Control_APOLLO,,,,2.119,
2477.42,Changes?_APOLLO,,,,,0.056
2487.67,Control_APOLLO,,,,2.467,
2487.67,Changes?_APOLLO,,,,,0.065
2497.94,Control_APOLLO,,,,2.66,
2497.94,Changes?_APOLLO,,,,,0.063
2507.88,Control_APOLLO,,,,2.239,
2507.88,Changes?_APOLLO,,,,,0.059
2518.18,Control_APOLLO,,,,2.511,
2518.18,Changes?_APOLLO,,,,,0.052
2528.17,Control_APOLLO,,,,2.18,
2528.17,Changes?_APOLLO,,,,,0.052
2538.41,Control_APOLLO,,,,2.322,
2538.41,Changes?_APOLLO,,,,,0.05
2548.64,Control_APOLLO,,,,2.272,
2548.64,Changes?_APOLLO,,,,,0.055
2558.86,Control_APOLLO,,,,2.281,
2558.86,Changes?_APOLLO,,,,,0.061
2569.04,Control_APOLLO,,,,2.104,
2569.04,Changes?_APOLLO,,,,,0.049
2579.29,Control_APOLLO,,,,2.41,
2579.29,Changes?_APOLLO,,,,,0.058
2589.53,Control_APOLLO,,,,2.243,
2589.53,Changes?_APOLLO,,,,,0.057
2599.76,Control_APOLLO,,,,2.29,
2599.76,Changes?_APOLLO,,,,,0.05
2610.03,Control_APOLLO,,,,2.605,
2610.03,Changes?_APOLLO,,,,,0.07
2620.01,Control_APOLLO,,,,2.249,
2620.01,Changes?_APOLLO,,,,,0.05
2630.11,Control_APOLLO,,,,3.031,
2630.11,Changes?_APOLLO,,,,,0.05
2640.1,Control_APOLLO,,,,2.196,
2640.1,Changes?_APOLLO,,,,,0.088
2650.38,Control_APOLLO,,,,2.668,
2650.38,Changes?_APOLLO,,,,,0.049
2660.34,Control_APOLLO,,,,2.42,
2660.34,Changes?_APOLLO,,,,,0.053
2670.54,Control_APOLLO,,,,2.119,
2670.54,Changes?_APOLLO,,,,,0.06
2680.74,Control_APOLLO,,,,2.039,
2680.74,Changes?_APOLLO,,,,,0.085
2690.96,Control_APOLLO,,,,2.194,
2690.96,Changes?_APOLLO,,,,,0.049
2701.21,Control_APOLLO,,,,2.407,
2701.21,Changes?_APOLLO,,,,,0.05
2711.19,Control_APOLLO,,,,2.164,
2711.19,Changes?_APOLLO,,,,,0.055
2721.41,Control_APOLLO,,,,2.236,
2721.41,Changes?_APOLLO,,,,,0.05
2731.64,Control_APOLLO,,,,2.291,
2731.64,Changes?_APOLLO,,,,,0.051
2741.88,Control_APOLLO,,,,2.311,
2741.88,Changes?_APOLLO,,,,,0.077
2751.94,Control_APOLLO,,,,2.318,
2751.94,Changes?_APOLLO,,,,,0.059
2762.04,Control_APOLLO,,,,2.8,
2762.05,Changes?_APOLLO,,,,,0.062
2772.13,Control_APOLLO,,,,2.387,
2772.13,Changes?_APOLLO,,,,,0.059
2782.24,Control_APOLLO,,,,2.833,
2782.24,Changes?_APOLLO,,,,,0.052
2792.25,Control_APOLLO,,,,2.38,
2792.25,Changes?_APOLLO,,,,,0.05
2802.34,Control_APOLLO,,,,3.159,
2802.35,Changes?_APOLLO,,,,,0.051
2812.36,Control_APOLLO,,,,2.383,
2812.36,Changes?_APOLLO,,,,,0.051
2822.41,Control_APOLLO,,,,2.357,
2822.41,Changes?_APOLLO,,,,,0.105
2832.46,Control_APOLLO,,,,2.272,
2832.46,Changes?_APOLLO,,,,,0.049
2842.56,Control_APOLLO,,,,2.959,
2842.56,Changes?_APOLLO,,,,,0.063
2852.56,Control_APOLLO,,,,2.393,
2852.56,Changes?_APOLLO,,,,,0.05
2862.62,Control_APOLLO,,,,2.551,
2862.62,Changes?_APOLLO,,,,,0.063
2872.65,Control_APOLLO,,,,2.262,
2872.65,Changes?_APOLLO,,,,,0.049
2882.7,Control_APOLLO,,,,2.477,
2882.7,Changes?_APOLLO,,,,,0.049
2892.91,Control_APOLLO,,,,2.176,
2892.91,Changes?_APOLLO,,,,,0.051
2902.94,Control_APOLLO,,,,2.243,
2902.95,Changes?_APOLLO,,,,,0.058
2912.97,Control_APOLLO,,,,2.079,
2912.97,Changes?_APOLLO,,,,,0.103
2923.05,Control_APOLLO,,,,2.406,
2923.06,Changes?_APOLLO,,,,,0.102
2933.13,Control_APOLLO,,,,2.435,
2933.13,Changes?_APOLLO,,,,,0.054
2943.16,Control_APOLLO,,,,2.478,
2943.16,Changes?_APOLLO,,,,,0.05
2953.21,Control_APOLLO,,,,2.231,
2953.21,Changes?_APOLLO,,,,,0.057
2963.22,Control_APOLLO,,,,2.149,
2963.22,Changes?_APOLLO,,,,,0.084
2973.24,Control_APOLLO,,,,2.438,
2973.24,Changes?_APOLLO,,,,,0.05
2983.27,Control_APOLLO,,,,2.257,
2983.27,Changes?_APOLLO,,,,,0.066
2993.34,Control_APOLLO,,,,2.16,
2993.34,Changes?_APOLLO,,,,,0.063
3003.41,Control_APOLLO,,,,2.327,
3003.41,Changes?_APOLLO,,,,,0.118
3012.77,Receive_APOLLO,,0.348,,,
3017.83,Selection_APOLLO,,,0.715,,
3021.62,Control_APOLLO,,,,17.539,
3021.62,Changes?_APOLLO,,,,,0.067
3028.4,Control_APOLLO,,,,2.394,
3028.41,Changes?_APOLLO,,,,,0.097
3038.52,Control_APOLLO,,,,2.705,
3038.52,Changes?_APOLLO,,,,,0.073
3048.61,Control_APOLLO,,,,2.312,
3048.61,Changes?_APOLLO,,,,,0.069
3058.76,Control_APOLLO,,,,3.184,
3058.76,Changes?_APOLLO,,,,,0.096
3068.84,Control_APOLLO,,,,2.359,
3068.84,Changes?_APOLLO,,,,,0.06
3078.95,Control_APOLLO,,,,2.318,
3078.95,Changes?_APOLLO,,,,,0.072
3089.02,Control_APOLLO,,,,2.541,
3089.02,Changes?_APOLLO,,,,,0.104
