s, r2, r3, Result
2.3, 3.8850000000000002, 4.404999999999999, 448.2443934791841
2.3, 3.8850000000000002, 4.455, 450.80359550729236
2.3, 3.8850000000000002, 4.505, 453.3598844754745
2.3, 3.8850000000000002, 4.555, 455.9132628239746
2.3, 3.8850000000000002, 4.6049999999999995, 458.4637405715553
2.3, 3.8850000000000002, 4.654999999999999, 461.01132013805716
2.3, 3.9050000000000002, 4.305, 444.153507043005
2.3, 3.9050000000000002, 4.3549999999999995, 446.7185477156808
2.3, 3.9050000000000002, 4.404999999999999, 449.2806677859169
2.3, 3.9050000000000002, 4.455, 451.83986981404183
2.3, 3.9050000000000002, 4.505, 454.39615625206824
2.3, 3.9050000000000002, 4.555, 456.9495371289839
2.3, 3.9050000000000002, 4.6049999999999995, 459.5000148765623
2.3, 3.9050000000000002, 4.654999999999999, 462.04759444304824
2.3, 3.9250000000000003, 4.305, 445.1893039574046
2.3, 3.9250000000000003, 4.3549999999999995, 447.7543470633815
2.3, 3.9250000000000003, 4.404999999999999, 450.31646713363494
2.3, 3.9250000000000003, 4.455, 452.8756691617598
2.3, 3.9250000000000003, 4.505, 455.4319555980561
2.3, 3.9250000000000003, 4.555, 457.98533647499204
2.3, 3.9250000000000003, 4.6049999999999995, 460.535814222553
2.3, 3.9250000000000003, 4.654999999999999, 463.0833911606686
2.3, 3.9450000000000003, 4.305, 446.2246286725441
2.3, 3.9450000000000003, 4.3549999999999995, 448.7896717785014
2.3, 3.9450000000000003, 4.404999999999999, 451.35179184877575
2.3, 3.9450000000000003, 4.455, 453.9109913456809
2.3, 3.9450000000000003, 4.505, 456.4672803115168
2.3, 3.9450000000000003, 4.555, 459.02066118845164
2.3, 3.9450000000000003, 4.6049999999999995, 461.57113893599154
2.3, 3.9450000000000003, 4.654999999999999, 464.11871587237687
2.3, 3.9650000000000003, 4.305, 447.2594790812438
2.3, 3.9650000000000003, 4.3549999999999995, 449.824522187219
2.3, 3.9650000000000003, 4.404999999999999, 452.3866422574923
2.3, 3.9650000000000003, 4.455, 454.9458417527292
2.3, 3.9650000000000003, 4.505, 457.5021307185844
2.3, 3.9650000000000003, 4.555, 460.0555115954989
2.3, 3.9650000000000003, 4.6049999999999995, 462.6059893430603
2.3, 3.9650000000000003, 4.654999999999999, 465.15356627772275
2.3, 3.9850000000000003, 4.305, 448.2938555093951
2.3, 3.9850000000000003, 4.3549999999999995, 450.8588986153697
2.3, 3.9850000000000003, 4.404999999999999, 453.42101868564527
2.3, 3.9850000000000003, 4.455, 455.9802181792606
2.3, 3.9850000000000003, 4.505, 458.5365071451157
2.3, 3.9850000000000003, 4.555, 461.08988802202964
2.3, 3.9850000000000003, 4.6049999999999995, 463.64036313801006
2.3, 3.9850000000000003, 4.654999999999999, 466.1879427025663
2.3, 4.005, 4.305, 449.32775828251755
2.3, 4.005, 4.3549999999999995, 451.89280138851296
2.3, 4.005, 4.404999999999999, 454.45491892519294
2.3, 4.005, 4.455, 457.0141209508122
2.3, 4.005, 4.505, 459.57040991666486
2.3, 4.005, 4.555, 462.1237907935607
2.3, 4.005, 4.6049999999999995, 464.67426590790205
2.3, 4.005, 4.654999999999999, 467.2218454724373
2.3, 4.025, 4.305, 450.36118772591425
2.3, 4.025, 4.3549999999999995, 452.92623083190904
2.3, 4.025, 4.404999999999999, 455.48834836700775
2.3, 4.025, 4.455, 458.04755039264535
2.3, 4.025, 4.505, 460.6038393584802
2.3, 4.025, 4.555, 463.1572176026482
2.3, 4.025, 4.6049999999999995, 465.70769534810717
2.3, 4.025, 4.654999999999999, 468.2552749126244
2.3, 4.045, 4.305, 451.3941441645216
2.3, 4.045, 4.3549999999999995, 453.9591847364759
2.3, 4.045, 4.404999999999999, 456.5213048040823
2.3, 4.045, 4.455, 459.08050682972
2.3, 4.045, 4.505, 461.63679579555645
2.3, 4.045, 4.555, 464.1901740381267
2.3, 4.045, 4.6049999999999995, 466.7406517835656
2.3, 4.045, 4.654999999999999, 469.28823134810233
2.3, 4.065, 4.305, 452.4266279230134
2.3, 4.065, 4.3549999999999995, 454.9916684934417
2.3, 4.065, 4.404999999999999, 457.5537885610693
2.3, 4.065, 4.455, 460.11299058668766
2.3, 4.065, 4.505, 462.66927691888947
2.3, 4.065, 4.555, 465.22265779354456
2.3, 4.065, 4.6049999999999995, 467.7731355389643
2.3, 4.065, 4.654999999999999, 470.3207151035192
2.3, 4.085, 4.305, 453.45863932574935
2.3, 4.085, 4.3549999999999995, 456.0236798947033
2.3, 4.085, 4.404999999999999, 458.58579996232913
2.3, 4.085, 4.455, 461.14500198793024
2.3, 4.085, 4.505, 463.70128831861365
2.3, 4.085, 4.555, 466.2546691932671
2.3, 4.085, 4.6049999999999995, 468.8051469386885
2.3, 4.085, 4.654999999999999, 471.3527265032429
2.3, 4.105, 4.305, 454.4901761611484
2.3, 4.105, 4.3549999999999995, 457.0552192643121
2.3, 4.105, 4.404999999999999, 459.61733933193875
2.3, 4.105, 4.455, 462.1765413575389
2.3, 4.105, 4.505, 464.73282768671305
2.3, 4.105, 4.555, 467.28620856134773
2.3, 4.105, 4.6049999999999995, 469.83668630678767
2.3, 4.105, 4.654999999999999, 472.3842631339749
2.3, 4.125, 4.305, 455.5212438228601
2.3, 4.125, 4.3549999999999995, 458.0862869260435
2.3, 4.125, 4.404999999999999, 460.6484069936501
2.3, 4.125, 4.455, 463.20760638354994
2.3, 4.125, 4.505, 465.7638953469662
2.3, 4.125, 4.555, 468.3172762215809
2.3, 4.125, 4.6049999999999995, 470.8677539670385
2.3, 4.125, 4.654999999999999, 473.41533079266276
2.3, 4.1450000000000005, 4.305, 456.55184010018905
2.3, 4.1450000000000005, 4.3549999999999995, 459.1168832033737
2.3, 4.1450000000000005, 4.404999999999999, 461.6790032709818
2.3, 4.1450000000000005, 4.455, 464.238202659431
2.3, 4.1450000000000005, 4.505, 466.7944916228256
2.3, 4.1450000000000005, 4.555, 469.3478724974599
2.3, 4.1450000000000005, 4.6049999999999995, 471.89834750456174
2.3, 4.1450000000000005, 4.654999999999999, 474.4459270670302
2.3, 4.165, 4.305, 457.5819653163045
2.3, 4.165, 4.3549999999999995, 460.1470084194701
2.3, 4.165, 4.404999999999999, 462.70912585109033
2.3, 4.165, 4.455, 465.26832787412644
2.3, 4.165, 4.505, 467.8246168375211
2.3, 4.165, 4.555, 470.3779977121558
2.3, 4.165, 4.6049999999999995, 472.9284727177517
2.3, 4.165, 4.654999999999999, 475.4760522802225
2.3, 4.1850000000000005, 4.305, 458.61161979408917
2.3, 4.1850000000000005, 4.3549999999999995, 461.17666289725486
2.3, 4.1850000000000005, 4.404999999999999, 463.7387803274823
2.3, 4.1850000000000005, 4.455, 466.29798235051794
2.3, 4.1850000000000005, 4.505, 468.8542713138923
2.3, 4.1850000000000005, 4.555, 471.4076494494808
2.3, 4.1850000000000005, 4.6049999999999995, 473.9581271926922
2.3, 4.1850000000000005, 4.654999999999999, 476.5057067551625
2.4, 3.805, 4.305, 437.88503641349325
2.4, 3.805, 4.3549999999999995, 440.4437550058618
2.4, 3.805, 4.404999999999999, 442.99955776955557
2.4, 3.805, 4.455, 445.55244725959915
2.4, 3.805, 4.505, 448.1024332961542
2.4, 3.805, 4.555, 450.64951841402376
2.4, 3.805, 4.6049999999999995, 453.1937050414013
2.4, 3.805, 4.654999999999999, 455.73500315071226
2.4, 3.825, 4.305, 438.92065403937414
2.4, 3.825, 4.3549999999999995, 441.4793726317231
2.4, 3.825, 4.404999999999999, 444.0351729697604
2.4, 3.825, 4.455, 446.5880648836535
2.4, 3.825, 4.505, 449.1380509202466
2.4, 3.825, 4.555, 451.685136038118
2.4, 3.825, 4.6049999999999995, 454.2293226636154
2.4, 3.825, 4.654999999999999, 456.77062077294636
2.4, 3.845, 4.305, 439.955796571671
2.4, 3.845, 4.3549999999999995, 442.5145151640402
2.4, 3.845, 4.404999999999999, 445.07031550031974
2.4, 3.845, 4.455, 447.62320741421235
2.4, 3.845, 4.505, 450.17319345080637
2.4, 3.845, 4.555, 452.72027856865924
2.4, 3.845, 4.6049999999999995, 455.26446519234486
2.4, 3.845, 4.654999999999999, 457.8057633016778
2.4, 3.865, 4.305, 440.99046433726863
2.4, 3.865, 4.3549999999999995, 443.54918292963794
2.4, 3.865, 4.404999999999999, 446.10498326417235
2.4, 3.865, 4.455, 448.657875178084
2.4, 3.865, 4.505, 451.2078612146798
2.4, 3.865, 4.555, 453.75494380996753
2.4, 3.865, 4.6049999999999995, 456.29913295441884
2.4, 3.865, 4.654999999999999, 458.84043106373065
2.4, 3.8850000000000002, 4.305, 442.0246576626775
2.4, 3.8850000000000002, 4.3549999999999995, 444.5833738267323
2.4, 3.8850000000000002, 4.404999999999999, 447.13917658790194
2.4, 3.8850000000000002, 4.455, 449.6920685018144
2.4, 3.8850000000000002, 4.505, 452.24205453840915
2.4, 3.8850000000000002, 4.555, 454.78913713191054
2.4, 3.8850000000000002, 4.6049999999999995, 457.3333262763803
2.4, 3.8850000000000002, 4.654999999999999, 459.8746243856913
2.4, 3.9050000000000002, 4.305, 443.0583768741771
2.4, 3.9050000000000002, 4.3549999999999995, 445.61709303656403
2.4, 3.9050000000000002, 4.404999999999999, 448.172895797715
2.4, 3.9050000000000002, 4.455, 450.72578771164626
2.4, 3.9050000000000002, 4.505, 453.2757712243244
2.4, 3.9050000000000002, 4.555, 455.8228563400071
2.4, 3.9050000000000002, 4.6049999999999995, 458.36704548447636
2.4, 3.9050000000000002, 4.654999999999999, 460.90834359376805
2.4, 3.9250000000000003, 4.305, 444.0916198687448
2.4, 3.9250000000000003, 4.3549999999999995, 446.650338458434
2.4, 3.9250000000000003, 4.404999999999999, 449.20614121960296
2.4, 3.9250000000000003, 4.455, 451.7590331335344
2.4, 3.9250000000000003, 4.505, 454.3090166444875
2.4, 3.9250000000000003, 4.555, 456.8561017601882
2.4, 3.9250000000000003, 4.6049999999999995, 459.4002909046379
2.4, 3.9250000000000003, 4.654999999999999, 461.9415863920446
2.4, 3.9450000000000003, 4.305, 445.12439182833606
2.4, 3.9450000000000003, 4.3549999999999995, 447.6831104180042
2.4, 3.9450000000000003, 4.404999999999999, 450.23891317919265
2.4, 3.9450000000000003, 4.455, 452.7918025681475
2.4, 3.9450000000000003, 4.505, 455.3417886024003
2.4, 3.9450000000000003, 4.555, 457.888873718101
2.4, 3.9450000000000003, 4.6049999999999995, 460.43306286253306
2.4, 3.9450000000000003, 4.654999999999999, 462.97435834821016
2.4, 3.9650000000000003, 4.305, 446.15669065096176
2.4, 3.9650000000000003, 4.3549999999999995, 448.7154092406487
2.4, 3.9650000000000003, 4.404999999999999, 451.27121200183944
2.4, 3.9650000000000003, 4.455, 453.82410138912627
2.4, 3.9650000000000003, 4.505, 456.3740874233989
2.4, 3.9650000000000003, 4.555, 458.92117253908134
2.4, 3.9650000000000003, 4.6049999999999995, 461.46536168353225
2.4, 3.9650000000000003, 4.654999999999999, 464.0066571674929
2.4, 3.9850000000000003, 4.305, 447.1885166617154
2.4, 3.9850000000000003, 4.3549999999999995, 449.7472352514032
2.4, 3.9850000000000003, 4.404999999999999, 452.3030380125919
2.4, 3.9850000000000003, 4.455, 454.85592739826205
2.4, 3.9850000000000003, 4.505, 457.40591343253413
2.4, 3.9850000000000003, 4.555, 459.9529985482169
2.4, 3.9850000000000003, 4.6049999999999995, 462.4971850675736
2.4, 3.9850000000000003, 4.654999999999999, 465.03848317494425
2.4, 4.005, 4.305, 448.219870185309
2.4, 4.005, 4.3549999999999995, 450.7785887750162
2.4, 4.005, 4.404999999999999, 453.3343890088567
2.4, 4.005, 4.455, 455.887280920288
2.4, 4.005, 4.505, 458.43726695455956
2.4, 4.005, 4.555, 460.9843520702232
2.4, 4.005, 4.6049999999999995, 463.52853858794526
2.4, 4.005, 4.654999999999999, 466.06983669529586
2.4, 4.025, 4.305, 449.2507515462451
2.4, 4.025, 4.3549999999999995, 451.80947013595096
2.4, 4.025, 4.404999999999999, 454.36527036821604
2.4, 4.025, 4.455, 456.91816227966535
2.4, 4.025, 4.505, 459.46814831391833
2.4, 4.025, 4.555, 462.01523080334647
2.4, 4.025, 4.6049999999999995, 464.55941994569963
2.4, 4.025, 4.654999999999999, 467.1007180530296
2.4, 4.045, 4.305, 450.28116106866025
2.4, 4.045, 4.3549999999999995, 452.83987713057314
2.4, 4.045, 4.404999999999999, 455.39567988910244
2.4, 4.045, 4.455, 457.94857180055317
2.4, 4.045, 4.505, 460.49855783480564
2.4, 4.045, 4.555, 463.0456403226394
2.4, 4.045, 4.6049999999999995, 465.5898294649728
2.4, 4.045, 4.654999999999999, 468.13112757232216
2.4, 4.065, 4.305, 451.31109907642474
2.4, 4.065, 4.3549999999999995, 453.86981513681746
2.4, 4.065, 4.404999999999999, 456.4256178953668
2.4, 4.065, 4.455, 458.97850980679743
2.4, 4.065, 4.505, 461.5284932139123
2.4, 4.065, 4.555, 464.07557832733914
2.4, 4.065, 4.6049999999999995, 466.61976746965286
2.4, 4.065, 4.654999999999999, 469.1610655770228
2.4, 4.085, 4.305, 452.3405658931044
2.4, 4.085, 4.3549999999999995, 454.89928195202447
2.4, 4.085, 4.404999999999999, 457.4550847105728
2.4, 4.085, 4.455, 460.0079766219864
2.4, 4.085, 4.505, 462.55796002758376
2.4, 4.085, 4.555, 465.1050451410117
2.4, 4.085, 4.6049999999999995, 467.649234283326
2.4, 4.085, 4.654999999999999, 470.1905323906952
2.4, 4.105, 4.305, 453.3695593125644
2.4, 4.105, 4.3549999999999995, 455.9282778994479
2.4, 4.105, 4.404999999999999, 458.4840806579977
2.4, 4.105, 4.455, 461.03697256940853
2.4, 4.105, 4.505, 463.5869559735019
2.4, 4.105, 4.555, 466.13404108691003
2.4, 4.105, 4.6049999999999995, 468.6782302292432
2.4, 4.105, 4.654999999999999, 471.2195256059937
2.4, 4.125, 4.305, 454.3980847151588
2.4, 4.125, 4.3549999999999995, 456.9568033020626
2.4, 4.125, 4.404999999999999, 459.51260606059213
2.4, 4.125, 4.455, 462.0654953428028
2.4, 4.125, 4.505, 464.61548137464024
2.4, 4.125, 4.555, 467.1625664880295
2.4, 4.125, 4.6049999999999995, 469.7067556303818
2.4, 4.125, 4.654999999999999, 472.2480510055735
2.4, 4.1450000000000005, 4.305, 455.4261398956462
2.4, 4.1450000000000005, 4.3549999999999995, 457.9848584825487
2.4, 4.1450000000000005, 4.404999999999999, 460.5406612410789
2.4, 4.1450000000000005, 4.455, 463.0935505218425
2.4, 4.1450000000000005, 4.505, 465.6435365536603
2.4, 4.1450000000000005, 4.555, 468.19062166706937
2.4, 4.1450000000000005, 4.6049999999999995, 470.73480807781505
2.4, 4.1450000000000005, 4.654999999999999, 473.27610618310376
2.4, 4.165, 4.305, 456.45372517639146
2.4, 4.165, 4.3549999999999995, 459.01244376327617
2.4, 4.165, 4.404999999999999, 461.56824389231696
2.4, 4.165, 4.455, 464.1211358011709
2.4, 4.165, 4.505, 466.6711218329903
2.4, 4.165, 4.555, 469.21820694639797
2.4, 4.165, 4.6049999999999995, 471.76239335564503
2.4, 4.165, 4.654999999999999, 474.30369146093426
2.4, 4.1850000000000005, 4.305, 457.4808408794868
2.4, 4.1850000000000005, 4.3549999999999995, 460.0395594663716
2.4, 4.1850000000000005, 4.404999999999999, 462.5953595940228
2.4, 4.1850000000000005, 4.455, 465.14825150287584
2.4, 4.1850000000000005, 4.505, 467.698237534677
2.4, 4.1850000000000005, 4.555, 470.24531991579056
2.4, 4.1850000000000005, 4.6049999999999995, 472.78950905590244
2.4, 4.1850000000000005, 4.654999999999999, 475.33080716119207
2.5, 3.805, 4.305, 436.8026934562572
2.5, 3.805, 4.3549999999999995, 439.3550875323295
2.5, 3.805, 4.404999999999999, 441.9045729869335
2.5, 3.805, 4.455, 444.4511523687722
2.5, 3.805, 4.505, 446.9948354737404
2.5, 3.805, 4.555, 449.53562483037376
2.5, 3.805, 4.6049999999999995, 452.07352286086024
2.5, 3.805, 4.654999999999999, 454.60853951298066
2.5, 3.825, 4.305, 437.8357512928087
2.5, 3.825, 4.3549999999999995, 440.3881453688634
2.5, 3.825, 4.404999999999999, 442.9376284038037
2.5, 3.825, 4.455, 445.4842102035034
2.5, 3.825, 4.505, 448.02789330851084
2.5, 3.825, 4.555, 450.5686826651421
2.5, 3.825, 4.6049999999999995, 453.1065806937542
2.5, 3.825, 4.654999999999999, 455.6415973458949
2.5, 3.845, 4.305, 438.86833521008947
2.5, 3.845, 4.3549999999999995, 441.42072928616295
2.5, 3.845, 4.404999999999999, 443.97021231935145
2.5, 3.845, 4.455, 446.51679411905127
2.5, 3.845, 4.505, 449.0604772240578
2.5, 3.845, 4.555, 451.60126658067156
2.5, 3.845, 4.6049999999999995, 454.13916460747737
2.5, 3.845, 4.654999999999999, 456.6741812596181
2.5, 3.865, 4.305, 439.90044553417636
2.5, 3.865, 4.3549999999999995, 442.45283961024796
2.5, 3.865, 4.404999999999999, 445.00232264169546
2.5, 3.865, 4.455, 447.5489044414143
2.5, 3.865, 4.505, 450.09258754642224
2.5, 3.865, 4.555, 452.6333743867089
2.5, 3.865, 4.6049999999999995, 455.17127492804894
2.5, 3.865, 4.654999999999999, 457.7062915801686
2.5, 3.8850000000000002, 4.305, 440.932082590771
2.5, 3.8850000000000002, 4.3549999999999995, 443.48447424453207
2.5, 3.8850000000000002, 4.404999999999999, 446.0339596966171
2.5, 3.8850000000000002, 4.455, 448.5805414963366
2.5, 3.8850000000000002, 4.505, 451.12422460134354
2.5, 3.8850000000000002, 4.555, 453.6650114398481
2.5, 3.8850000000000002, 4.6049999999999995, 456.2029119812052
2.5, 3.8850000000000002, 4.654999999999999, 458.7379286333258
2.5, 3.9050000000000002, 4.305, 441.96324670535154
2.5, 3.9050000000000002, 4.3549999999999995, 444.5156383574478
2.5, 3.9050000000000002, 4.404999999999999, 447.06512380951546
2.5, 3.9050000000000002, 4.455, 449.611705609252
2.5, 3.9050000000000002, 4.505, 452.15538619658025
2.5, 3.9050000000000002, 4.555, 454.6961755510317
2.5, 3.9050000000000002, 4.6049999999999995, 457.2340760923897
2.5, 3.9050000000000002, 4.654999999999999, 459.769092744491
2.5, 3.9250000000000003, 4.305, 442.9939357800877
2.5, 3.9250000000000003, 4.3549999999999995, 445.5463298534863
2.5, 3.9250000000000003, 4.404999999999999, 448.09581530557193
2.5, 3.9250000000000003, 4.455, 450.6423971053095
2.5, 3.9250000000000003, 4.505, 453.18607769091557
2.5, 3.9250000000000003, 4.555, 455.7268670453866
2.5, 3.9250000000000003, 4.6049999999999995, 458.2647675867243
2.5, 3.9250000000000003, 4.654999999999999, 460.7997816234199
2.5, 3.9450000000000003, 4.305, 444.0241549841278
2.5, 3.9450000000000003, 4.3549999999999995, 446.5765490575085
2.5, 3.9450000000000003, 4.404999999999999, 449.12603450961143
2.5, 3.9450000000000003, 4.455, 451.67261379061307
2.5, 3.9450000000000003, 4.505, 454.21629689328364
2.5, 3.9450000000000003, 4.555, 456.7570862477534
2.5, 3.9450000000000003, 4.6049999999999995, 459.29498678907265
2.5, 3.9450000000000003, 4.654999999999999, 461.8300008240454
2.5, 3.9650000000000003, 4.305, 445.05390222068075
2.5, 3.9650000000000003, 4.3549999999999995, 447.60629629407947
2.5, 3.9650000000000003, 4.404999999999999, 450.1557817461841
2.5, 3.9650000000000003, 4.455, 452.7023610255235
2.5, 3.9650000000000003, 4.505, 455.24604412821196
2.5, 3.9650000000000003, 4.555, 457.7868334826645
2.5, 3.9650000000000003, 4.6049999999999995, 460.3247340240031
2.5, 3.9650000000000003, 4.654999999999999, 462.8597480572632
2.5, 3.9850000000000003, 4.305, 446.08317781403355
2.5, 3.9850000000000003, 4.3549999999999995, 448.6355718874341
2.5, 3.9850000000000003, 4.404999999999999, 451.1850573395369
2.5, 3.9850000000000003, 4.455, 453.7316366172643
2.5, 3.9850000000000003, 4.505, 456.2753197199533
2.5, 3.9850000000000003, 4.555, 458.8161090744041
2.5, 3.9850000000000003, 4.6049999999999995, 461.3540069971388
2.5, 3.9850000000000003, 4.654999999999999, 463.88902364732206
2.5, 4.005, 4.305, 447.1119820880997
2.5, 4.005, 4.3549999999999995, 449.664376161518
2.5, 4.005, 4.404999999999999, 452.21385909252194
2.5, 4.005, 4.455, 454.76044088976573
2.5, 4.005, 4.505, 457.3041239924553
2.5, 4.005, 4.555, 459.84491334688533
2.5, 4.005, 4.6049999999999995, 462.3828112679889
2.5, 4.005, 4.654999999999999, 464.9178279181536
2.5, 4.025, 4.305, 448.14031536657575
2.5, 4.025, 4.3549999999999995, 450.6927094399946
2.5, 4.025, 4.404999999999999, 453.2421923694234
2.5, 4.025, 4.455, 455.7887741666864
2.5, 4.025, 4.505, 458.33245726935604
2.5, 4.025, 4.555, 460.873244004045
2.5, 4.025, 4.6049999999999995, 463.41114454328977
2.5, 4.025, 4.654999999999999, 465.94616119343493
2.5, 4.045, 4.305, 449.16817797280044
2.5, 4.045, 4.3549999999999995, 451.72056952467136
2.5, 4.045, 4.404999999999999, 454.27005497412244
2.5, 4.045, 4.455, 456.8166367713849
2.5, 4.045, 4.505, 459.3603198740557
2.5, 4.045, 4.555, 461.9011066071527
2.5, 4.045, 4.6049999999999995, 464.43900714637937
2.5, 4.045, 4.654999999999999, 466.9740237965438
2.5, 4.065, 4.305, 450.19557022983923
2.5, 4.065, 4.3549999999999995, 452.7479617801965
2.5, 4.065, 4.404999999999999, 455.29744722966416
2.5, 4.065, 4.455, 457.84402902690783
2.5, 4.065, 4.505, 460.3877095089331
2.5, 4.065, 4.555, 462.9284988611341
2.5, 4.065, 4.6049999999999995, 465.46639940034134
2.5, 4.065, 4.654999999999999, 468.0014160505241
2.5, 4.085, 4.305, 451.2224924604587
2.5, 4.085, 4.3549999999999995, 453.77488400934715
2.5, 4.085, 4.404999999999999, 456.32436945881653
2.5, 4.085, 4.455, 458.87095125604225
2.5, 4.085, 4.505, 461.4146317365554
2.5, 4.085, 4.555, 463.9554210887564
2.5, 4.085, 4.6049999999999995, 466.49332162796543
2.5, 4.085, 4.654999999999999, 469.0283382781475
2.5, 4.105, 4.305, 452.24894246398117
2.5, 4.105, 4.3549999999999995, 454.8013365345831
2.5, 4.105, 4.404999999999999, 457.3508219840537
2.5, 4.105, 4.455, 459.89740378127783
2.5, 4.105, 4.505, 462.44108426028885
2.5, 4.105, 4.555, 464.9818736124722
2.5, 4.105, 4.6049999999999995, 467.51977415169904
2.5, 4.105, 4.654999999999999, 470.0547880780133
2.5, 4.125, 4.305, 453.2749256074596
2.5, 4.125, 4.3549999999999995, 455.8273196780816
2.5, 4.125, 4.404999999999999, 458.3768051275329
2.5, 4.125, 4.455, 460.9233843020529
2.5, 4.125, 4.505, 463.4670674023167
2.5, 4.125, 4.555, 466.0078567544778
2.5, 4.125, 4.6049999999999995, 468.54575729372453
2.5, 4.125, 4.654999999999999, 471.0807712184834
2.5, 4.1450000000000005, 4.305, 454.30043969110096
2.5, 4.1450000000000005, 4.3549999999999995, 456.8528337617229
2.5, 4.1450000000000005, 4.404999999999999, 459.40231921117504
2.5, 4.1450000000000005, 4.455, 461.9488983842529
2.5, 4.1450000000000005, 4.505, 464.49258148449576
2.5, 4.1450000000000005, 4.555, 467.033370836677
2.5, 4.1450000000000005, 4.6049999999999995, 469.57126865106807
2.5, 4.1450000000000005, 4.654999999999999, 472.106285299176
2.5, 4.165, 4.305, 455.3254850364785
2.5, 4.165, 4.3549999999999995, 457.87787910708005
2.5, 4.165, 4.404999999999999, 460.4273619335429
2.5, 4.165, 4.455, 462.9739437282156
2.5, 4.165, 4.505, 465.517626828459
2.5, 4.165, 4.555, 468.05841618064073
2.5, 4.165, 4.6049999999999995, 470.5963139935374
2.5, 4.165, 4.654999999999999, 473.1313306416452
2.5, 4.1850000000000005, 4.305, 456.3500619648847
2.5, 4.1850000000000005, 4.3549999999999995, 458.9024560354865
2.5, 4.1850000000000005, 4.404999999999999, 461.45193886056336
2.5, 4.1850000000000005, 4.455, 463.998520655236
2.5, 4.1850000000000005, 4.505, 466.54220375545935
2.5, 4.1850000000000005, 4.555, 469.0829903820993
2.5, 4.1850000000000005, 4.6049999999999995, 471.6208909191115
2.5, 4.1850000000000005, 4.654999999999999, 474.15590756721934
2.6, 3.805, 4.305, 435.72035049901996
2.6, 3.805, 4.3549999999999995, 438.2664200587999
2.6, 3.805, 4.404999999999999, 440.8095882043102
2.6, 3.805, 4.455, 443.34985747794605
2.6, 3.805, 4.505, 445.8872376513287
2.6, 3.805, 4.555, 448.4217312467227
2.6, 3.805, 4.6049999999999995, 450.95334068031974
2.6, 3.805, 4.654999999999999, 453.48207587525053
2.6, 3.825, 4.305, 436.75084854624185
2.6, 3.825, 4.3549999999999995, 439.2969181060022
2.6, 3.825, 4.404999999999999, 441.84008383784726
2.6, 3.825, 4.455, 444.38035552335253
2.6, 3.825, 4.505, 446.91773569677184
2.6, 3.825, 4.555, 449.45222929216806
2.6, 3.825, 4.6049999999999995, 451.9838387238935
2.6, 3.825, 4.654999999999999, 454.5125739188427
2.6, 3.845, 4.305, 437.78087384850676
2.6, 3.845, 4.3549999999999995, 440.32694340828544
2.6, 3.845, 4.404999999999999, 442.87010913838327
2.6, 3.845, 4.455, 445.41038082388934
2.6, 3.845, 4.505, 447.94776099730666
2.6, 3.845, 4.555, 450.4822545926839
2.6, 3.845, 4.6049999999999995, 453.0138640226088
2.6, 3.845, 4.654999999999999, 455.54259921755767
2.6, 3.865, 4.305, 438.810426731082
2.6, 3.865, 4.3549999999999995, 441.3564962908619
2.6, 3.865, 4.404999999999999, 443.89966201922107
2.6, 3.865, 4.455, 446.43993370474544
2.6, 3.865, 4.505, 448.97731387816503
2.6, 3.865, 4.555, 451.51180496344915
2.6, 3.865, 4.6049999999999995, 454.04341690167786
2.6, 3.865, 4.654999999999999, 456.5721520966073
2.6, 3.8850000000000002, 4.305, 439.8395075188647
2.6, 3.8850000000000002, 4.3549999999999995, 442.3855746623323
2.6, 3.8850000000000002, 4.404999999999999, 444.92874280533255
2.6, 3.8850000000000002, 4.455, 447.46901449085857
2.6, 3.8850000000000002, 4.505, 450.00639466427833
2.6, 3.8850000000000002, 4.555, 452.540885747784
2.6, 3.8850000000000002, 4.6049999999999995, 455.0724976860304
2.6, 3.8850000000000002, 4.654999999999999, 457.6012328809621
2.6, 3.9050000000000002, 4.305, 440.8681165365221
2.6, 3.9050000000000002, 4.3549999999999995, 443.4141836783324
2.6, 3.9050000000000002, 4.404999999999999, 445.9573518213145
2.6, 3.9050000000000002, 4.455, 448.4976235068586
2.6, 3.9050000000000002, 4.505, 451.03500116883765
2.6, 3.9050000000000002, 4.555, 453.56949476205557
2.6, 3.9050000000000002, 4.6049999999999995, 456.10110670030144
2.6, 3.9050000000000002, 4.654999999999999, 458.6298418952123
2.6, 3.9250000000000003, 4.305, 441.8962516914295
2.6, 3.9250000000000003, 4.3549999999999995, 444.44232124854074
2.6, 3.9250000000000003, 4.404999999999999, 446.9854893915403
2.6, 3.9250000000000003, 4.455, 449.52576107708285
2.6, 3.9250000000000003, 4.505, 452.0631387373467
2.6, 3.9250000000000003, 4.555, 454.59763233058305
2.6, 3.9250000000000003, 4.6049999999999995, 457.1292442688092
2.6, 3.9250000000000003, 4.654999999999999, 459.65797685479515
2.6, 3.9450000000000003, 4.305, 442.9239181399199
2.6, 3.9450000000000003, 4.3549999999999995, 445.4699876970112
2.6, 3.9450000000000003, 4.404999999999999, 448.0131558400309
2.6, 3.9450000000000003, 4.455, 450.5534250130784
2.6, 3.9450000000000003, 4.505, 453.0908051841674
2.6, 3.9450000000000003, 4.555, 455.6252987774058
2.6, 3.9450000000000003, 4.6049999999999995, 458.1569107156126
2.6, 3.9450000000000003, 4.654999999999999, 460.68564329987976
2.6, 3.9650000000000003, 4.305, 443.95111379040026
