Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp,,
DECIDE,24.0227,,0,0,6.93345e-310,6.93345e-310,-1,-1,-1,-1,-1,,179.768,363.11,0,3.5,102,2,,231.6,365.95,0,4.51352,102.333,2,,409.055,726.528,0,-1,-1,2,,207.885,251.711,0,3.9762,101.333,2,,385.301,611.95,0,-1,-1,2,,437.169,614.391,0,-1,-1,2,,613.54,976.401,0,-1,-1,2,,
Normal,36.5567,,5,5,388.543,573.728,1.14168,3.9,7.51316,385.301,611.95,,181.148,340.454,10000,3.5,90.1525,4,,226.298,344.602,10000,4.46566,89.275,4,,407.446,679.056,2000,-1,-1,4,,206.313,239.274,10000,4.00492,90.25,4,,388.543,573.728,1.14168,-1,-1,3.9,,437.7,577.877,1.18896,-1,-1,3.6,,613.759,912.331,2000,-1,-1,4,,
Normal,39.9175,,5,5,385.563,566.571,1.55556,3.6,0.84836,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.4905,90.91,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.48779,90.1,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.88942,91,-4.4,,385.563,566.571,1.55556,-1,-1,3.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,49.9454,,5,5,387.707,571.096,1.51282,3.9,0.728488,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.44867,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.43401,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,4.03988,90.25,-4.4,,387.707,571.096,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,59.7433,,5,5,387.486,572.303,1.51282,3.9,0.504453,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.49233,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.49014,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.99124,90.25,-4.4,,387.486,572.303,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,69.8181,,5,5,386.754,571.261,1.51282,3.9,0.53757,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.48543,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.38169,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.98335,90.25,-4.4,,386.754,571.261,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,79.8264,,5,5,386.193,570.464,1.51282,3.9,0.488742,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.48015,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.47448,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.97731,90.25,-4.4,,386.193,570.464,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,90.0803,,5,5,389.003,574.672,1.51282,3.9,0.495264,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.51309,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.48895,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,4.00102,90.25,-4.4,,389.003,574.672,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,100.15,,5,5,386.19,570.46,1.51282,3.9,0.507222,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.48012,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.47445,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.97729,90.25,-4.4,,386.19,570.46,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
Normal,110.172,,5,5,386.208,570.487,1.51282,3.9,0.472852,385.301,611.95,,6.93345e-310,6.93345e-310,1.4822e-323,3.4803,90.1525,1.9,,6.93345e-310,6.93345e-310,1.4822e-323,4.37523,89.275,-0.2,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-2.3,,6.93345e-310,6.93345e-310,1.4822e-323,3.97748,90.25,-4.4,,386.208,570.487,1.51282,-1,-1,3.9,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-8.6,,6.93345e-310,6.93345e-310,1.4822e-323,-1,-1,-10.7,,
