18.747,LCA_ZEUS,24.898
18.7475,Send_ZEUS,,0.028
20.5128,Receive_ZEUS,,0.342
21.014,Receive_ZEUS,,0.185
23.7851,Selection_ZEUS,,,2.103
29.8158,Control_ZEUS,,,,20.72
29.8166,Changes?_ZEUS,,,,,0.275
30.4591,Control_ZEUS,,,,2.713
30.4596,Changes?_ZEUS,,,,,0.078
35.6609,Control_ZEUS,,,,2.742
35.6614,Changes?_ZEUS,,,,,0.076
40.6509,Control_ZEUS,,,,2.521
40.6514,Changes?_ZEUS,,,,,0.087
45.8663,Control_ZEUS,,,,2.531
45.8667,Changes?_ZEUS,,,,,0.07
51.1411,Control_ZEUS,,,,2.577
51.1415,Changes?_ZEUS,,,,,0.073
56.4256,Control_ZEUS,,,,3.012
56.426,Changes?_ZEUS,,,,,0.065
61.2958,Control_ZEUS,,,,2.586
61.2962,Changes?_ZEUS,,,,,0.071
66.54,Control_ZEUS,,,,3.211
66.5404,Changes?_ZEUS,,,,,0.076
71.4839,Control_ZEUS,,,,2.515
71.4843,Changes?_ZEUS,,,,,0.065
76.7783,Control_ZEUS,,,,2.749
76.7787,Changes?_ZEUS,,,,,0.055
81.9731,Control_ZEUS,,,,2.82
81.9737,Changes?_ZEUS,,,,,0.069
86.9441,Control_ZEUS,,,,2.464
86.9445,Changes?_ZEUS,,,,,0.069
92.3106,Control_ZEUS,,,,2.559
92.311,Changes?_ZEUS,,,,,0.076
97.282,Control_ZEUS,,,,2.539
97.2824,Changes?_ZEUS,,,,,0.056
102.471,Control_ZEUS,,,,2.618
102.472,Changes?_ZEUS,,,,,0.073
107.641,Control_ZEUS,,,,2.452
107.642,Changes?_ZEUS,,,,,0.084
108.65,Receive_ZEUS,,0.151
113.681,Selection_ZEUS,,,1.136
116.125,Control_ZEUS,,,,17.029
116.125,Changes?_ZEUS,,,,,0.052
121.206,Control_ZEUS,,,,18.282
121.206,Changes?_ZEUS,,,,,0.081
123.3,LCA,16.766
123.3,Send_ZEUS,,0.019
128.34,Selection_ZEUS,,,1.135
130.508,Control_ZEUS,,,,16.351
130.509,Changes?_ZEUS,,,,,0.07
133.27,LCA,17.745
133.27,Send_ZEUS,,0.016
138.303,Selection_ZEUS,,,0.767
140.355,Control_ZEUS,,,,16.15
140.355,Changes?_ZEUS,,,,,0.051
143.684,Control_ZEUS,,,,2.325
143.685,Changes?_ZEUS,,,,,0.056
145.951,Receive_ZEUS,,0.182
150.987,Selection_ZEUS,,,1.01
153.336,Control_ZEUS,,,,16.127
153.336,Changes?_ZEUS,,,,,0.079
156.432,Control_ZEUS,,,,2.244
156.433,Changes?_ZEUS,,,,,0.08
161.53,Control_ZEUS,,,,2.299
161.531,Changes?_ZEUS,,,,,0.053
166.598,Control_ZEUS,,,,2.307
166.598,Changes?_ZEUS,,,,,0.051
171.672,Control_ZEUS,,,,2.209
171.672,Changes?_ZEUS,,,,,0.055
176.723,Control_ZEUS,,,,2.046
176.723,Changes?_ZEUS,,,,,0.053
181.768,Control_ZEUS,,,,2.197
181.768,Changes?_ZEUS,,,,,0.053
186.827,Control_ZEUS,,,,2.188
186.827,Changes?_ZEUS,,,,,0.054
191.908,Control_ZEUS,,,,2.31
191.908,Changes?_ZEUS,,,,,0.061
196.968,Control_ZEUS,,,,2.122
196.969,Changes?_ZEUS,,,,,0.05
202.045,Control_ZEUS,,,,2.294
202.045,Changes?_ZEUS,,,,,0.05
207.111,Control_ZEUS,,,,2.192
207.111,Changes?_ZEUS,,,,,0.054
212.165,Control_ZEUS,,,,2.24
212.165,Changes?_ZEUS,,,,,0.054
217.224,Control_ZEUS,,,,2.281
217.224,Changes?_ZEUS,,,,,0.052
222.284,Control_ZEUS,,,,2.361
222.284,Changes?_ZEUS,,,,,0.05
227.344,Control_ZEUS,,,,2.295
227.344,Changes?_ZEUS,,,,,0.055
232.395,Control_ZEUS,,,,2.205
232.395,Changes?_ZEUS,,,,,0.056
237.442,Control_ZEUS,,,,2.05
237.442,Changes?_ZEUS,,,,,0.055
242.493,Control_ZEUS,,,,2.054
242.493,Changes?_ZEUS,,,,,0.064
247.542,Control_ZEUS,,,,2.019
247.542,Changes?_ZEUS,,,,,0.068
252.59,Control_ZEUS,,,,2.154
252.59,Changes?_ZEUS,,,,,0.086
257.636,Control_ZEUS,,,,2.25
257.637,Changes?_ZEUS,,,,,0.059
262.686,Control_ZEUS,,,,2.193
262.687,Changes?_ZEUS,,,,,0.048
267.767,Control_ZEUS,,,,2.391
267.768,Changes?_ZEUS,,,,,0.065
272.829,Control_ZEUS,,,,2.233
272.83,Changes?_ZEUS,,,,,0.067
277.919,Control_ZEUS,,,,2.368
277.92,Changes?_ZEUS,,,,,0.073
282.232,Receive_ZEUS,,0.214
287.262,Selection_ZEUS,,,1.065
290.541,Control_ZEUS,,,,18.319
290.542,Changes?_ZEUS,,,,,0.082
292.557,Control_ZEUS,,,,2.377
292.557,Changes?_ZEUS,,,,,0.086
292.81,Receive_ZEUS,,0.164
297.842,Selection_ZEUS,,,1.064
300.399,Control_ZEUS,,,,17.228
300.399,Changes?_ZEUS,,,,,0.064
303.191,Control_ZEUS,,,,2.395
303.191,Changes?_ZEUS,,,,,0.073
308.301,Control_ZEUS,,,,2.515
308.302,Changes?_ZEUS,,,,,0.053
313.358,Control_ZEUS,,,,2.329
313.359,Changes?_ZEUS,,,,,0.049
318.457,Control_ZEUS,,,,2.598
318.461,Changes?_ZEUS,,,,,0.196
323.58,Control_ZEUS,,,,2.729
323.58,Changes?_ZEUS,,,,,0.086
328.67,Control_ZEUS,,,,2.561
328.67,Changes?_ZEUS,,,,,0.051
333.782,Control_ZEUS,,,,2.592
333.783,Changes?_ZEUS,,,,,0.08
338.874,Control_ZEUS,,,,2.403
338.874,Changes?_ZEUS,,,,,0.055
343.956,Control_ZEUS,,,,2.37
343.956,Changes?_ZEUS,,,,,0.07
349.048,Control_ZEUS,,,,2.424
349.048,Changes?_ZEUS,,,,,0.057
354.113,Control_ZEUS,,,,2.234
354.114,Changes?_ZEUS,,,,,0.052
359.215,Control_ZEUS,,,,2.413
359.215,Changes?_ZEUS,,,,,0.068
363.995,Receive_ZEUS,,0.208
369.023,Selection_ZEUS,,,1.155
