19.1148,LCA_HERMES,24.611
19.1153,Send_HERMES,,0.026
20.6269,Receive_HERMES,,0.467
20.6273,Receive_HERMES,,0.123
24.1443,Selection_HERMES,,,1.314
29.948,Control_HERMES,,,,20.485
29.9489,Changes?_HERMES,,,,,0.288
32.5173,Control_HERMES,,,,16.511
32.5177,Changes?_HERMES,,,,,0.05
37.6373,Control_HERMES,,,,16.99
37.6376,Changes?_HERMES,,,,,0.052
42.5019,Control_HERMES,,,,16.534
42.5023,Changes?_HERMES,,,,,0.052
47.4528,Control_HERMES,,,,16.239
47.4532,Changes?_HERMES,,,,,0.061
52.7658,Control_HERMES,,,,16.01
52.7661,Changes?_HERMES,,,,,0.048
58.2492,Control_HERMES,,,,18.119
58.2496,Changes?_HERMES,,,,,0.081
63.2038,Control_HERMES,,,,17.115
63.2042,Changes?_HERMES,,,,,0.068
68.4587,Control_HERMES,,,,18.701
68.459,Changes?_HERMES,,,,,0.051
73.0807,Control_HERMES,,,,15.857
73.081,Changes?_HERMES,,,,,0.051
78.3265,Control_HERMES,,,,15.89
78.3269,Changes?_HERMES,,,,,0.05
84.0545,Control_HERMES,,,,17.9
84.0548,Changes?_HERMES,,,,,0.051
88.5982,Control_HERMES,,,,15.927
88.5985,Changes?_HERMES,,,,,0.049
94.0886,Control_HERMES,,,,16.483
94.089,Changes?_HERMES,,,,,0.054
98.911,Control_HERMES,,,,15.895
98.9113,Changes?_HERMES,,,,,0.051
104.404,Control_HERMES,,,,16.661
104.404,Changes?_HERMES,,,,,0.089
109.241,Control_HERMES,,,,16.287
109.241,Changes?_HERMES,,,,,0.051
109.244,Receive_HERMES,,0.134
114.271,Selection_HERMES,,,1.079
116.52,Control_HERMES,,,,16.6
116.52,Changes?_HERMES,,,,,0.052
119.617,Control_HERMES,,,,2.386
119.617,Changes?_HERMES,,,,,0.053
124.665,Control_HERMES,,,,2.177
124.665,Changes?_HERMES,,,,,0.049
124.918,Receive_HERMES,,0.16
129.949,Selection_HERMES,,,1.098
132.777,Control_HERMES,,,,16.764
