Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp,,
DECIDE,18.7477,,0,0,6.92957e-310,6.92957e-310,-1,-1,-1,-1,-1,,265.055,481.79,0,5,102,2,,243.134,356.829,0,4.5115,101.333,2,,507.044,834.326,0,-1,-1,2,,260.209,296.734,0,4.94117,102.333,2,,524.136,774.048,0,-1,-1,2,,502.201,648.919,0,-1,-1,2,,713.32,1127.11,0,-1,-1,4,,
Normal,29.8168,,6,6,506.596,631.204,1.24257,3,6.03068,502.201,648.919,,251.843,470.827,10000,5,94,4,,229.837,346.043,10000,4.48616,96,4,,481.68,810.87,10000,-1,-1,4,,252.722,291.161,10000,4.96526,93,4,,504.565,755.988,2000,-1,-1,4,,506.596,631.204,1.24257,-1,-1,3,,734.402,1096.03,2000,-1,-1,4,,
Normal,30.4598,,6,6,505.974,630.321,1.66667,3,0.640096,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.47137,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.96819,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,505.974,630.321,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,35.6624,,6,6,502.732,621.206,1.8,2.5,0.668006,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,95,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.44541,96.6667,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.83196,94.1667,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.732,621.206,1.8,-1,-1,2.5,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,40.6515,,6,6,505.623,629.321,1.66667,3,0.464226,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.4284,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,5.00601,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,505.623,629.321,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,45.8677,,6,6,511.068,637.341,1.66667,3,0.437137,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.57801,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.95951,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,511.068,637.341,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,51.1427,,6,6,502.831,625.944,1.66667,3,0.487754,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.40257,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.97681,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.831,625.944,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,56.4271,,6,6,512.695,639.199,1.66667,3,0.756512,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.5856,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.98434,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,512.695,639.199,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,61.2973,,6,6,502.768,622.116,1.74074,2.7,0.58404,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94.6,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.36273,96.4,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.95765,93.7,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.768,622.116,1.74074,-1,-1,2.7,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,66.5415,,6,6,503.103,627.574,1.66667,3,0.71138,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.49497,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.88584,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,503.103,627.574,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,71.4852,,6,6,511.38,637.719,1.66667,3,0.4162,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.58097,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.96271,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,511.38,637.719,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,76.7788,,6,6,504.601,628.085,1.66667,3,0.505772,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.41894,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.99533,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,504.601,628.085,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,81.9747,,6,6,502.97,623.547,1.71429,2.8,0.670633,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94.4,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.37365,96.2667,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.97005,93.4667,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.97,623.547,1.71429,-1,-1,2.8,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,86.9456,,6,6,502.273,641.427,1.64516,3.1,0.435296,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,93.8,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.60995,92.25,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.99411,92.1725,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.273,641.427,1.64516,-1,-1,3.1,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,92.3112,,6,6,502.95,626.089,1.66667,3,0.578848,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.40367,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.97806,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.95,626.089,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,97.2824,,6,6,504.126,628.815,1.66667,3,0.444409,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.50463,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.89634,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,504.126,628.815,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,102.473,,6,6,502.426,625.454,1.66667,3,0.40513,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.39882,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.97258,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,502.426,625.454,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,107.643,,6,6,506.269,630.102,1.66667,3,0.388072,502.201,648.919,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.43438,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,5.01277,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,506.269,630.102,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,116.127,,4,4,262.173,291.954,0.932388,3,2.44397,260.209,296.734,,251.843,470.827,10000,5,94,4,,231.151,347.941,10000,4.5132,96,4,,482.994,812.768,2000,-1,-1,4,,262.173,291.954,0.932388,4.98009,93,3,,505.277,756.781,2000,-1,-1,4,,484.585,633.895,2000,-1,-1,4,,736.428,1098.72,2000,-1,-1,4,,
VIOLATION,121.207,,4,4,252.516,281.568,0.932388,3,2.30358,260.209,296.734,,251.843,470.827,10000,5,94,4,,230.51,347.014,10000,4.5,96,4,,482.353,811.842,2000,-1,-1,4,,244.099,281.568,10000,4.78612,93,4,,495.942,746.395,2000,-1,-1,4,,474.609,622.583,2000,-1,-1,4,,726.452,1087.41,2000,-1,-1,4,,
DECIDE,123.301,,4,4,246.095,288.453,0.932388,3,-1,260.209,296.734,,265.055,481.79,0,5,94,2,,242.528,356.024,0,4.5,96,2,,506.438,833.521,0,-1,-1,2,,252.27,288.453,0,4.78612,93,2,,516.195,765.769,0,-1,-1,2,,493.654,639.835,0,-1,-1,2,,705.269,1118.02,0,-1,-1,4,,
VIOLATION,130.51,,4,4,262.23,292.014,0.932388,3,2.16833,252.27,288.453,,251.843,470.827,10000,5,94,4,,230.51,347.014,10000,4.5,96,4,,482.353,811.842,2000,-1,-1,4,,253.489,292.014,2000,4.98123,93,4,,505.332,756.842,2000,-1,-1,4,,483.999,633.029,2000,-1,-1,4,,735.842,1097.86,2000,-1,-1,4,,
DECIDE,133.271,,4,4,255.837,298.869,0.932388,3,-1,252.27,288.453,,265.055,481.79,0,5,94,2,,242.528,356.024,0,4.5,96,2,,506.438,833.521,0,-1,-1,2,,262.256,298.869,0,4.98123,93,2,,526.183,776.182,0,-1,-1,2,,503.642,650.249,0,-1,-1,2,,714.69,1128.43,0,-1,-1,4,,
Normal,140.356,,6,6,509.934,634.994,1.24403,3,2.05118,503.642,650.249,,251.843,470.827,10000,5,94,4,,230.51,347.014,10000,4.5,96,4,,482.353,811.842,10000,-1,-1,4,,255.254,293.979,10000,5.01802,93,4,,507.097,758.806,2000,-1,-1,4,,509.934,634.994,1.24403,-1,-1,3,,737.607,1099.82,2000,-1,-1,4,,
Normal,143.686,,6,6,506.906,632.183,1.66667,3,0.30644,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.53088,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.92487,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,506.906,632.183,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,153.337,,6,6,507.266,631.689,1.24275,3,2.34941,503.642,650.249,,251.843,470.827,10000,5,94,4,,229.046,344.899,10000,4.46988,96,4,,480.889,809.726,10000,-1,-1,4,,254.186,292.79,10000,4.99575,93,4,,506.029,757.617,2000,-1,-1,4,,507.266,631.689,1.24275,-1,-1,3,,735.074,1096.52,2000,-1,-1,4,,
Normal,156.435,,6,6,504.105,626.401,1.71429,2.8,0.32092,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94.4,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.48584,96.2667,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.87591,93.4667,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,504.105,626.401,1.71429,-1,-1,2.8,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,161.532,,6,6,504.336,629.069,1.66667,3,0.315258,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.50661,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.89849,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,504.336,629.069,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,166.599,,6,6,514.833,640.461,1.66667,3,0.287018,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.51373,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,5.10248,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,514.833,640.461,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,171.674,,6,6,504.324,618.096,1.90909,2.2,0.282956,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,95.6,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.3321,97.0667,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.92284,94.8667,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,504.324,618.096,1.90909,-1,-1,2.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,176.724,,6,6,508.066,633.589,1.66667,3,0.269448,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.54184,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.93678,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,508.066,633.589,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,181.77,,6,6,509.978,635.907,1.66667,3,0.270926,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.55991,96,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.95643,93,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,509.978,635.907,1.66667,-1,-1,3,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
Normal,186.828,,6,6,503.661,622.004,1.76923,2.6,0.285764,503.642,650.249,,6.92957e-310,6.92957e-310,1.4822e-323,5,94.8,1.9,,6.92957e-310,6.92957e-310,1.4822e-323,4.36188,96.5333,-0.2,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-2.3,,6.92957e-310,6.92957e-310,1.4822e-323,4.95668,93.9333,-4.4,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-6.5,,503.661,622.004,1.76923,-1,-1,2.6,,6.92957e-310,6.92957e-310,1.4822e-323,-1,-1,-10.7,,
