18.9314,LCA_APOLLO,25.156
18.9319,Send_APOLLO,,0.029
20.4522,Receive_APOLLO,,0.419
20.954,Receive_APOLLO,,0.258
23.976,Selection_APOLLO,,,1.355
261.251,Changes?_APOLLO,,,,,0.071
266.34,Control_APOLLO,,,,2.133
266.341,Changes?_APOLLO,,,,,0.051
271.465,Control_APOLLO,,,,2.343
271.466,Changes?_APOLLO,,,,,0.071
278.757,Control_APOLLO,,,,19.404
278.757,Changes?_APOLLO,,,,,0.082
280.971,LCA,17.446
280.971,Send_APOLLO,,0.018
286.006,Selection_APOLLO,,,0.8
288.521,Control_APOLLO,,,,17.327
288.521,Changes?_APOLLO,,,,,0.075
291.483,LCA,18.856
291.483,Send_APOLLO,,0.018
296.522,Selection_APOLLO,,,1.329
298.728,Control_APOLLO,,,,17.549
298.728,Changes?_APOLLO,,,,,0.081
302.045,Control_APOLLO,,,,2.438
302.045,Changes?_APOLLO,,,,,0.052
307.131,Control_APOLLO,,,,2.54
307.132,Changes?_APOLLO,,,,,0.076
312.165,Control_APOLLO,,,,2.061
312.166,Changes?_APOLLO,,,,,0.068
317.218,Control_APOLLO,,,,2.292
317.218,Changes?_APOLLO,,,,,0.05
322.299,Control_APOLLO,,,,2.396
322.3,Changes?_APOLLO,,,,,0.087
327.354,Control_APOLLO,,,,2.513
327.354,Changes?_APOLLO,,,,,0.079
332.433,Control_APOLLO,,,,2.328
332.433,Changes?_APOLLO,,,,,0.078
337.512,Control_APOLLO,,,,2.706
337.513,Changes?_APOLLO,,,,,0.053
342.593,Control_APOLLO,,,,2.594
342.593,Changes?_APOLLO,,,,,0.05
347.693,Control_APOLLO,,,,2.513
347.693,Changes?_APOLLO,,,,,0.075
352.741,Control_APOLLO,,,,2.142
352.742,Changes?_APOLLO,,,,,0.073
359.906,Control_APOLLO,,,,18.909
359.906,Changes?_APOLLO,,,,,0.082
362.415,LCA,18.429
362.415,Send_APOLLO,,0.021
367.454,Selection_APOLLO,,,1.07
369.779,Control_APOLLO,,,,17.406
369.779,Changes?_APOLLO,,,,,0.083
375.159,Control_APOLLO,,,,20.811
375.16,Changes?_APOLLO,,,,,0.052
377.362,LCA,18.987
377.362,Send_APOLLO,,0.081
382.394,Selection_APOLLO,,,0.967
384.692,Control_APOLLO,,,,17.986
384.693,Changes?_APOLLO,,,,,0.072
387.732,Control_APOLLO,,,,2.211
387.732,Changes?_APOLLO,,,,,0.049
392.883,Control_APOLLO,,,,2.784
392.883,Changes?_APOLLO,,,,,0.07
398.053,Control_APOLLO,,,,3.177
398.054,Changes?_APOLLO,,,,,0.073
403.139,Control_APOLLO,,,,2.538
403.14,Changes?_APOLLO,,,,,0.049
408.245,Control_APOLLO,,,,2.525
408.245,Changes?_APOLLO,,,,,0.051
413.34,Control_APOLLO,,,,2.793
413.34,Changes?_APOLLO,,,,,0.053
418.383,Control_APOLLO,,,,2.227
418.383,Changes?_APOLLO,,,,,0.053
423.423,Control_APOLLO,,,,2.322
423.424,Changes?_APOLLO,,,,,0.069
428.491,Control_APOLLO,,,,2.346
428.491,Changes?_APOLLO,,,,,0.05
435.549,Control_APOLLO,,,,18.305
435.55,Changes?_APOLLO,,,,,0.077
437.701,LCA,17.207
437.701,Send_APOLLO,,0.016
442.744,Selection_APOLLO,,,1.178
444.771,Control_APOLLO,,,,16.082
444.777,Changes?_APOLLO,,,,,0.158
448.004,Control_APOLLO,,,,2.198
448.004,Changes?_APOLLO,,,,,0.057
455.059,Control_APOLLO,,,,18.079
455.059,Changes?_APOLLO,,,,,0.053
457.002,LCA,17.034
457.002,Send_APOLLO,,0.017
457.007,Receive_APOLLO,,0.105
462.038,Selection_APOLLO,,,1.031
464.089,Control_APOLLO,,,,15.459
464.089,Changes?_APOLLO,,,,,0.092
464.092,Receive_APOLLO,,0.115
469.124,Selection_APOLLO,,,0.867
471.275,Control_APOLLO,,,,16.329
471.276,Changes?_APOLLO,,,,,0.088
474.605,Control_APOLLO,,,,2.36
474.605,Changes?_APOLLO,,,,,0.057
479.713,Control_APOLLO,,,,2.433
479.713,Changes?_APOLLO,,,,,0.073
484.818,Control_APOLLO,,,,2.32
484.819,Changes?_APOLLO,,,,,0.072
489.894,Control_APOLLO,,,,2.404
489.894,Changes?_APOLLO,,,,,0.072
494.999,Control_APOLLO,,,,2.295
494.999,Changes?_APOLLO,,,,,0.052
500.105,Control_APOLLO,,,,2.405
500.105,Changes?_APOLLO,,,,,0.069
505.202,Control_APOLLO,,,,2.381
505.202,Changes?_APOLLO,,,,,0.052
510.304,Control_APOLLO,,,,2.365
510.304,Changes?_APOLLO,,,,,0.07
515.405,Control_APOLLO,,,,2.247
515.405,Changes?_APOLLO,,,,,0.05
520.495,Control_APOLLO,,,,2.338
520.496,Changes?_APOLLO,,,,,0.067
525.588,Control_APOLLO,,,,2.304
525.589,Changes?_APOLLO,,,,,0.053
530.687,Control_APOLLO,,,,2.303
530.688,Changes?_APOLLO,,,,,0.071
535.812,Control_APOLLO,,,,2.548
535.813,Changes?_APOLLO,,,,,0.053
541.01,Control_APOLLO,,,,2.447
541.01,Changes?_APOLLO,,,,,0.084
546.086,Control_APOLLO,,,,2.213
546.087,Changes?_APOLLO,,,,,0.087
546.591,Receive_APOLLO,,0.164
551.624,Selection_APOLLO,,,1.088
554.798,Control_APOLLO,,,,18.593
554.799,Changes?_APOLLO,,,,,0.086
557.076,Control_APOLLO,,,,2.286
557.077,Changes?_APOLLO,,,,,0.074
557.078,Receive_APOLLO,,0.065
562.108,Selection_APOLLO,,,1.034
564.375,Control_APOLLO,,,,16.787
564.376,Changes?_APOLLO,,,,,0.075
567.51,Control_APOLLO,,,,2.665
567.51,Changes?_APOLLO,,,,,0.067
572.915,Control_APOLLO,,,,2.948
572.915,Changes?_APOLLO,,,,,0.078
577.86,Control_APOLLO,,,,2.944
577.861,Changes?_APOLLO,,,,,0.077
582.953,Control_APOLLO,,,,2.764
582.953,Changes?_APOLLO,,,,,0.077
588.032,Control_APOLLO,,,,2.71
588.033,Changes?_APOLLO,,,,,0.049
593.087,Control_APOLLO,,,,2.184
593.087,Changes?_APOLLO,,,,,0.062
598.177,Control_APOLLO,,,,2.242
598.178,Changes?_APOLLO,,,,,0.071
602.208,Receive_APOLLO,,0.219
607.247,Selection_APOLLO,,,0.669
609.444,Control_APOLLO,,,,16.138
609.444,Changes?_APOLLO,,,,,0.055
612.74,Control_APOLLO,,,,2.15
612.74,Changes?_APOLLO,,,,,0.074
617.8,Control_APOLLO,,,,2.22
617.801,Changes?_APOLLO,,,,,0.077
622.904,Control_APOLLO,,,,2.513
622.904,Changes?_APOLLO,,,,,0.078
626.425,Receive_APOLLO,,0.177
631.458,Selection_APOLLO,,,0.933
633.658,Control_APOLLO,,,,16.44
633.658,Changes?_APOLLO,,,,,0.051
637.049,Control_APOLLO,,,,2.44
637.049,Changes?_APOLLO,,,,,0.075
641.332,Receive_APOLLO,,0.266
646.372,Selection_APOLLO,,,0.617
648.902,Control_APOLLO,,,,16.795
648.903,Changes?_APOLLO,,,,,0.075
650.918,Receive_APOLLO,,0.209
655.952,Selection_APOLLO,,,0.967
658.677,Control_APOLLO,,,,17.503
658.678,Changes?_APOLLO,,,,,0.075
661.511,Control_APOLLO,,,,2.519
661.511,Changes?_APOLLO,,,,,0.084
666.622,Control_APOLLO,,,,2.435
666.622,Changes?_APOLLO,,,,,0.053
671.879,Control_APOLLO,,,,2.842
671.88,Changes?_APOLLO,,,,,0.097
676.698,Control_APOLLO,,,,2.372
676.698,Changes?_APOLLO,,,,,0.084
684.256,Control_APOLLO,,,,18.976
684.256,Changes?_APOLLO,,,,,0.053
686.284,LCA,17.264
686.284,Send_APOLLO,,0.018
691.315,Selection_APOLLO,,,1.039
693.729,Control_APOLLO,,,,18.289
693.73,Changes?_APOLLO,,,,,0.108
696.339,LCA,18.094
696.339,Send_APOLLO,,0.016
701.375,Selection_APOLLO,,,0.721
703.617,Control_APOLLO,,,,17.56
703.617,Changes?_APOLLO,,,,,0.122
706.655,Control_APOLLO,,,,2.244
706.655,Changes?_APOLLO,,,,,0.087
711.708,Control_APOLLO,,,,2.352
711.708,Changes?_APOLLO,,,,,0.087
716.754,Control_APOLLO,,,,2.141
716.754,Changes?_APOLLO,,,,,0.081
721.814,Control_APOLLO,,,,2.31
721.814,Changes?_APOLLO,,,,,0.098
726.868,Control_APOLLO,,,,2.387
726.868,Changes?_APOLLO,,,,,0.092
731.931,Control_APOLLO,,,,2.346
731.932,Changes?_APOLLO,,,,,0.082
738.917,Control_APOLLO,,,,17.961
738.917,Changes?_APOLLO,,,,,0.093
741.197,LCA,17.28
741.197,Send_APOLLO,,0.024
746.226,Selection_APOLLO,,,1.355
748.471,Control_APOLLO,,,,16.318
748.471,Changes?_APOLLO,,,,,0.115
751.048,LCA,17.559
751.049,Send_APOLLO,,0.024
756.079,Selection_APOLLO,,,0.996
758.532,Control_APOLLO,,,,17.233
758.533,Changes?_APOLLO,,,,,0.101
759.287,Receive_APOLLO,,0.282
759.287,Receive_APOLLO,,0.103
764.317,Selection_APOLLO,,,0.96
766.831,Control_APOLLO,,,,16.965
766.832,Changes?_APOLLO,,,,,0.085
769.347,Receive_APOLLO,,0.169
774.386,Selection_APOLLO,,,1.047
776.749,Control_APOLLO,,,,16.369
776.749,Changes?_APOLLO,,,,,0.106
779.834,Control_APOLLO,,,,2.321
779.835,Changes?_APOLLO,,,,,0.131
784.907,Control_APOLLO,,,,2.381
784.907,Changes?_APOLLO,,,,,0.087
785.663,Receive_APOLLO,,0.304
790.696,Selection_APOLLO,,,1.125
792.93,Control_APOLLO,,,,16.274
792.931,Changes?_APOLLO,,,,,0.099
795.975,Control_APOLLO,,,,2.27
795.975,Changes?_APOLLO,,,,,0.106
801.042,Control_APOLLO,,,,2.443
801.042,Changes?_APOLLO,,,,,0.094
806.084,Control_APOLLO,,,,2.292
806.084,Changes?_APOLLO,,,,,0.095
806.335,Receive_APOLLO,,0.197
811.371,Selection_APOLLO,,,0.983
813.539,Control_APOLLO,,,,16.261
813.539,Changes?_APOLLO,,,,,0.089
816.9,Control_APOLLO,,,,2.298
816.901,Changes?_APOLLO,,,,,0.116
822.004,Control_APOLLO,,,,2.366
822.004,Changes?_APOLLO,,,,,0.122
822.005,Receive_APOLLO,,0.092
827.038,Selection_APOLLO,,,0.784
829.284,Control_APOLLO,,,,16.094
829.284,Changes?_APOLLO,,,,,0.085
832.321,Control_APOLLO,,,,2.247
832.321,Changes?_APOLLO,,,,,0.107
837.368,Control_APOLLO,,,,2.185
837.368,Changes?_APOLLO,,,,,0.102
842.403,Control_APOLLO,,,,1.931
842.403,Changes?_APOLLO,,,,,0.102
847.445,Control_APOLLO,,,,2.121
847.445,Changes?_APOLLO,,,,,0.108
852.496,Control_APOLLO,,,,2.38
852.497,Changes?_APOLLO,,,,,0.102
857.53,Control_APOLLO,,,,2.112
857.531,Changes?_APOLLO,,,,,0.105
862.573,Control_APOLLO,,,,2.017
862.574,Changes?_APOLLO,,,,,0.116
867.625,Control_APOLLO,,,,2.241
867.625,Changes?_APOLLO,,,,,0.107
872.764,Control_APOLLO,,,,2.258
872.764,Changes?_APOLLO,,,,,0.108
877.944,Control_APOLLO,,,,2.745
877.944,Changes?_APOLLO,,,,,0.132
882.989,Control_APOLLO,,,,2.172
882.99,Changes?_APOLLO,,,,,0.092
888.049,Control_APOLLO,,,,2.175
888.05,Changes?_APOLLO,,,,,0.119
893.085,Control_APOLLO,,,,2.118
893.086,Changes?_APOLLO,,,,,0.099
893.591,Receive_APOLLO,,0.193
898.631,Selection_APOLLO,,,1.064
901.627,Control_APOLLO,,,,17.759
901.627,Changes?_APOLLO,,,,,0.095
903.961,Control_APOLLO,,,,2.51
903.961,Changes?_APOLLO,,,,,0.083
909.049,Control_APOLLO,,,,2.301
909.05,Changes?_APOLLO,,,,,0.103
914.159,Control_APOLLO,,,,2.434
914.159,Changes?_APOLLO,,,,,0.098
917.684,Receive_APOLLO,,0.164
922.715,Selection_APOLLO,,,0.61
925.232,Control_APOLLO,,,,16.824
925.232,Changes?_APOLLO,,,,,0.087
928.156,Control_APOLLO,,,,2.807
928.157,Changes?_APOLLO,,,,,0.116
932.183,Receive_APOLLO,,0.221
937.217,Selection_APOLLO,,,0.641
939.739,Control_APOLLO,,,,16.686
939.739,Changes?_APOLLO,,,,,0.083
941.761,Receive_APOLLO,,0.15
946.799,Selection_APOLLO,,,1.181
949.696,Control_APOLLO,,,,18.322
949.696,Changes?_APOLLO,,,,,0.086
952.238,Control_APOLLO,,,,2.194
952.238,Changes?_APOLLO,,,,,0.083
957.333,Control_APOLLO,,,,2.529
957.334,Changes?_APOLLO,,,,,0.105
962.382,Control_APOLLO,,,,2.21
962.382,Changes?_APOLLO,,,,,0.086
967.481,Control_APOLLO,,,,2.369
967.481,Changes?_APOLLO,,,,,0.082
972.532,Control_APOLLO,,,,2.393
972.532,Changes?_APOLLO,,,,,0.088
972.783,Receive_APOLLO,,0.188
977.818,Selection_APOLLO,,,1.034
980.287,Control_APOLLO,,,,16.587
980.287,Changes?_APOLLO,,,,,0.066
982.302,Receive_APOLLO,,0.189
987.337,Selection_APOLLO,,,1.11
989.942,Control_APOLLO,,,,18.361
989.943,Changes?_APOLLO,,,,,0.135
992.759,Control_APOLLO,,,,2.339
992.76,Changes?_APOLLO,,,,,0.124
997.82,Control_APOLLO,,,,2.328
997.82,Changes?_APOLLO,,,,,0.093
1002.86,Control_APOLLO,,,,2.195
1002.86,Changes?_APOLLO,,,,,0.102
