Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp
Normal,236.084,,4,4,259.683,289.275,1.66667,3,0.25031,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.683,289.275,1.66667,4.92999,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,241.181,,4,4,259.154,291.209,1.64516,3.1,0.312912,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.154,291.209,1.64516,4.96616,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,246.217,,4,4,258.733,288.254,1.66667,3,0.257878,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.733,288.254,1.66667,4.91089,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,251.306,,4,4,259.039,291.084,1.64516,3.1,0.308876,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.039,291.084,1.64516,4.96382,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,256.323,,4,4,259.068,287.917,1.68966,2.9,0.229698,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96.1333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.068,287.917,1.68966,4.9046,93.2333,2.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,261.397,,4,4,259.132,291.185,1.64516,3.1,0.269755,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.132,291.185,1.64516,4.96571,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,266.438,,4,4,260.707,290.377,1.66667,3,0.261476,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.707,290.377,1.66667,4.95059,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,271.44,,4,4,258.839,290.867,1.64516,3.1,0.221536,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.839,290.867,1.64516,4.95976,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,276.477,,4,4,258.967,291.006,1.64516,3.1,0.221058,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.967,291.006,1.64516,4.96235,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,281.63,,4,4,258.718,291.507,1.625,3.2,0.345993,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.718,291.507,1.625,4.97173,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,286.677,,4,4,259.175,296.73,1.52632,3.8,0.26429,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.55,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,90.5,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.175,296.73,1.52632,5.06958,90.405,3.8,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,291.678,,4,4,260.785,290.46,1.66667,3,0.216354,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.785,290.46,1.66667,4.95215,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,296.714,,4,4,259.096,291.146,1.64516,3.1,0.216898,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.096,291.146,1.64516,4.96497,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,301.764,,4,4,259.06,291.107,1.64516,3.1,0.230882,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.06,291.107,1.64516,4.96425,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,306.798,,4,4,259.214,291.274,1.64516,3.1,0.23258,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.214,291.274,1.64516,4.96738,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,311.873,,4,4,258.643,291.426,1.625,3.2,0.276886,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.643,291.426,1.625,4.97021,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,316.926,,4,4,260.133,289.76,1.66667,3,0.26325,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.133,289.76,1.66667,4.93905,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,321.935,,4,4,260.48,290.133,1.66667,3,0.223394,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.48,290.133,1.66667,4.94603,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,326.979,,4,4,258.939,291.747,1.625,3.2,0.242944,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.939,291.747,1.625,4.97623,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,332.011,,4,4,258.567,291.343,1.625,3.2,0.24317,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.567,291.343,1.625,4.96866,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,337.064,,4,4,259.114,291.165,1.64516,3.1,0.262322,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.114,291.165,1.64516,4.96534,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,342.092,,4,4,260.768,290.442,1.66667,3,0.242274,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.768,290.442,1.66667,4.95181,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,347.099,,4,4,258.644,291.427,1.625,3.2,0.21798,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.644,291.427,1.625,4.97023,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,352.154,,4,4,258.625,290.635,1.64516,3.1,0.227908,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.625,290.635,1.64516,4.95542,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,357.19,,4,4,259.013,291.056,1.64516,3.1,0.226836,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.013,291.056,1.64516,4.9633,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,362.231,,4,4,258.657,291.441,1.625,3.2,0.238337,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.657,291.441,1.625,4.97049,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,367.24,,4,4,259.11,291.162,1.64516,3.1,0.212056,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.11,291.162,1.64516,4.96527,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,372.373,,4,4,258.817,291.615,1.625,3.2,0.319188,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.817,291.615,1.625,4.97375,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,377.4,,4,4,258.909,287.747,1.68966,2.9,0.246088,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96.1333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.909,287.747,1.68966,4.90142,93.2333,2.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,382.412,,4,4,259.105,291.156,1.64516,3.1,0.222227,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.105,291.156,1.64516,4.96516,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,387.451,,4,4,259.066,291.113,1.64516,3.1,0.22544,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.066,291.113,1.64516,4.96436,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,392.5,,4,4,259.034,291.078,1.64516,3.1,0.239488,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.034,291.078,1.64516,4.96371,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,397.519,,4,4,258.527,291.299,1.625,3.2,0.224852,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.527,291.299,1.625,4.96784,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,402.571,,4,4,259.033,291.078,1.64516,3.1,0.239959,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.033,291.078,1.64516,4.9637,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,407.572,,4,4,258.983,291.795,1.625,3.2,0.218392,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.983,291.795,1.625,4.97712,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,412.591,,4,4,258.776,291.57,1.625,3.2,0.209842,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.776,291.57,1.625,4.97291,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,417.793,,4,4,258.671,291.456,1.625,3.2,0.381666,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.671,291.456,1.625,4.97078,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,422.811,,4,4,258.671,284.062,1.83333,2.4,0.227479,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.671,284.062,1.83333,4.83262,94.4,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,427.847,,4,4,259.184,291.241,1.64516,3.1,0.229548,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,259.184,291.241,1.64516,4.96676,92.1725,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,432.912,,4,4,258.721,291.511,1.625,3.2,0.266368,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.721,291.511,1.625,4.9718,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,437.923,,4,4,260.525,290.181,1.66667,3,0.223388,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,260.525,290.181,1.66667,4.94693,93,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,442.938,,4,4,258.604,291.383,1.625,3.2,0.20783,258.511,298.749,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5,92,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,258.604,291.383,1.625,4.96941,91.92,3.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-8.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
VIOLATION,449.932,,4,4,266.557,300.036,1.625,3.2,2.13503,258.511,298.749,,251.843,470.827,10000,5,93.6,4,,230.51,347.014,10000,4.5,92,4,,482.353,811.842,2000,-1,-1,4,,260.699,300.036,2000,5.13164,91.92,4,T,512.542,764.863,2000,-1,-1,4,,491.209,641.051,2000,-1,-1,4,,743.052,1105.88,2000,-1,-1,4
DECIDE,452.079,,4,4,258.517,308.751,1.625,3.2,-1,258.511,298.749,,263.229,484.813,0,5,93.6,2,,240.656,358.508,0,4.5,92,2,,500.654,842.127,0,-1,-1,2,,268.117,308.751,0,5.13164,91.92,2,T,528.171,791.846,0,-1,-1,2,,505.557,665.071,0,-1,-1,2,,712.6,1149.85,0,-1,-1,4
Normal,459.222,,6,6,505.991,630.753,1.24239,3,2.10805,505.557,665.071,,251.843,470.827,10000,5,94,4,,230.51,347.014,10000,4.5,96,4,,482.353,811.842,10000,-1,-1,4,,251.443,289.739,10000,4.93865,93,4,,503.286,754.566,10000,-1,-1,4,,505.991,630.753,1.24239,-1,-1,3,,733.796,1095.58,2000,-1,-1,4
Normal,462.523,,6,6,506.253,625.431,1.8,2.5,0.276508,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.47829,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.8677,94.1667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.253,625.431,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,467.574,,6,6,508.707,634.367,1.66667,3,0.269726,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5479,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94337,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.707,634.367,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,472.639,,6,6,506.253,621.566,1.86957,2.3,0.287258,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35854,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95288,94.6333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.253,621.566,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,477.766,,6,6,506.841,632.105,1.66667,3,0.33757,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53027,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92421,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.841,632.105,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
