Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp
Normal,482.826,,6,6,512.056,637.102,1.66667,3,0.272712,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.48798,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.07337,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,512.056,637.102,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,487.886,,6,6,509.149,634.903,1.66667,3,0.27981,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55208,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94791,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.149,634.903,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,492.935,,6,6,506.093,620.202,1.90909,2.2,0.268972,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34814,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94107,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.093,620.202,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,497.997,,6,6,508.961,634.675,1.66667,3,0.276422,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5503,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94598,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.961,634.675,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,503.042,,6,6,505.687,620.891,1.86957,2.3,0.268356,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35339,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94704,94.6333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.687,620.891,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,508.114,,6,6,509.145,634.898,1.66667,3,0.287838,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55204,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94787,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.145,634.898,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,513.18,,6,6,516.703,642.722,1.66667,3,0.277212,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53107,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.12208,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,516.703,642.722,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,518.236,,6,6,505.849,621.085,1.86957,2.3,0.281754,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35487,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94872,94.6333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.849,621.085,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,523.287,,6,6,507.639,633.072,1.66667,3,0.263772,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53781,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9324,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,507.639,633.072,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,528.354,,6,6,509.081,634.82,1.66667,3,0.27823,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55143,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94721,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.081,634.82,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,533.409,,6,6,505.855,619.919,1.90909,2.2,0.271306,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34599,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93862,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.855,619.919,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,538.481,,6,6,509.528,635.362,1.66667,3,0.294986,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55566,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9518,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.528,635.362,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,543.516,,6,6,507.181,632.517,1.66667,3,0.255732,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53348,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9277,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,507.181,632.517,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,548.564,,6,6,505.789,623.371,1.8,2.5,0.273306,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.3723,96.6667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.96852,94.1667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.789,623.371,1.8,-1,-1,2.5,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,553.621,,6,6,509.187,634.948,1.66667,3,0.277082,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55243,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9483,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.187,634.948,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,558.804,,6,6,506.083,620.19,1.90909,2.2,0.40052,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34805,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94097,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.083,620.19,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,563.881,,6,6,506.727,630.657,1.66667,3,0.295722,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.43862,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.01757,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.727,630.657,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,568.927,,6,6,506.841,632.105,1.66667,3,0.264506,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53027,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9242,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.841,632.105,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,574.01,,6,6,509.812,635.705,1.66667,3,0.302076,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55834,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95471,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.812,635.705,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,579.078,,6,6,505.91,630.977,1.66667,3,0.28253,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.52148,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.91465,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.91,630.977,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,584.209,,6,6,505.898,619.969,1.90909,2.2,0.353421,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34637,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93906,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.898,619.969,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,589.259,,6,6,511.367,636.268,1.66667,3,0.269524,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.48159,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.06615,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,511.367,636.268,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,594.316,,6,6,509.55,635.389,1.66667,3,0.278242,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55587,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95203,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.55,635.389,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,599.397,,6,6,505.814,619.869,1.90909,2.2,0.296766,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34561,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.93819,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.814,619.869,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,604.485,,6,6,507.002,632.3,1.66667,3,0.310374,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53179,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92586,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,507.002,632.3,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,609.632,,6,6,515.143,640.835,1.66667,3,0.365192,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5166,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.10572,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,515.143,640.835,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,614.691,,6,6,506.271,624.275,1.83333,2.4,0.277226,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.46929,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.85792,94.4,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.271,624.275,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,619.779,,6,6,508.507,634.125,1.66667,3,0.30525,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.54601,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94132,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.507,634.125,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,624.97,,6,6,505.953,617.704,2,2,0.415576,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,96,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.32911,97.3333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.91944,95.3333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,505.953,617.704,2,-1,-1,2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,630.097,,6,6,515.57,642.797,1.66667,3,0.347282,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.62066,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.00572,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,515.57,642.797,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,635.19,,6,6,512.189,637.263,1.66667,3,0.317392,505.557,665.071,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.48921,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.07476,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,512.189,637.263,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
VIOLATION,642.513,,6,6,494.892,616.171,1.66667,3,2.54442,505.557,665.071,,251.843,470.827,10000,5,94,4,,221.619,334.17,10000,4.31744,96,4,,473.462,798.997,10000,-1,-1,4,,249.882,288.002,10000,4.90618,93,4,,501.725,752.829,10000,-1,-1,4,,471.501,616.171,10000,-1,-1,4,,723.344,1081,2000,-1,-1,4
DECIDE,645.08,,6,6,474.994,640.302,1.66667,3,-1,505.557,665.071,,263.229,484.813,0,5,94,2,,231.005,345.711,0,4.31744,96,2,,490.996,829.339,0,-1,-1,2,,256.603,296.762,0,4.90618,93,2,,516.649,779.865,0,-1,-1,2,,484.377,640.302,0,-1,-1,2,,692.798,1125.09,0,-1,-1,4
Normal,652.678,,6,6,484.757,632.967,1.0894,3.9,2.56772,484.377,640.302,,251.843,470.827,10000,5,89.275,4,,232.307,349.611,10000,4.53699,90.25,4,,484.15,814.438,10000,-1,-1,4,,251.1,289.357,10000,4.93151,90.1525,4,,502.943,754.184,2000,-1,-1,4,,484.757,632.967,1.0894,-1,-1,3.9,,735.25,1097.79,2000,-1,-1,4
Normal,655.484,,6,6,495.83,617.306,1.66667,3,0.291848,484.377,640.302,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.32608,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.916,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,495.83,617.306,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
VIOLATION,663.026,,6,6,516.48,642.454,1.66667,3,2.75502,484.377,640.302,,251.843,470.827,10000,5,94,4,,231.919,349.051,10000,4.52901,96,4,,483.762,813.878,10000,-1,-1,4,,260.13,299.403,10000,5.11975,93,4,,511.973,764.23,2000,-1,-1,4,,492.049,642.454,2000,-1,-1,4,,743.892,1107.28,2000,-1,-1,4
DECIDE,665.501,,6,6,496.678,666.468,1.66667,3,-1,484.377,640.302,,263.229,484.813,0,5,94,2,,242.186,360.536,0,4.52901,96,2,,502.185,844.154,0,-1,-1,2,,267.511,308.121,0,5.11975,93,2,,527.565,791.216,0,-1,-1,2,,506.482,666.468,0,-1,-1,2,,713.445,1151.25,0,-1,-1,4
Normal,672.672,,6,6,506.621,631.176,1.24256,3,2.13397,506.482,666.468,,251.843,470.827,10000,5,94,4,,229.656,345.781,10000,4.48243,96,4,,481.499,810.608,10000,-1,-1,4,,252.932,291.396,10000,4.96965,93,4,,504.775,756.223,10000,-1,-1,4,,506.621,631.176,1.24256,-1,-1,3,,734.431,1096,2000,-1,-1,4
Normal,675.99,,6,6,506.537,622.249,1.90909,2.2,0.292612,506.482,666.468,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.6,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.45352,97.0667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.84078,94.8667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,506.537,622.249,1.90909,-1,-1,2.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,681.038,,6,6,507.106,632.426,1.66667,3,0.265452,506.482,666.468,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53277,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92692,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,507.106,632.426,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,686.152,,6,6,507.122,645.797,1.64516,3.1,0.33135,506.482,666.468,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55466,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.14875,92.1725,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,507.122,645.797,1.64516,-1,-1,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
VIOLATION,693.451,,6,6,481.843,614.296,1.64516,3.1,2.51802,506.482,666.468,,251.843,470.827,10000,5,93.8,4,,220.922,333.163,10000,4.30316,92.25,4,,472.765,797.99,10000,-1,-1,4,,249.101,287.133,10000,4.88995,92.1725,4,,500.944,751.96,10000,-1,-1,4,,470.023,614.296,10000,-1,-1,4,,721.866,1079.12,2000,-1,-1,4
DECIDE,695.713,,6,6,462.422,638.434,1.64516,3.1,-1,506.482,666.468,,263.229,484.813,0,5,93.8,2,,230.248,344.708,0,4.30316,92.25,2,,490.239,828.337,0,-1,-1,2,,255.772,295.896,0,4.88995,92.1725,2,,515.818,779,0,-1,-1,2,,482.788,638.434,0,-1,-1,2,,691.313,1123.22,0,-1,-1,4
Normal,702.789,,6,6,485.433,632.905,1.08938,3.9,2.04683,482.788,638.434,,251.843,470.827,10000,5,89.275,4,,229.86,346.076,10000,4.48663,90.25,4,,481.703,810.903,10000,-1,-1,4,,254.221,292.829,10000,4.99648,90.1525,4,,506.064,757.656,2000,-1,-1,4,,485.433,632.905,1.08938,-1,-1,3.9,,735.924,1097.73,2000,-1,-1,4
Normal,706.091,,6,6,484.485,632.621,1.51282,3.9,0.276852,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.53429,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.92858,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,484.485,632.621,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,711.182,,6,6,485.628,634.072,1.51282,3.9,0.308414,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5456,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94087,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,485.628,634.072,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,716.232,,6,6,483.531,616.386,1.64516,3.1,0.265232,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.31907,92.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.90804,92.1725,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,483.531,616.386,1.64516,-1,-1,3.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,721.281,,6,6,486.722,635.461,1.51282,3.9,0.266224,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.55643,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95264,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,486.722,635.461,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,726.341,,6,6,486.891,635.674,1.51282,3.9,0.27998,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.5581,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.95445,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,486.891,635.674,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,731.371,,6,6,484.082,620.353,1.60606,3.3,0.25214,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,93.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.34929,91.75,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94238,91.6675,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,484.082,620.353,1.60606,-1,-1,3.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,736.418,,6,6,487.824,636.859,1.51282,3.9,0.262962,482.788,638.434,,6.92639e-310,6.92639e-310,1.4822e-323,5,89.275,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.56734,90.25,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9645,90.1525,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,487.824,636.859,1.51282,-1,-1,3.9,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
