24.8184,LCA_ZEUS,34.68
24.8193,Send_ZEUS,,0.034
26.0828,Receive_ZEUS,,0.305
26.0853,Receive_ZEUS,,0.177
29.8536,Selection_ZEUS,,,1.362
37.0849,Control_ZEUS,,,,21.747
37.0867,Changes?_ZEUS,,,,,0.329
37.8143,Control_ZEUS,,,,2.769
37.8149,Changes?_ZEUS,,,,,0.083
43.2545,Control_ZEUS,,,,3.156
43.2563,Changes?_ZEUS,,,,,0.262
47.9143,Control_ZEUS,,,,2.699
47.915,Changes?_ZEUS,,,,,0.077
53.0328,Control_ZEUS,,,,2.823
53.0338,Changes?_ZEUS,,,,,0.111
58.1925,Control_ZEUS,,,,2.823
58.1937,Changes?_ZEUS,,,,,0.097
63.3414,Control_ZEUS,,,,2.98
63.3422,Changes?_ZEUS,,,,,0.089
68.4848,Control_ZEUS,,,,2.724
68.4857,Changes?_ZEUS,,,,,0.077
77.6154,Control_ZEUS,,,,21.896
77.616,Changes?_ZEUS,,,,,0.066
81.8526,LCA,21.352
81.8529,Send_ZEUS,,0.024
86.878,Selection_ZEUS,,,0.785
90.8874,Control_ZEUS,,,,17.514
90.888,Changes?_ZEUS,,,,,0.074
92.4966,Control_ZEUS,,,,2.507
92.4972,Changes?_ZEUS,,,,,0.072
97.4074,Control_ZEUS,,,,2.651
97.4079,Changes?_ZEUS,,,,,0.048
102.581,Control_ZEUS,,,,2.611
102.582,Changes?_ZEUS,,,,,0.081
107.743,Control_ZEUS,,,,2.592
107.743,Changes?_ZEUS,,,,,0.076
112.926,Control_ZEUS,,,,2.79
112.927,Changes?_ZEUS,,,,,0.076
118.14,Control_ZEUS,,,,2.639
118.14,Changes?_ZEUS,,,,,0.069
123.262,Control_ZEUS,,,,2.366
123.263,Changes?_ZEUS,,,,,0.061
131.593,Control_ZEUS,,,,18.87
131.593,Changes?_ZEUS,,,,,0.054
136.158,LCA,20.584
136.158,Send_ZEUS,,0.021
141.187,Selection_ZEUS,,,0.638
146.399,Control_ZEUS,,,,19.455
146.4,Changes?_ZEUS,,,,,0.079
146.95,Control_ZEUS,,,,2.553
146.951,Changes?_ZEUS,,,,,0.065
151.85,Control_ZEUS,,,,2.612
151.852,Changes?_ZEUS,,,,,0.21
160.697,Control_ZEUS,,,,20.297
160.698,Changes?_ZEUS,,,,,0.115
164.997,LCA,20.874
164.997,Send_ZEUS,,0.019
170.035,Selection_ZEUS,,,0.995
174.478,Control_ZEUS,,,,19.019
174.479,Changes?_ZEUS,,,,,0.105
175.688,Control_ZEUS,,,,2.485
175.688,Changes?_ZEUS,,,,,0.052
180.807,Control_ZEUS,,,,2.615
180.808,Changes?_ZEUS,,,,,0.076
189.451,Control_ZEUS,,,,20.801
189.452,Changes?_ZEUS,,,,,0.077
192.647,LCA,17.992
192.648,Send_ZEUS,,0.022
197.694,Selection_ZEUS,,,0.789
201.391,Control_ZEUS,,,,17.287
201.392,Changes?_ZEUS,,,,,0.056
203.233,Control_ZEUS,,,,2.227
203.234,Changes?_ZEUS,,,,,0.05
208.473,Control_ZEUS,,,,3.309
208.474,Changes?_ZEUS,,,,,0.056
213.569,Control_ZEUS,,,,2.256
213.569,Changes?_ZEUS,,,,,0.062
218.681,Control_ZEUS,,,,2.134
218.682,Changes?_ZEUS,,,,,0.063
227.172,Control_ZEUS,,,,18.813
227.173,Changes?_ZEUS,,,,,0.078
231.821,LCA,21.205
231.821,Send_ZEUS,,0.024
236.844,Selection_ZEUS,,,1.038
241.413,Control_ZEUS,,,,18.613
241.414,Changes?_ZEUS,,,,,0.08
246.353,Control_ZEUS,,,,20.466
246.353,Changes?_ZEUS,,,,,0.074
249.987,LCA,19.604
249.987,Send_ZEUS,,0.021
255.01,Selection_ZEUS,,,1.104
258.942,Control_ZEUS,,,,18.084
258.943,Changes?_ZEUS,,,,,0.074
260.771,Control_ZEUS,,,,2.53
260.771,Changes?_ZEUS,,,,,0.061
269.218,Control_ZEUS,,,,20.497
269.219,Changes?_ZEUS,,,,,0.054
272.82,LCA,19.825
272.82,Send_ZEUS,,0.028
277.843,Selection_ZEUS,,,0.795
281.704,Control_ZEUS,,,,18.275
281.705,Changes?_ZEUS,,,,,0.085
283.514,Control_ZEUS,,,,2.521
283.515,Changes?_ZEUS,,,,,0.083
288.406,Control_ZEUS,,,,2.521
288.406,Changes?_ZEUS,,,,,0.054
293.51,Control_ZEUS,,,,2.283
293.511,Changes?_ZEUS,,,,,0.059
298.624,Control_ZEUS,,,,2.548
298.624,Changes?_ZEUS,,,,,0.057
303.722,Control_ZEUS,,,,2.292
303.723,Changes?_ZEUS,,,,,0.084
308.817,Control_ZEUS,,,,2.211
308.818,Changes?_ZEUS,,,,,0.076
317.145,Control_ZEUS,,,,19.86
317.146,Changes?_ZEUS,,,,,0.069
320.242,LCA,18.12
320.242,Send_ZEUS,,0.016
325.267,Selection_ZEUS,,,0.991
328.955,Control_ZEUS,,,,17.725
328.956,Changes?_ZEUS,,,,,0.056
330.821,Control_ZEUS,,,,2.223
330.821,Changes?_ZEUS,,,,,0.09
335.962,Control_ZEUS,,,,2.366
335.963,Changes?_ZEUS,,,,,0.063
341.058,Control_ZEUS,,,,2.275
341.058,Changes?_ZEUS,,,,,0.057
349.328,Control_ZEUS,,,,18.988
349.329,Changes?_ZEUS,,,,,0.055
352.513,LCA,18.174
352.513,Send_ZEUS,,0.033
357.537,Selection_ZEUS,,,1.479
361.155,Control_ZEUS,,,,17.039
361.156,Changes?_ZEUS,,,,,0.083
363.139,Control_ZEUS,,,,2.378
363.14,Changes?_ZEUS,,,,,0.105
368.245,Control_ZEUS,,,,2.365
368.246,Changes?_ZEUS,,,,,0.05
373.335,Control_ZEUS,,,,2.248
373.336,Changes?_ZEUS,,,,,0.063
378.456,Control_ZEUS,,,,2.369
378.457,Changes?_ZEUS,,,,,0.07
383.67,Control_ZEUS,,,,3.372
383.67,Changes?_ZEUS,,,,,0.053
388.785,Control_ZEUS,,,,2.455
388.785,Changes?_ZEUS,,,,,0.054
393.883,Control_ZEUS,,,,2.489
393.884,Changes?_ZEUS,,,,,0.057
399.018,Control_ZEUS,,,,2.363
399.019,Changes?_ZEUS,,,,,0.075
404.246,Control_ZEUS,,,,2.65
404.247,Changes?_ZEUS,,,,,0.062
409.334,Control_ZEUS,,,,2.245
409.335,Changes?_ZEUS,,,,,0.063
414.425,Control_ZEUS,,,,2.286
414.427,Changes?_ZEUS,,,,,0.269
419.533,Control_ZEUS,,,,2.392
419.533,Changes?_ZEUS,,,,,0.057
424.664,Control_ZEUS,,,,2.583
424.664,Changes?_ZEUS,,,,,0.071
429.765,Control_ZEUS,,,,2.366
429.765,Changes?_ZEUS,,,,,0.055
434.854,Control_ZEUS,,,,2.299
434.855,Changes?_ZEUS,,,,,0.05
439.96,Control_ZEUS,,,,2.515
439.961,Changes?_ZEUS,,,,,0.054
445.065,Control_ZEUS,,,,2.551
445.066,Changes?_ZEUS,,,,,0.066
450.179,Control_ZEUS,,,,2.658
450.18,Changes?_ZEUS,,,,,0.057
455.263,Control_ZEUS,,,,2.402
455.264,Changes?_ZEUS,,,,,0.083
460.378,Control_ZEUS,,,,2.399
460.379,Changes?_ZEUS,,,,,0.054
468.86,Control_ZEUS,,,,19.363
468.861,Changes?_ZEUS,,,,,0.111
471.92,LCA,18.219
471.92,Send_ZEUS,,0.016
476.949,Selection_ZEUS,,,0.738
480.704,Control_ZEUS,,,,17.477
480.704,Changes?_ZEUS,,,,,0.084
482.445,Control_ZEUS,,,,2.473
482.445,Changes?_ZEUS,,,,,0.064
487.315,Control_ZEUS,,,,2.605
487.316,Changes?_ZEUS,,,,,0.056
492.412,Control_ZEUS,,,,2.406
492.413,Changes?_ZEUS,,,,,0.055
500.714,Control_ZEUS,,,,18.984
500.714,Changes?_ZEUS,,,,,0.052
503.835,LCA,18.387
503.836,Send_ZEUS,,0.052
508.878,Selection_ZEUS,,,0.768
512.331,Control_ZEUS,,,,17.248
512.332,Changes?_ZEUS,,,,,0.076
517.921,Control_ZEUS,,,,19.903
517.921,Changes?_ZEUS,,,,,0.068
522.134,LCA,20.938
522.135,Send_ZEUS,,0.019
527.16,Selection_ZEUS,,,0.69
530.587,Control_ZEUS,,,,17.209
530.588,Changes?_ZEUS,,,,,0.111
535.948,LCA,21.512
535.948,Send_ZEUS,,0.021
540.971,Selection_ZEUS,,,1.181
544.87,Control_ZEUS,,,,18.154
544.871,Changes?_ZEUS,,,,,0.076
546.603,Control_ZEUS,,,,2.384
546.604,Changes?_ZEUS,,,,,0.071
551.743,Control_ZEUS,,,,2.497
551.744,Changes?_ZEUS,,,,,0.058
557.009,Control_ZEUS,,,,3.134
557.01,Changes?_ZEUS,,,,,0.071
561.852,Control_ZEUS,,,,2.321
561.853,Changes?_ZEUS,,,,,0.071
566.98,Control_ZEUS,,,,2.622
566.98,Changes?_ZEUS,,,,,0.072
572.081,Control_ZEUS,,,,2.395
572.081,Changes?_ZEUS,,,,,0.061
577.193,Control_ZEUS,,,,2.617
577.194,Changes?_ZEUS,,,,,0.068
582.291,Control_ZEUS,,,,2.403
582.291,Changes?_ZEUS,,,,,0.063
587.43,Control_ZEUS,,,,2.354
587.43,Changes?_ZEUS,,,,,0.057
592.555,Control_ZEUS,,,,2.619
592.556,Changes?_ZEUS,,,,,0.079
597.649,Control_ZEUS,,,,2.289
597.649,Changes?_ZEUS,,,,,0.06
602.807,Control_ZEUS,,,,2.622
602.808,Changes?_ZEUS,,,,,0.078
607.911,Control_ZEUS,,,,2.353
607.912,Changes?_ZEUS,,,,,0.088
613.007,Control_ZEUS,,,,2.252
613.008,Changes?_ZEUS,,,,,0.064
618.138,Control_ZEUS,,,,2.401
618.138,Changes?_ZEUS,,,,,0.064
623.251,Control_ZEUS,,,,2.443
623.251,Changes?_ZEUS,,,,,0.058
628.364,Control_ZEUS,,,,2.42
628.365,Changes?_ZEUS,,,,,0.072
633.442,Control_ZEUS,,,,2.196
633.443,Changes?_ZEUS,,,,,0.076
638.535,Control_ZEUS,,,,2.356
638.535,Changes?_ZEUS,,,,,0.065
643.634,Control_ZEUS,,,,2.5
643.634,Changes?_ZEUS,,,,,0.07
648.741,Control_ZEUS,,,,2.308
648.741,Changes?_ZEUS,,,,,0.066
653.854,Control_ZEUS,,,,2.329
653.855,Changes?_ZEUS,,,,,0.097
658.935,Control_ZEUS,,,,2.244
658.935,Changes?_ZEUS,,,,,0.056
664.131,Control_ZEUS,,,,2.614
664.131,Changes?_ZEUS,,,,,0.075
669.217,Control_ZEUS,,,,2.392
669.217,Changes?_ZEUS,,,,,0.068
674.311,Control_ZEUS,,,,2.567
674.311,Changes?_ZEUS,,,,,0.074
679.426,Control_ZEUS,,,,2.278
679.427,Changes?_ZEUS,,,,,0.073
684.521,Control_ZEUS,,,,2.143
684.522,Changes?_ZEUS,,,,,0.055
689.621,Control_ZEUS,,,,2.244
689.623,Changes?_ZEUS,,,,,0.101
694.724,Control_ZEUS,,,,2.319
694.724,Changes?_ZEUS,,,,,0.057
699.795,Control_ZEUS,,,,2.552
699.796,Changes?_ZEUS,,,,,0.069
704.886,Control_ZEUS,,,,2.344
704.886,Changes?_ZEUS,,,,,0.072
709.974,Control_ZEUS,,,,2.234
709.975,Changes?_ZEUS,,,,,0.062
715.049,Control_ZEUS,,,,2.259
715.05,Changes?_ZEUS,,,,,0.061
720.128,Control_ZEUS,,,,2.249
720.129,Changes?_ZEUS,,,,,0.069
725.22,Control_ZEUS,,,,2.284
725.221,Changes?_ZEUS,,,,,0.07
730.305,Control_ZEUS,,,,2.456
730.306,Changes?_ZEUS,,,,,0.079
735.409,Control_ZEUS,,,,2.262
735.41,Changes?_ZEUS,,,,,0.066
740.548,Control_ZEUS,,,,2.492
740.549,Changes?_ZEUS,,,,,0.08
745.647,Control_ZEUS,,,,2.239
745.647,Changes?_ZEUS,,,,,0.07
750.767,Control_ZEUS,,,,2.326
750.767,Changes?_ZEUS,,,,,0.064
755.873,Control_ZEUS,,,,2.276
755.874,Changes?_ZEUS,,,,,0.061
760.985,Control_ZEUS,,,,2.376
760.986,Changes?_ZEUS,,,,,0.082
766.149,Control_ZEUS,,,,2.28
766.149,Changes?_ZEUS,,,,,0.077
771.31,Control_ZEUS,,,,2.523
