20.5639,LCA_ZEUS,28.612
20.5644,Send_ZEUS,,0.024
22.0752,Receive_ZEUS,,0.481
22.0757,Receive_ZEUS,,0.143
25.603,Selection_ZEUS,,,1.281
30.066,Control_ZEUS,,,,19.536
30.067,Changes?_ZEUS,,,,,0.304
31.2084,Control_ZEUS,,,,2.667
31.2088,Changes?_ZEUS,,,,,0.075
36.3919,Control_ZEUS,,,,2.503
36.3923,Changes?_ZEUS,,,,,0.056
41.4614,Control_ZEUS,,,,2.417
41.4618,Changes?_ZEUS,,,,,0.073
46.5852,Control_ZEUS,,,,2.562
46.5857,Changes?_ZEUS,,,,,0.095
51.7301,Control_ZEUS,,,,2.732
51.7305,Changes?_ZEUS,,,,,0.075
57.0116,Control_ZEUS,,,,2.499
57.012,Changes?_ZEUS,,,,,0.065
61.8624,Control_ZEUS,,,,2.503
61.8629,Changes?_ZEUS,,,,,0.07
67.1249,Control_ZEUS,,,,2.752
67.1253,Changes?_ZEUS,,,,,0.091
71.9785,Control_ZEUS,,,,2.454
71.979,Changes?_ZEUS,,,,,0.069
77.1094,Control_ZEUS,,,,2.577
77.1097,Changes?_ZEUS,,,,,0.051
82.3526,Control_ZEUS,,,,2.896
82.3532,Changes?_ZEUS,,,,,0.081
87.1564,Control_ZEUS,,,,2.426
87.1568,Changes?_ZEUS,,,,,0.078
92.5754,Control_ZEUS,,,,3.319
92.5759,Changes?_ZEUS,,,,,0.075
97.3571,Control_ZEUS,,,,2.364
97.3575,Changes?_ZEUS,,,,,0.069
102.402,Control_ZEUS,,,,2.32
102.402,Changes?_ZEUS,,,,,0.064
107.424,Control_ZEUS,,,,2.396
107.425,Changes?_ZEUS,,,,,0.083
112.459,Control_ZEUS,,,,2.34
112.459,Changes?_ZEUS,,,,,0.06
117.485,Control_ZEUS,,,,2.422
117.485,Changes?_ZEUS,,,,,0.054
122.505,Control_ZEUS,,,,2.327
122.505,Changes?_ZEUS,,,,,0.05
127.528,Control_ZEUS,,,,2.216
127.528,Changes?_ZEUS,,,,,0.062
132.62,Control_ZEUS,,,,2.459
132.62,Changes?_ZEUS,,,,,0.082
137.652,Control_ZEUS,,,,2.362
137.652,Changes?_ZEUS,,,,,0.053
142.677,Control_ZEUS,,,,2.418
