29.987384,,-1.000000,-1.000000,-1.000000,,3.500000,4.433538,3.986117,,
30.923990,,3.500000,4.433538,3.986117,,3.500000,4.514255,3.925439,,
36.174928,,3.500000,4.514255,3.925439,,3.500000,4.601725,4.026509,,
41.346289,,3.500000,4.601725,4.026509,,3.500000,4.383976,4.002760,,
46.541863,,3.500000,4.383976,4.002760,,3.500000,4.445618,3.865755,,
51.786375,,3.500000,4.445618,3.865755,,3.500000,4.419362,4.035070,,
57.096521,,3.500000,4.419362,4.035070,,3.500000,4.577705,4.005492,,
61.984087,,3.500000,4.577705,4.005492,,3.500000,4.355120,3.959200,,
67.239934,,3.500000,4.355120,3.959200,,3.500000,4.476331,3.892462,,
72.133716,,3.500000,4.476331,3.892462,,3.500000,4.596165,3.996665,,
77.348331,,3.500000,4.596165,3.996665,,3.500000,4.470962,4.082182,,
82.512205,,3.500000,4.470962,4.082182,,3.500000,4.410484,3.835203,,
87.622773,,3.500000,4.410484,3.835203,,3.500000,4.456763,4.069219,,
92.928008,,3.500000,4.456763,4.069219,,3.500000,4.493810,3.907661,,
97.774991,,3.500000,4.493810,3.907661,,3.500000,4.560946,3.966040,,
102.899628,,3.500000,4.560946,3.966040,,3.500000,4.303770,4.108144,,
108.026589,,3.500000,4.303770,4.108144,,3.500000,4.487706,3.902353,,
113.131001,,3.500000,4.487706,3.902353,,3.500000,4.490909,3.905138,,
118.243318,,3.500000,4.490909,3.905138,,3.500000,4.504331,4.112650,,
123.345557,,3.500000,4.504331,4.112650,,3.500000,4.501354,3.914221,,
128.481070,,3.500000,4.501354,3.914221,,3.500000,4.503401,3.916001,,
133.639690,,3.500000,4.503401,3.916001,,3.500000,4.477159,4.087841,,
138.784117,,3.500000,4.477159,4.087841,,3.500000,4.460360,3.878574,,
143.917574,,3.500000,4.460360,3.878574,,3.500000,4.449324,4.062426,,
149.025780,,3.500000,4.449324,4.062426,,3.500000,4.497960,3.911270,,
154.342334,,3.500000,4.497960,3.911270,,3.500000,4.318306,3.925732,,
159.245516,,3.500000,4.318306,3.925732,,3.500000,4.536474,3.944760,,
164.354225,,3.500000,4.536474,3.944760,,3.500000,4.457899,4.070255,,
169.465207,,3.500000,4.457899,4.070255,,3.500000,4.503441,3.916036,,
