39.116448,,-1.000000,-1.000000,-1.000000,,5.000000,3.998146,4.424178,,
42.251285,,5.000000,3.998146,4.424178,,5.000000,3.897683,4.497327,,
52.439208,,5.000000,3.897683,4.497327,,5.000000,4.030697,4.423936,,
62.409071,,5.000000,4.030697,4.423936,,5.000000,3.925756,4.514620,,
72.637126,,5.000000,3.925756,4.514620,,5.000000,4.005511,4.396293,,
82.875711,,5.000000,4.005511,4.396293,,5.000000,3.914831,4.502056,,
93.141210,,5.000000,3.914831,4.502056,,5.000000,4.005929,4.396751,,
103.227076,,5.000000,4.005929,4.396751,,5.000000,4.002983,4.491152,,
113.725170,,5.000000,4.002983,4.491152,,5.000000,3.958874,4.453734,,
123.416908,,5.000000,3.958874,4.453734,,5.000000,3.999544,4.399499,,
133.757966,,5.000000,3.999544,4.399499,,5.000000,3.914046,4.501153,,
143.643636,,5.000000,3.914046,4.501153,,5.000000,3.973961,4.470707,,
153.819305,,5.000000,3.973961,4.470707,,5.000000,4.060150,4.456263,,
164.019185,,5.000000,4.060150,4.456263,,5.000000,3.912269,4.401303,,
174.279048,,5.000000,3.912269,4.401303,,5.000000,4.007816,4.496574,,
184.276819,,5.000000,4.007816,4.496574,,5.000000,4.013158,4.404685,,
194.349829,,5.000000,4.013158,4.404685,,5.000000,3.998182,4.497955,,
204.439284,,5.000000,3.998182,4.497955,,5.000000,3.964510,4.460073,,
214.516932,,5.000000,3.964510,4.460073,,5.000000,3.972068,4.468576,,
224.631265,,5.000000,3.972068,4.468576,,5.000000,3.966808,4.462659,,
234.725518,,5.000000,3.966808,4.462659,,5.000000,4.044865,4.439486,,
244.853514,,5.000000,4.044865,4.439486,,5.000000,3.968589,4.365448,,
254.914172,,5.000000,3.968589,4.365448,,5.000000,3.944895,4.536629,,
265.386967,,5.000000,3.944895,4.536629,,5.000000,3.982015,4.380217,,
275.168799,,5.000000,3.982015,4.380217,,5.000000,4.010770,4.499888,,
285.243733,,5.000000,4.010770,4.499888,,5.000000,3.984885,4.383373,,
295.352256,,5.000000,3.984885,4.383373,,5.000000,3.972619,4.469197,,
305.516953,,5.000000,3.972619,4.469197,,5.000000,3.960067,3.465058,,
318.854706,,5.000000,3.960067,3.465058,,5.000000,3.937117,2.460698,,
325.674215,,5.000000,3.937117,2.460698,,4.957693,3.966155,2.478847,,
335.665395,,4.957693,3.966155,2.478847,,4.961073,4.068080,2.480536,,
346.016531,,4.961073,4.068080,2.480536,,5.078710,3.906700,2.441687,,
356.010641,,5.078710,3.906700,2.441687,,4.952198,3.961758,2.476099,,
366.249831,,4.952198,3.961758,2.476099,,4.975831,4.000178,2.536698,,
376.523416,,4.975831,4.000178,2.536698,,4.976672,4.000854,2.439545,,
386.536497,,4.976672,4.000854,2.439545,,4.983716,3.986973,2.491858,,
396.779602,,4.983716,3.986973,2.491858,,5.073896,4.000572,2.439373,,
410.311069,,5.073896,4.000572,2.439373,,4.984197,4.006903,3.811445,,
417.004309,,4.984197,4.006903,3.811445,,5.000000,3.899433,4.499346,,
427.224157,,5.000000,3.899433,4.499346,,5.000000,4.010072,4.401298,,
437.613616,,5.000000,4.010072,4.401298,,5.000000,4.001643,4.489648,,
447.655208,,5.000000,4.001643,4.489648,,5.000000,3.946128,4.439394,,
457.751041,,5.000000,3.946128,4.439394,,5.000000,3.983888,4.382277,,
467.760692,,5.000000,3.983888,4.382277,,5.000000,3.964824,4.460427,,
477.784623,,5.000000,3.964824,4.460427,,5.000000,3.997511,4.497199,,
487.749535,,5.000000,3.997511,4.497199,,5.000000,3.995497,4.395047,,
498.001980,,5.000000,3.995497,4.395047,,5.000000,4.013439,4.502883,,
507.997478,,5.000000,4.013439,4.502883,,5.000000,3.892806,4.391883,,
518.010252,,5.000000,3.892806,4.391883,,5.000000,3.998858,4.498715,,
528.007772,,5.000000,3.998858,4.498715,,5.000000,3.996991,4.496614,,
538.242527,,5.000000,3.996991,4.496614,,5.000000,4.009217,4.400361,,
548.489230,,5.000000,4.009217,4.400361,,5.000000,3.901757,4.487021,,
558.711779,,5.000000,3.901757,4.487021,,5.000000,4.012241,4.403679,,
568.936482,,5.000000,4.012241,4.403679,,5.000000,4.005581,4.494066,,
579.182916,,5.000000,4.005581,4.494066,,5.000000,3.910468,4.399277,,
589.526391,,5.000000,3.910468,4.399277,,5.000000,4.000827,4.488732,,
599.551016,,5.000000,4.000827,4.488732,,5.000000,3.956711,4.451300,,
609.568253,,5.000000,3.956711,4.451300,,5.000000,3.996367,4.495913,,
619.541385,,5.000000,3.996367,4.495913,,5.000000,3.990259,4.389285,,
629.809887,,5.000000,3.990259,4.389285,,5.000000,4.014952,4.504580,,
639.795550,,5.000000,4.014952,4.504580,,5.000000,3.897135,4.396768,,
649.999079,,5.000000,3.897135,4.396768,,5.000000,4.005444,4.493913,,
660.240963,,5.000000,4.005444,4.493913,,5.000000,4.011482,4.402846,,
670.224294,,5.000000,4.011482,4.402846,,5.000000,3.999497,4.499434,,
680.466633,,5.000000,3.999497,4.499434,,5.000000,4.008044,4.399072,,
690.684412,,5.000000,4.008044,4.399072,,5.000000,3.913805,4.500875,,
700.927794,,5.000000,3.913805,4.500875,,5.000000,3.999303,4.487023,,
711.195260,,5.000000,3.999303,4.487023,,5.000000,4.008960,4.400078,,
721.499864,,5.000000,4.008960,4.400078,,5.000000,4.003905,4.492187,,
731.488533,,5.000000,4.003905,4.492187,,5.000000,3.968464,4.464522,,
741.507052,,5.000000,3.968464,4.464522,,5.000000,3.998148,4.397963,,
751.518201,,5.000000,3.998148,4.397963,,5.000000,3.995459,4.494891,,
761.583708,,5.000000,3.995459,4.494891,,5.000000,3.891053,4.389906,,
771.570542,,5.000000,3.891053,4.389906,,5.000000,3.976029,4.473033,,
781.828355,,5.000000,3.976029,4.473033,,5.000000,4.013103,4.502506,,
791.836486,,5.000000,4.013103,4.502506,,5.000000,3.991316,4.390448,,
801.861950,,5.000000,3.991316,4.390448,,5.000000,3.995582,4.495030,,
812.065838,,5.000000,3.995582,4.495030,,5.000000,4.002990,4.393526,,
822.290807,,5.000000,4.002990,4.393526,,5.000000,3.909941,4.496432,,
832.505319,,5.000000,3.909941,4.496432,,5.000000,4.015974,4.407777,,
842.746206,,5.000000,4.015974,4.407777,,5.000000,3.915916,4.503303,,
852.752415,,5.000000,3.915916,4.503303,,5.000000,3.991859,4.391045,,
862.996361,,5.000000,3.991859,4.391045,,5.000000,3.999116,4.486813,,
873.230794,,5.000000,3.999116,4.486813,,5.000000,4.007321,4.398279,,
883.467189,,5.000000,4.007321,4.398279,,5.000000,4.007635,4.496371,,
893.755816,,5.000000,4.007635,4.496371,,5.000000,3.915580,4.405027,,
903.727441,,5.000000,3.915580,4.405027,,5.000000,3.974660,4.471493,,
913.968329,,5.000000,3.974660,4.471493,,5.000000,4.012408,4.501726,,
924.204520,,5.000000,4.012408,4.501726,,5.000000,4.001283,4.391652,,
934.432118,,5.000000,4.001283,4.391652,,5.000000,4.014403,4.503964,,
944.457465,,5.000000,4.014403,4.503964,,5.000000,3.884954,4.383026,,
954.480475,,5.000000,3.884954,4.383026,,5.000000,3.986983,4.485356,,
964.498967,,5.000000,3.986983,4.485356,,5.000000,3.992849,4.392134,,
974.542622,,5.000000,3.992849,4.392134,,5.000000,3.881444,4.478589,,
984.575372,,5.000000,3.881444,4.478589,,5.000000,3.988577,4.387434,,
994.615489,,5.000000,3.988577,4.387434,,5.000000,3.986677,4.385345,,
1008.491483,,5.000000,3.986677,4.385345,,5.000000,3.885154,2.888961,,
1017.876902,Failure(0.002000),5.000000,3.885154,2.888961,,4.967163,3.973731,0.002000,VIOLATION,
1029.251854,,4.967163,3.973731,0.002000,,4.935998,3.999861,0.002000,,
1036.408593,,4.935998,3.999861,0.002000,,5.000000,3.992761,0.002000,,
1046.632432,,5.000000,3.992761,0.002000,,5.000000,3.911584,0.002000,,
1056.843258,,5.000000,3.911584,0.002000,,5.000000,4.010122,0.002000,,
1067.071136,,5.000000,4.010122,0.002000,,5.000000,3.919312,0.002000,,
1077.294574,,5.000000,3.919312,0.002000,,5.000000,4.012482,0.002000,,
1087.424133,,5.000000,4.012482,0.002000,,5.000000,3.935287,0.002000,,
1097.706955,,5.000000,3.935287,0.002000,,5.000000,3.916512,0.002000,,
1107.717957,,5.000000,3.916512,0.002000,,5.000000,3.987198,0.003000,,
1117.923771,,5.000000,3.987198,0.003000,,5.000000,4.001742,0.003000,,
1128.106079,,5.000000,4.001742,0.003000,,5.000000,3.922606,0.003000,,
1138.326810,,5.000000,3.922606,0.003000,,5.000000,4.020610,0.004000,,
1148.601328,Recover(4.502124),5.000000,4.020610,0.004000,,5.000000,3.914891,4.502124,INTERNAL,
1163.501387,,5.000000,3.914891,4.502124,,5.000000,3.999286,4.389461,,
1168.991908,,5.000000,3.999286,4.389461,,5.000000,3.959062,4.453945,,
1179.004057,,5.000000,3.959062,4.453945,,5.000000,3.888595,4.387133,,
1189.074253,,5.000000,3.888595,4.387133,,5.000000,3.979106,4.476495,,
1199.091064,,5.000000,3.979106,4.476495,,5.000000,3.989129,4.388042,,
1209.139651,,5.000000,3.989129,4.388042,,5.000000,3.877012,4.473475,,
1219.159919,,5.000000,3.877012,4.473475,,5.000000,3.995073,4.394580,,
1229.203787,,5.000000,3.995073,4.394580,,5.000000,3.983868,4.481852,,
1239.226130,,5.000000,3.983868,4.481852,,5.000000,3.888211,4.386700,,
