19.0755,LCA_HERMES,24.866
19.076,Send_HERMES,,0.026
20.3394,Receive_HERMES,,0.371
20.8435,Receive_HERMES,,0.215
24.1115,Selection_HERMES,,,1.454
28.7029,Control_HERMES,,,,19.465
28.7037,Changes?_HERMES,,,,,0.239
31.7885,Control_HERMES,,,,16.636
31.7889,Changes?_HERMES,,,,,0.061
36.88,Control_HERMES,,,,16.943
36.8804,Changes?_HERMES,,,,,0.065
42.1594,Control_HERMES,,,,17.272
42.1598,Changes?_HERMES,,,,,0.065
46.6657,Control_HERMES,,,,16.131
46.6665,Changes?_HERMES,,,,,0.088
46.9216,Receive_HERMES,,0.198
51.9584,Selection_HERMES,,,0.743
54.7028,Control_HERMES,,,,16.966
54.7031,Changes?_HERMES,,,,,0.053
59.0541,Control_HERMES,,,,16.014
59.0544,Changes?_HERMES,,,,,0.05
64.94,Control_HERMES,,,,17.209
64.9404,Changes?_HERMES,,,,,0.067
69.2238,Control_HERMES,,,,16.011
69.2241,Changes?_HERMES,,,,,0.05
69.2264,Receive_HERMES,,0.094
74.2622,Selection_HERMES,,,0.734
76.3863,Control_HERMES,,,,15.761
76.3866,Changes?_HERMES,,,,,0.055
79.6275,Control_HERMES,,,,2.362
79.6278,Changes?_HERMES,,,,,0.062
86.7879,Control_HERMES,,,,18.77
86.7882,Changes?_HERMES,,,,,0.052
88.8436,LCA,17.259
88.8438,Send_HERMES,,0.02
88.846,Receive_HERMES,,0.081
93.8831,Selection_HERMES,,,1.038
95.9122,Control_HERMES,,,,15.67
95.9125,Changes?_HERMES,,,,,0.05
100.894,Control_HERMES,,,,15.734
100.894,Changes?_HERMES,,,,,0.085
106.16,Control_HERMES,,,,15.586
106.16,Changes?_HERMES,,,,,0.051
111.101,Control_HERMES,,,,15.597
111.101,Changes?_HERMES,,,,,0.076
116.341,Control_HERMES,,,,14.945
116.341,Changes?_HERMES,,,,,0.071
121.59,Control_HERMES,,,,15.585
121.59,Changes?_HERMES,,,,,0.07
126.712,Control_HERMES,,,,16.259
126.712,Changes?_HERMES,,,,,0.05
127.219,Receive_HERMES,,0.256
132.258,Selection_HERMES,,,0.883
136.437,Control_HERMES,,,,18.927
136.438,Changes?_HERMES,,,,,0.073
138.912,LCA,19.678
138.912,Send_HERMES,,0.032
138.914,Receive_HERMES,,0.079
143.946,Selection_HERMES,,,1.21
148.186,Control_HERMES,,,,20.114
148.187,Changes?_HERMES,,,,,0.079
152.092,Control_HERMES,,,,21.65
152.093,Changes?_HERMES,,,,,0.089
