20.2586,LCA_HERMES,27.076
20.259,Send_HERMES,,0.024
21.5163,Receive_HERMES,,0.721
22.0175,Receive_HERMES,,0.206
25.2905,Selection_HERMES,,,1.37
31.4381,Control_HERMES,,,,22.98
31.4388,Changes?_HERMES,,,,,0.241
34.0961,Control_HERMES,,,,17.132
34.0964,Changes?_HERMES,,,,,0.052
39.214,Control_HERMES,,,,17.31
39.2145,Changes?_HERMES,,,,,0.067
44.0458,Control_HERMES,,,,16.7
44.0461,Changes?_HERMES,,,,,0.049
49.432,Control_HERMES,,,,17.72
49.4325,Changes?_HERMES,,,,,0.07
54.1682,Control_HERMES,,,,16.991
54.1686,Changes?_HERMES,,,,,0.053
54.171,Receive_HERMES,,0.081
59.1981,Selection_HERMES,,,0.784
61.8339,Control_HERMES,,,,17.44
61.8343,Changes?_HERMES,,,,,0.073
64.223,LCA,17.815
64.2232,Send_HERMES,,0.022
69.253,Selection_HERMES,,,0.829
71.3584,Control_HERMES,,,,16.778
71.3588,Changes?_HERMES,,,,,0.055
71.3608,Receive_HERMES,,0.104
76.3915,Selection_HERMES,,,1.307
78.7372,Control_HERMES,,,,18.372
78.7377,Changes?_HERMES,,,,,0.069
83.9977,Control_HERMES,,,,20.461
83.9992,Changes?_HERMES,,,,,0.257
86.2467,LCA,19.283
86.2468,Send_HERMES,,0.018
91.2831,Selection_HERMES,,,1.188
93.853,Control_HERMES,,,,19.366
93.8534,Changes?_HERMES,,,,,0.066
98.5415,Control_HERMES,,,,17.875
98.5419,Changes?_HERMES,,,,,0.049
103.722,Control_HERMES,,,,17.397
103.723,Changes?_HERMES,,,,,0.076
109.083,Control_HERMES,,,,17.291
109.084,Changes?_HERMES,,,,,0.078
109.085,Receive_HERMES,,0.081
114.115,Selection_HERMES,,,0.731
116.78,Control_HERMES,,,,17.291
116.781,Changes?_HERMES,,,,,0.051
121.425,Control_HERMES,,,,17.132
121.426,Changes?_HERMES,,,,,0.057
126.561,Control_HERMES,,,,16.64
126.561,Changes?_HERMES,,,,,0.068
131.696,Control_HERMES,,,,17.274
131.696,Changes?_HERMES,,,,,0.053
136.782,Control_HERMES,,,,17.007
136.784,Changes?_HERMES,,,,,0.309
141.89,Control_HERMES,,,,16.901
141.89,Changes?_HERMES,,,,,0.084
147.173,Control_HERMES,,,,17.967
147.174,Changes?_HERMES,,,,,0.17
151.988,Control_HERMES,,,,17.408
151.989,Changes?_HERMES,,,,,0.082
157.397,Control_HERMES,,,,18.016
157.398,Changes?_HERMES,,,,,0.088
162.295,Control_HERMES,,,,17.322
162.295,Changes?_HERMES,,,,,0.051
162.299,Receive_HERMES,,0.123
167.323,Selection_HERMES,,,1.076
170.19,Control_HERMES,,,,17.594
170.19,Changes?_HERMES,,,,,0.08
171.953,Receive_HERMES,,0.168
173.965,Receive_HERMES,,0.25
176.983,Selection_HERMES,,,0.764
179.495,Control_HERMES,,,,17.244
179.496,Changes?_HERMES,,,,,0.08
184.045,Control_HERMES,,,,16.424
184.045,Changes?_HERMES,,,,,0.08
189.291,Control_HERMES,,,,18.81
189.292,Changes?_HERMES,,,,,0.057
194.52,Control_HERMES,,,,17.928
194.52,Changes?_HERMES,,,,,0.08
200.031,Control_HERMES,,,,18.341
200.032,Changes?_HERMES,,,,,0.08
202.545,Receive_HERMES,,0.213
207.577,Selection_HERMES,,,1.085
210.575,Control_HERMES,,,,18.547
210.576,Changes?_HERMES,,,,,0.105
212.341,Receive_HERMES,,0.23
217.373,Selection_HERMES,,,1.013
219.938,Control_HERMES,,,,17.594
219.938,Changes?_HERMES,,,,,0.092
224.637,Control_HERMES,,,,18.261
224.637,Changes?_HERMES,,,,,0.05
229.798,Control_HERMES,,,,18.44
229.798,Changes?_HERMES,,,,,0.049
235.226,Control_HERMES,,,,18.234
235.227,Changes?_HERMES,,,,,0.061
237.997,Receive_HERMES,,0.16
243.036,Selection_HERMES,,,2.102
245.764,Control_HERMES,,,,18.46
245.765,Changes?_HERMES,,,,,0.072
250.445,Control_HERMES,,,,17.782
250.446,Changes?_HERMES,,,,,0.083
252.968,Receive_HERMES,,0.218
258.011,Selection_HERMES,,,0.718
261.469,Control_HERMES,,,,20.535
261.469,Changes?_HERMES,,,,,0.08
265.458,Control_HERMES,,,,18.75
265.459,Changes?_HERMES,,,,,0.089
267.48,LCA,17.41
267.48,Send_HERMES,,0.018
267.482,Receive_HERMES,,0.114
272.51,Selection_HERMES,,,1.122
