19.9635,LCA_APOLLO,26.829
19.9639,Send_APOLLO,,0.026
21.9766,Receive_APOLLO,,1.103
21.9777,Receive_APOLLO,,0.233
24.99,Selection_APOLLO,,,1.271
31.5232,Control_APOLLO,,,,24.879
31.5241,Changes?_APOLLO,,,,,0.293
32.0725,Control_APOLLO,,,,2.787
32.0729,Changes?_APOLLO,,,,,0.083
37.1702,Control_APOLLO,,,,2.785
37.1706,Changes?_APOLLO,,,,,0.072
42.1699,Control_APOLLO,,,,2.668
42.1704,Changes?_APOLLO,,,,,0.077
47.1909,Control_APOLLO,,,,2.695
47.1914,Changes?_APOLLO,,,,,0.08
52.1613,Control_APOLLO,,,,2.59
52.1618,Changes?_APOLLO,,,,,0.073
54.1762,Receive_APOLLO,,0.243
59.207,Selection_APOLLO,,,1.153
62.0645,Control_APOLLO,,,,18.208
62.0649,Changes?_APOLLO,,,,,0.074
64.7991,Control_APOLLO,,,,2.499
64.7996,Changes?_APOLLO,,,,,0.077
65.5564,Receive_APOLLO,,0.162
69.5842,Receive_APOLLO,,0.191
70.5926,Selection_APOLLO,,,1.171
72.8708,Control_APOLLO,,,,17.619
72.8712,Changes?_APOLLO,,,,,0.077
75.927,Control_APOLLO,,,,2.716
75.9273,Changes?_APOLLO,,,,,0.066
80.9787,Control_APOLLO,,,,2.954
80.979,Changes?_APOLLO,,,,,0.054
86.062,Control_APOLLO,,,,2.542
86.0624,Changes?_APOLLO,,,,,0.062
87.5789,Receive_APOLLO,,0.142
92.6132,Selection_APOLLO,,,0.849
95.3637,Control_APOLLO,,,,18.741
95.3652,Changes?_APOLLO,,,,,0.294
97.9684,Control_APOLLO,,,,2.484
97.9688,Changes?_APOLLO,,,,,0.052
103.072,Control_APOLLO,,,,2.308
103.072,Changes?_APOLLO,,,,,0.058
108.206,Control_APOLLO,,,,2.348
108.206,Changes?_APOLLO,,,,,0.077
109.216,Receive_APOLLO,,0.179
114.248,Selection_APOLLO,,,1.095
116.926,Control_APOLLO,,,,17.71
116.926,Changes?_APOLLO,,,,,0.08
119.824,Control_APOLLO,,,,3.087
119.824,Changes?_APOLLO,,,,,0.068
125,Control_APOLLO,,,,3.218
125.001,Changes?_APOLLO,,,,,0.05
130.133,Control_APOLLO,,,,2.507
130.133,Changes?_APOLLO,,,,,0.073
135.255,Control_APOLLO,,,,2.418
135.256,Changes?_APOLLO,,,,,0.055
140.397,Control_APOLLO,,,,2.52
140.397,Changes?_APOLLO,,,,,0.072
145.653,Control_APOLLO,,,,3.139
145.654,Changes?_APOLLO,,,,,0.071
150.506,Control_APOLLO,,,,2.296
150.507,Changes?_APOLLO,,,,,0.059
158.056,Control_APOLLO,,,,20.959
158.056,Changes?_APOLLO,,,,,0.058
160.443,LCA,19.454
160.443,Send_APOLLO,,0.025
165.479,Selection_APOLLO,,,1.257
167.755,Control_APOLLO,,,,17.741
167.756,Changes?_APOLLO,,,,,0.082
170.641,LCA,18.703
170.641,Send_APOLLO,,0.024
173.919,Receive_APOLLO,,0.191
175.681,Selection_APOLLO,,,1.179
177.924,Control_APOLLO,,,,17.036
177.927,Changes?_APOLLO,,,,,0.123
180.987,Control_APOLLO,,,,2.527
180.987,Changes?_APOLLO,,,,,0.054
186.077,Control_APOLLO,,,,2.356
186.077,Changes?_APOLLO,,,,,0.063
191.156,Control_APOLLO,,,,2.454
191.156,Changes?_APOLLO,,,,,0.049
198.526,Control_APOLLO,,,,19.933
