27.9216,LCA_ZEUS,39.874
27.9223,Send_ZEUS,,0.03
28.6804,Receive_ZEUS,,0.463
29.1811,Receive_ZEUS,,0.181
32.9485,Selection_ZEUS,,,1.077
40.9347,Control_ZEUS,,,,23.942
40.9358,Changes?_ZEUS,,,,,0.26
43.6181,Control_ZEUS,,,,3.408
43.6186,Changes?_ZEUS,,,,,0.053
53.6719,Control_ZEUS,,,,2.406
53.6725,Changes?_ZEUS,,,,,0.056
63.7572,Control_ZEUS,,,,2.513
63.7578,Changes?_ZEUS,,,,,0.056
73.8013,Control_ZEUS,,,,2.393
73.8019,Changes?_ZEUS,,,,,0.054
83.8507,Control_ZEUS,,,,2.381
83.8513,Changes?_ZEUS,,,,,0.053
93.8979,Control_ZEUS,,,,2.42
93.8984,Changes?_ZEUS,,,,,0.054
103.954,Control_ZEUS,,,,2.359
103.954,Changes?_ZEUS,,,,,0.075
113.997,Control_ZEUS,,,,2.372
113.998,Changes?_ZEUS,,,,,0.052
124.072,Control_ZEUS,,,,2.491
124.073,Changes?_ZEUS,,,,,0.07
134.145,Control_ZEUS,,,,2.428
134.145,Changes?_ZEUS,,,,,0.054
144.206,Control_ZEUS,,,,2.375
144.207,Changes?_ZEUS,,,,,0.054
154.248,Control_ZEUS,,,,2.23
154.249,Changes?_ZEUS,,,,,0.075
164.603,Control_ZEUS,,,,3.005
164.603,Changes?_ZEUS,,,,,0.08
174.372,Control_ZEUS,,,,2.229
174.373,Changes?_ZEUS,,,,,0.078
184.409,Control_ZEUS,,,,2.341
184.41,Changes?_ZEUS,,,,,0.083
194.546,Control_ZEUS,,,,2.555
194.547,Changes?_ZEUS,,,,,0.07
204.662,Control_ZEUS,,,,2.398
204.663,Changes?_ZEUS,,,,,0.071
214.708,Control_ZEUS,,,,2.316
214.709,Changes?_ZEUS,,,,,0.078
224.765,Control_ZEUS,,,,2.283
224.766,Changes?_ZEUS,,,,,0.084
234.845,Control_ZEUS,,,,2.402
234.846,Changes?_ZEUS,,,,,0.05
245.162,Control_ZEUS,,,,2.641
245.163,Changes?_ZEUS,,,,,0.066
255.039,Control_ZEUS,,,,2.509
255.04,Changes?_ZEUS,,,,,0.08
265.237,Control_ZEUS,,,,2.843
265.238,Changes?_ZEUS,,,,,0.082
275.362,Control_ZEUS,,,,2.485
275.362,Changes?_ZEUS,,,,,0.071
285.562,Control_ZEUS,,,,3.107
285.563,Changes?_ZEUS,,,,,0.08
295.68,Control_ZEUS,,,,2.612
295.68,Changes?_ZEUS,,,,,0.051
305.953,Control_ZEUS,,,,2.691
305.954,Changes?_ZEUS,,,,,0.091
315.771,Control_ZEUS,,,,2.553
315.772,Changes?_ZEUS,,,,,0.138
325.903,Control_ZEUS,,,,2.576
325.903,Changes?_ZEUS,,,,,0.071
336.018,Control_ZEUS,,,,2.532
336.019,Changes?_ZEUS,,,,,0.073
346.131,Control_ZEUS,,,,2.431
346.132,Changes?_ZEUS,,,,,0.086
356.247,Control_ZEUS,,,,2.428
356.247,Changes?_ZEUS,,,,,0.087
366.439,Control_ZEUS,,,,2.546
366.44,Changes?_ZEUS,,,,,0.068
376.852,Control_ZEUS,,,,3.144
376.852,Changes?_ZEUS,,,,,0.083
386.865,Control_ZEUS,,,,2.804
386.869,Changes?_ZEUS,,,,,0.234
397.247,Control_ZEUS,,,,3.87
397.247,Changes?_ZEUS,,,,,0.076
407.112,Control_ZEUS,,,,3.811
407.113,Changes?_ZEUS,,,,,0.083
417.38,Control_ZEUS,,,,4.249
417.382,Changes?_ZEUS,,,,,0.188
427.224,Control_ZEUS,,,,3.794
427.225,Changes?_ZEUS,,,,,0.081
437.088,Control_ZEUS,,,,2.609
437.089,Changes?_ZEUS,,,,,0.079
447.141,Control_ZEUS,,,,2.378
447.142,Changes?_ZEUS,,,,,0.087
457.202,Control_ZEUS,,,,2.354
457.202,Changes?_ZEUS,,,,,0.067
467.306,Control_ZEUS,,,,2.644
467.307,Changes?_ZEUS,,,,,0.076
477.356,Control_ZEUS,,,,2.566
477.356,Changes?_ZEUS,,,,,0.054
487.403,Control_ZEUS,,,,2.353
487.404,Changes?_ZEUS,,,,,0.051
497.508,Control_ZEUS,,,,2.49
497.509,Changes?_ZEUS,,,,,0.051
507.549,Control_ZEUS,,,,2.473
507.55,Changes?_ZEUS,,,,,0.079
517.589,Control_ZEUS,,,,2.68
517.59,Changes?_ZEUS,,,,,0.077
527.684,Control_ZEUS,,,,2.404
527.684,Changes?_ZEUS,,,,,0.076
537.817,Control_ZEUS,,,,2.596
537.817,Changes?_ZEUS,,,,,0.074
547.903,Control_ZEUS,,,,2.5
547.904,Changes?_ZEUS,,,,,0.082
557.943,Control_ZEUS,,,,2.383
557.944,Changes?_ZEUS,,,,,0.057
567.979,Control_ZEUS,,,,2.702
567.98,Changes?_ZEUS,,,,,0.056
578.062,Control_ZEUS,,,,2.625
578.063,Changes?_ZEUS,,,,,0.053
588.141,Control_ZEUS,,,,2.555
588.142,Changes?_ZEUS,,,,,0.074
598.184,Control_ZEUS,,,,2.403
598.185,Changes?_ZEUS,,,,,0.057
608.272,Control_ZEUS,,,,2.534
608.273,Changes?_ZEUS,,,,,0.086
618.32,Control_ZEUS,,,,2.375
618.321,Changes?_ZEUS,,,,,0.067
628.335,Control_ZEUS,,,,2.345
628.336,Changes?_ZEUS,,,,,0.084
638.376,Control_ZEUS,,,,2.476
638.377,Changes?_ZEUS,,,,,0.066
648.431,Control_ZEUS,,,,2.427
648.432,Changes?_ZEUS,,,,,0.085
658.453,Control_ZEUS,,,,2.766
658.453,Changes?_ZEUS,,,,,0.075
668.504,Control_ZEUS,,,,2.527
668.504,Changes?_ZEUS,,,,,0.06
678.533,Control_ZEUS,,,,2.385
678.534,Changes?_ZEUS,,,,,0.075
688.597,Control_ZEUS,,,,2.529
688.597,Changes?_ZEUS,,,,,0.085
698.652,Control_ZEUS,,,,2.644
698.652,Changes?_ZEUS,,,,,0.066
708.722,Control_ZEUS,,,,2.604
708.722,Changes?_ZEUS,,,,,0.076
718.776,Control_ZEUS,,,,2.643
718.777,Changes?_ZEUS,,,,,0.073
728.849,Control_ZEUS,,,,2.621
728.849,Changes?_ZEUS,,,,,0.052
738.894,Control_ZEUS,,,,2.564
738.895,Changes?_ZEUS,,,,,0.053
749.039,Control_ZEUS,,,,2.739
749.039,Changes?_ZEUS,,,,,0.072
759.095,Control_ZEUS,,,,2.566
759.096,Changes?_ZEUS,,,,,0.076
769.139,Control_ZEUS,,,,2.537
769.14,Changes?_ZEUS,,,,,0.075
779.252,Control_ZEUS,,,,2.543
779.253,Changes?_ZEUS,,,,,0.158
789.303,Control_ZEUS,,,,2.53
789.304,Changes?_ZEUS,,,,,0.076
799.312,Control_ZEUS,,,,2.431
799.313,Changes?_ZEUS,,,,,0.055
809.33,Control_ZEUS,,,,2.363
809.33,Changes?_ZEUS,,,,,0.072
819.334,Control_ZEUS,,,,2.63
819.334,Changes?_ZEUS,,,,,0.073
829.405,Control_ZEUS,,,,2.409
829.405,Changes?_ZEUS,,,,,0.079
839.468,Control_ZEUS,,,,2.549
839.468,Changes?_ZEUS,,,,,0.08
849.503,Control_ZEUS,,,,2.429
849.504,Changes?_ZEUS,,,,,0.088
859.985,Control_ZEUS,,,,2.686
859.986,Changes?_ZEUS,,,,,0.077
869.749,Control_ZEUS,,,,2.295
869.75,Changes?_ZEUS,,,,,0.079
879.784,Control_ZEUS,,,,2.496
879.785,Changes?_ZEUS,,,,,0.084
889.805,Control_ZEUS,,,,2.418
889.805,Changes?_ZEUS,,,,,0.071
899.806,Control_ZEUS,,,,2.536
899.806,Changes?_ZEUS,,,,,0.078
909.839,Control_ZEUS,,,,2.564
909.839,Changes?_ZEUS,,,,,0.055
919.873,Control_ZEUS,,,,2.391
919.874,Changes?_ZEUS,,,,,0.115
929.912,Control_ZEUS,,,,2.198
929.913,Changes?_ZEUS,,,,,0.075
939.929,Control_ZEUS,,,,2.582
939.93,Changes?_ZEUS,,,,,0.077
950.002,Control_ZEUS,,,,2.624
950.003,Changes?_ZEUS,,,,,0.07
960.008,Control_ZEUS,,,,2.47
960.009,Changes?_ZEUS,,,,,0.075
970.054,Control_ZEUS,,,,2.643
970.055,Changes?_ZEUS,,,,,0.084
980.097,Control_ZEUS,,,,2.192
980.098,Changes?_ZEUS,,,,,0.114
990.134,Control_ZEUS,,,,2.207
990.134,Changes?_ZEUS,,,,,0.05
1000.19,Control_ZEUS,,,,2.806
1000.19,Changes?_ZEUS,,,,,0.071
1010.22,Control_ZEUS,,,,2.78
1010.22,Changes?_ZEUS,,,,,0.087
1020.23,Control_ZEUS,,,,2.561
1020.23,Changes?_ZEUS,,,,,0.07
1030.3,Control_ZEUS,,,,2.714
1030.3,Changes?_ZEUS,,,,,0.069
1040.41,Control_ZEUS,,,,2.74
1040.41,Changes?_ZEUS,,,,,0.078
1050.46,Control_ZEUS,,,,2.654
1050.46,Changes?_ZEUS,,,,,0.079
1060.5,Control_ZEUS,,,,2.286
1060.5,Changes?_ZEUS,,,,,0.064
