27.3189,LCA_HERMES,35.366
27.3197,Send_HERMES,,0.035
28.5826,Receive_HERMES,,0.344
29.5893,Receive_HERMES,,0.224
32.3561,Selection_HERMES,,,1.862
40.6595,Control_HERMES,,,,23.151
40.661,Changes?_HERMES,,,,,0.366
43.1755,Control_HERMES,,,,2.774
43.1761,Changes?_HERMES,,,,,0.055
52.9818,Control_HERMES,,,,2.343
52.9825,Changes?_HERMES,,,,,0.064
63.0527,Control_HERMES,,,,2.498
63.0534,Changes?_HERMES,,,,,0.077
73.1628,Control_HERMES,,,,2.44
73.1633,Changes?_HERMES,,,,,0.061
83.2408,Control_HERMES,,,,2.457
83.2416,Changes?_HERMES,,,,,0.096
93.3957,Control_HERMES,,,,2.843
93.3964,Changes?_HERMES,,,,,0.086
103.458,Control_HERMES,,,,2.377
103.459,Changes?_HERMES,,,,,0.055
113.567,Control_HERMES,,,,2.439
113.568,Changes?_HERMES,,,,,0.07
123.661,Control_HERMES,,,,2.598
123.661,Changes?_HERMES,,,,,0.068
133.751,Control_HERMES,,,,2.443
133.751,Changes?_HERMES,,,,,0.077
143.812,Control_HERMES,,,,2.396
143.813,Changes?_HERMES,,,,,0.068
153.91,Control_HERMES,,,,2.527
153.912,Changes?_HERMES,,,,,0.098
164.349,Control_HERMES,,,,2.731
164.349,Changes?_HERMES,,,,,0.068
174.149,Control_HERMES,,,,2.299
174.15,Changes?_HERMES,,,,,0.075
184.212,Control_HERMES,,,,2.398
184.213,Changes?_HERMES,,,,,0.081
194.409,Control_HERMES,,,,2.696
194.41,Changes?_HERMES,,,,,0.074
204.62,Control_HERMES,,,,2.549
204.62,Changes?_HERMES,,,,,0.082
214.7,Control_HERMES,,,,2.604
214.701,Changes?_HERMES,,,,,0.077
224.761,Control_HERMES,,,,2.37
224.762,Changes?_HERMES,,,,,0.084
234.858,Control_HERMES,,,,2.375
234.859,Changes?_HERMES,,,,,0.083
245.127,Control_HERMES,,,,2.655
245.128,Changes?_HERMES,,,,,0.079
255.019,Control_HERMES,,,,2.664
255.02,Changes?_HERMES,,,,,0.096
265.235,Control_HERMES,,,,3.061
265.237,Changes?_HERMES,,,,,0.159
