22.0427,LCA_APOLLO,30.138
22.0432,Send_APOLLO,,0.032
24.0608,Receive_APOLLO,,0.463
24.0613,Receive_APOLLO,,0.164
27.0771,Selection_APOLLO,,,1.304
32.0168,Control_APOLLO,,,,20.319
32.0175,Changes?_APOLLO,,,,,0.27
32.7681,Control_APOLLO,,,,2.697
32.7686,Changes?_APOLLO,,,,,0.146
37.6441,Control_APOLLO,,,,2.457
37.6445,Changes?_APOLLO,,,,,0.098
45.7272,Control_APOLLO,,,,20.616
45.7275,Changes?_APOLLO,,,,,0.086
48.5956,LCA,19.588
48.5957,Send_APOLLO,,0.013
53.6287,Selection_APOLLO,,,1.003
56.3124,Control_APOLLO,,,,17.659
56.3128,Changes?_APOLLO,,,,,0.129
59.9439,LCA,19.137
59.944,Send_APOLLO,,0.019
64.9749,Selection_APOLLO,,,1.255
67.5463,Control_APOLLO,,,,17.16
67.5467,Changes?_APOLLO,,,,,0.111
70.3454,Control_APOLLO,,,,2.175
70.3457,Changes?_APOLLO,,,,,0.094
75.4055,Control_APOLLO,,,,2.344
75.4059,Changes?_APOLLO,,,,,0.118
82.6608,Control_APOLLO,,,,19.446
82.6611,Changes?_APOLLO,,,,,0.09
85.0815,LCA,18.081
85.0816,Send_APOLLO,,0.02
90.1138,Selection_APOLLO,,,0.809
92.2425,Control_APOLLO,,,,16.298
92.243,Changes?_APOLLO,,,,,0.132
94.8992,LCA,18.209
94.8993,Send_APOLLO,,0.016
99.9535,Selection_APOLLO,,,0.891
101.99,Control_APOLLO,,,,16.052
101.99,Changes?_APOLLO,,,,,0.11
105.291,Control_APOLLO,,,,2.177
105.291,Changes?_APOLLO,,,,,0.107
110.366,Control_APOLLO,,,,2.402
110.367,Changes?_APOLLO,,,,,0.089
115.415,Control_APOLLO,,,,2.055
115.415,Changes?_APOLLO,,,,,0.096
122.424,Control_APOLLO,,,,18.228
122.424,Changes?_APOLLO,,,,,0.107
124.89,LCA,17.868
124.89,Send_APOLLO,,0.014
129.93,Selection_APOLLO,,,0.836
132.027,Control_APOLLO,,,,16.369
132.027,Changes?_APOLLO,,,,,0.119
137.481,Control_APOLLO,,,,18.47
137.481,Changes?_APOLLO,,,,,0.107
139.737,LCA,17.834
139.737,Send_APOLLO,,0.035
144.776,Selection_APOLLO,,,1.327
146.858,Control_APOLLO,,,,16.37
146.859,Changes?_APOLLO,,,,,0.106
150.098,Control_APOLLO,,,,2.178
150.098,Changes?_APOLLO,,,,,0.119
155.118,Control_APOLLO,,,,2.174
155.118,Changes?_APOLLO,,,,,0.132
162.183,Control_APOLLO,,,,18.444
162.183,Changes?_APOLLO,,,,,0.088
164.168,LCA,17.362
164.168,Send_APOLLO,,0.014
164.169,Receive_APOLLO,,0.065
169.201,Selection_APOLLO,,,0.875
171.468,Control_APOLLO,,,,16.386
171.468,Changes?_APOLLO,,,,,0.114
172.475,Receive_APOLLO,,0.194
177.5,Selection_APOLLO,,,0.853
179.846,Control_APOLLO,,,,18.658
179.847,Changes?_APOLLO,,,,,0.087
179.848,Receive_APOLLO,,0.108
184.879,Selection_APOLLO,,,0.855
187.009,Control_APOLLO,,,,16.354
187.009,Changes?_APOLLO,,,,,0.103
190.335,Control_APOLLO,,,,2.219
190.336,Changes?_APOLLO,,,,,0.112
195.417,Control_APOLLO,,,,2.727
195.421,Changes?_APOLLO,,,,,0.151
196.428,Receive_APOLLO,,0.221
201.456,Selection_APOLLO,,,1.099
204.755,Control_APOLLO,,,,19.539
204.756,Changes?_APOLLO,,,,,0.129
206.821,Control_APOLLO,,,,2.303
206.821,Changes?_APOLLO,,,,,0.1
208.583,Receive_APOLLO,,0.186
213.615,Selection_APOLLO,,,1.095
216.653,Control_APOLLO,,,,17.801
216.653,Changes?_APOLLO,,,,,0.086
218.976,Control_APOLLO,,,,2.384
218.977,Changes?_APOLLO,,,,,0.083
224.073,Control_APOLLO,,,,2.511
224.074,Changes?_APOLLO,,,,,0.122
229.354,Control_APOLLO,,,,4.241
229.354,Changes?_APOLLO,,,,,0.162
234.218,Control_APOLLO,,,,2.452
234.218,Changes?_APOLLO,,,,,0.116
239.267,Control_APOLLO,,,,2.113
239.267,Changes?_APOLLO,,,,,0.112
244.314,Control_APOLLO,,,,2.189
244.314,Changes?_APOLLO,,,,,0.093
249.355,Control_APOLLO,,,,2.212
249.356,Changes?_APOLLO,,,,,0.107
254.387,Control_APOLLO,,,,2.205
254.387,Changes?_APOLLO,,,,,0.106
259.429,Control_APOLLO,,,,2.155
259.429,Changes?_APOLLO,,,,,0.083
264.486,Control_APOLLO,,,,2.169
264.487,Changes?_APOLLO,,,,,0.102
269.529,Control_APOLLO,,,,2.277
269.529,Changes?_APOLLO,,,,,0.12
274.583,Control_APOLLO,,,,2.366
274.584,Changes?_APOLLO,,,,,0.082
279.652,Control_APOLLO,,,,2.357
279.652,Changes?_APOLLO,,,,,0.077
284.729,Control_APOLLO,,,,2.334
284.729,Changes?_APOLLO,,,,,0.101
289.774,Control_APOLLO,,,,2.048
289.774,Changes?_APOLLO,,,,,0.101
294.895,Control_APOLLO,,,,2.655
294.895,Changes?_APOLLO,,,,,0.089
300.076,Control_APOLLO,,,,3.352
300.076,Changes?_APOLLO,,,,,0.051
305.122,Control_APOLLO,,,,2.161
305.123,Changes?_APOLLO,,,,,0.105
310.214,Control_APOLLO,,,,2.424
310.215,Changes?_APOLLO,,,,,0.124
317.391,Control_APOLLO,,,,18.874
317.391,Changes?_APOLLO,,,,,0.18
319.566,LCA,16.894
319.566,Send_APOLLO,,0.023
324.596,Selection_APOLLO,,,1.271
326.698,Control_APOLLO,,,,16.006
326.698,Changes?_APOLLO,,,,,0.11
329.205,LCA,17.567
329.205,Send_APOLLO,,0.015
334.246,Selection_APOLLO,,,1.309
336.199,Control_APOLLO,,,,16.171
336.2,Changes?_APOLLO,,,,,0.121
339.791,Control_APOLLO,,,,2.255
339.792,Changes?_APOLLO,,,,,0.113
341.554,Receive_APOLLO,,0.217
346.587,Selection_APOLLO,,,0.688
348.945,Control_APOLLO,,,,16.5
348.945,Changes?_APOLLO,,,,,0.084
352.053,Control_APOLLO,,,,2.327
352.054,Changes?_APOLLO,,,,,0.099
357.161,Control_APOLLO,,,,2.341
357.161,Changes?_APOLLO,,,,,0.104
364.126,Control_APOLLO,,,,17.829
364.126,Changes?_APOLLO,,,,,0.078
366.157,LCA,16.811
366.157,Send_APOLLO,,0.019
371.191,Selection_APOLLO,,,1.334
373.267,Control_APOLLO,,,,16.101
373.268,Changes?_APOLLO,,,,,0.112
376.497,Control_APOLLO,,,,2.17
376.497,Changes?_APOLLO,,,,,0.105
383.633,Control_APOLLO,,,,18.79
383.633,Changes?_APOLLO,,,,,0.131
385.881,LCA,17.024
385.882,Send_APOLLO,,0.048
385.884,Receive_APOLLO,,0.138
388.146,Receive_APOLLO,,0.166
390.916,Selection_APOLLO,,,1.231
392.971,Control_APOLLO,,,,15.94
392.971,Changes?_APOLLO,,,,,0.106
398.386,Control_APOLLO,,,,18.393
398.387,Changes?_APOLLO,,,,,0.107
400.495,LCA,17.179
400.495,Send_APOLLO,,0.019
405.539,Selection_APOLLO,,,1.207
407.564,Control_APOLLO,,,,15.337
407.564,Changes?_APOLLO,,,,,0.1
413.138,Control_APOLLO,,,,18.222
413.138,Changes?_APOLLO,,,,,0.089
415.058,LCA,16.114
415.058,Send_APOLLO,,0.012
415.059,Receive_APOLLO,,0.082
415.059,Receive_APOLLO,,0.067
420.094,Selection_APOLLO,,,1.039
422.192,Control_APOLLO,,,,15.929
422.193,Changes?_APOLLO,,,,,0.115
422.697,Receive_APOLLO,,0.157
427.736,Selection_APOLLO,,,0.943
430.027,Control_APOLLO,,,,17.516
430.028,Changes?_APOLLO,,,,,0.091
435.03,Control_APOLLO,,,,18.17
435.03,Changes?_APOLLO,,,,,0.098
436.943,LCA,16.682
436.943,Send_APOLLO,,0.015
441.976,Selection_APOLLO,,,1.216
443.995,Control_APOLLO,,,,15.89
443.996,Changes?_APOLLO,,,,,0.124
447.28,Control_APOLLO,,,,2.117
447.281,Changes?_APOLLO,,,,,0.099
452.316,Control_APOLLO,,,,2.187
452.316,Changes?_APOLLO,,,,,0.087
457.352,Control_APOLLO,,,,2.018
457.352,Changes?_APOLLO,,,,,0.101
462.396,Control_APOLLO,,,,2.123
462.396,Changes?_APOLLO,,,,,0.095
467.431,Control_APOLLO,,,,1.986
467.431,Changes?_APOLLO,,,,,0.096
472.475,Control_APOLLO,,,,2.216
472.476,Changes?_APOLLO,,,,,0.091
477.504,Control_APOLLO,,,,2.11
477.505,Changes?_APOLLO,,,,,0.106
482.538,Control_APOLLO,,,,2.192
482.538,Changes?_APOLLO,,,,,0.099
487.569,Control_APOLLO,,,,2.13
487.57,Changes?_APOLLO,,,,,0.095
492.606,Control_APOLLO,,,,2.054
492.606,Changes?_APOLLO,,,,,0.104
497.664,Control_APOLLO,,,,2.359
497.665,Changes?_APOLLO,,,,,0.103
504.677,Control_APOLLO,,,,17.994
504.677,Changes?_APOLLO,,,,,0.106
506.941,LCA,17.285
506.941,Send_APOLLO,,0.012
511.981,Selection_APOLLO,,,1.165
513.851,Control_APOLLO,,,,15.933
513.852,Changes?_APOLLO,,,,,0.11
519.283,Control_APOLLO,,,,17.458
519.283,Changes?_APOLLO,,,,,0.08
521.456,LCA,16.886
521.456,Send_APOLLO,,0.016
524.973,Receive_APOLLO,,0.172
526.486,Selection_APOLLO,,,1.191
528.359,Control_APOLLO,,,,15.295
