Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp,,
DECIDE,22.0439,,0,0,6.9424e-310,6.9424e-310,-1,-1,-1,-1,-1,,271.383,479.191,0,5,101.143,2,,212.275,317.44,0,3.98279,102.333,2,,482.195,792.816,0,-1,-1,2,,240.202,272.583,0,4.521,102.333,2,,510.131,747.722,0,-1,-1,2,,451.024,585.769,0,-1,-1,2,,671.25,1061.73,0,-1,-1,4,,
Normal,32.0176,,5,5,511.192,730.702,1.37357,3,4.93967,510.131,747.722,,254.673,470.827,10000,5,96.5714,4,,203.944,308.963,10000,3.96137,93,4,,458.617,773.79,10000,-1,-1,4,,227.691,265.875,10000,4.49463,93,4,,511.192,730.702,1.37357,-1,-1,3,,431.635,568.838,10000,-1,-1,4,,686.307,1033.66,2000,-1,-1,4,,
Normal,32.7686,,5,5,510.806,727.493,1.74074,2.7,0.498844,510.131,747.722,,6.9424e-310,6.9424e-310,1.4822e-323,5.00494,96.9143,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,4.04245,93.7,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.42745,93.7,-4.4,,510.806,727.493,1.74074,-1,-1,2.7,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
Normal,37.6445,,5,5,514.346,733.439,1.66667,3,0.352962,510.131,747.722,,6.9424e-310,6.9424e-310,1.4822e-323,4.97817,96.5714,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,3.98254,93,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.57992,93,-4.4,,514.346,733.439,1.66667,-1,-1,3,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
VIOLATION,45.7276,,5,5,494.111,708.477,1.66667,3,3.30428,510.131,747.722,,248.495,459.842,10000,4.87162,96.5714,4,,200.793,304.405,10000,3.8973,93,4,,449.288,758.248,10000,-1,-1,4,,217.688,254.635,10000,4.28703,93,4,,466.183,708.477,10000,-1,-1,4,,418.481,553.04,10000,-1,-1,4,,666.976,1006.88,2000,-1,-1,4,,
DECIDE,48.5957,,5,5,482.653,724.133,1.66667,3,-1,510.131,747.722,,264.661,468.231,0,4.87162,96.5714,2,,207.807,311.374,0,3.8973,93,2,,471.002,775.795,0,-1,-1,2,,228.104,259.947,0,4.28703,93,2,,491.305,724.133,0,-1,-1,2,,434.453,567.073,0,-1,-1,2,,649.54,1032.08,0,-1,-1,4,,
VIOLATION,56.3129,,5,5,513.992,733.665,1.66667,3,2.68371,434.453,567.073,,254.594,470.688,10000,4.99837,96.5714,4,,206.654,312.882,10000,4.01655,93,4,,461.249,777.57,2000,-1,-1,4,,230.451,268.977,10000,4.55209,93,4,,485.045,733.665,2000,-1,-1,4,,437.105,575.859,2000,-1,-1,4,,691.699,1040.55,2000,-1,-1,4,,
DECIDE,59.944,,5,5,502.584,749.256,1.66667,3,-1,434.453,567.073,,271.298,479.052,0,4.99837,96.5714,2,,214.037,319.832,0,4.01655,93,2,,483.873,795.069,0,-1,-1,2,,241.805,274.257,0,4.55209,93,2,,511.65,749.256,0,-1,-1,2,,454.39,589.834,0,-1,-1,2,,674.331,1065.65,0,-1,-1,4,,
Normal,67.5468,,5,5,512.523,720.47,1.70374,2,2.57138,511.65,749.256,,251.585,465.336,10000,4.93578,97.7143,4,,204.184,309.31,10000,3.96626,95.3333,4,,455.769,768.646,10000,-1,-1,4,,223.472,261.134,10000,4.40695,95.3333,4,,512.523,720.47,1.70374,-1,-1,2,,427.656,564.444,10000,-1,-1,4,,679.241,1023.78,2000,-1,-1,4,,
Normal,70.3458,,5,5,511.881,723.692,1.8,2.5,0.277382,511.65,749.256,,6.9424e-310,6.9424e-310,1.4822e-323,4.90607,97.1429,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,3.92486,94.1667,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.51359,94.1667,-4.4,,511.881,723.692,1.8,-1,-1,2.5,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
Normal,75.406,,5,5,511.67,728.463,1.68966,2.9,0.278138,511.65,749.256,,6.9424e-310,6.9424e-310,1.4822e-323,4.94135,96.6857,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,3.95308,93.2333,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.54604,93.2333,-4.4,,511.67,728.463,1.68966,-1,-1,2.9,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
VIOLATION,82.6611,,5,5,501.618,717.653,1.68966,2.9,2.47308,511.65,749.256,,251.808,465.734,10000,4.94043,96.6857,4,,213.193,322.339,10000,4.14996,93.2333,4,,465.001,782.073,10000,-1,-1,4,,220.611,257.919,10000,4.34758,93.2333,4,,472.419,717.653,10000,-1,-1,4,,433.803,574.258,10000,-1,-1,4,,685.612,1033.99,2000,-1,-1,4,,
DECIDE,85.0817,,5,5,490.156,733.285,1.68966,2.9,-1,511.65,749.256,,268.267,474.109,0,4.94043,96.6857,2,,220.986,329.267,0,4.14996,93.2333,2,,487.791,799.56,0,-1,-1,2,,231.241,263.224,0,4.34758,93.2333,2,,498.05,733.285,0,-1,-1,2,,450.774,588.237,0,-1,-1,2,,668.227,1059.12,0,-1,-1,4,,
VIOLATION,92.2431,,5,5,516.076,736.099,1.68966,2.9,2.12888,498.05,733.285,,256.504,474.083,10000,5.03812,96.6857,4,,202.388,306.713,10000,3.92973,93.2333,4,,458.892,774.796,10000,-1,-1,4,,229.597,268.017,10000,4.5343,93.2333,4,,486.1,736.099,10000,-1,-1,4,,431.985,568.73,10000,-1,-1,4,,688.489,1036.81,2000,-1,-1,4,,
DECIDE,94.8993,,5,5,504.65,751.685,1.68966,2.9,-1,498.05,733.285,,273.376,482.439,0,5.03812,96.6857,2,,209.503,313.676,0,3.92973,93.2333,2,,481.415,792.301,0,-1,-1,2,,240.888,273.3,0,4.5343,93.2333,2,,512.81,751.685,0,-1,-1,2,,448.937,582.723,0,-1,-1,2,,671.112,1061.93,0,-1,-1,4,,
Normal,101.99,,5,5,512.855,719.048,1.70345,2,2.03644,512.81,751.685,,248.814,460.41,10000,4.87825,97.7143,4,,204.053,309.12,10000,3.96358,95.3333,4,,452.867,763.53,10000,-1,-1,4,,226.59,264.638,10000,4.47173,95.3333,4,,512.855,719.048,1.70345,-1,-1,2,,430.642,567.757,10000,-1,-1,4,,679.457,1022.17,2000,-1,-1,4,,
Normal,105.291,,5,5,513.685,734.597,1.74074,2.7,0.279558,512.81,751.685,,6.9424e-310,6.9424e-310,1.4822e-323,5.13862,96.9143,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,3.95279,93.7,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.34807,93.7,-4.4,,513.685,734.597,1.74074,-1,-1,2.7,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
Normal,110.367,,5,5,513.671,728.676,1.74074,2.7,0.297386,512.81,751.685,,6.9424e-310,6.9424e-310,1.4822e-323,4.94293,96.9143,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,3.95434,93.7,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.54749,93.7,-4.4,,513.671,728.676,1.74074,-1,-1,2.7,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
Normal,115.415,,5,5,513.713,726.202,1.8,2.5,0.26918,512.81,751.685,,6.9424e-310,6.9424e-310,1.4822e-323,4.92463,97.1429,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,4.13669,94.1667,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,6.9424e-310,6.9424e-310,1.4822e-323,4.53066,94.1667,-4.4,,513.713,726.202,1.8,-1,-1,2.5,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
VIOLATION,122.424,,5,5,506.536,719.476,1.8,2.5,2.23175,512.81,751.685,,252.467,466.905,10000,4.95412,97.1429,4,,204.038,309.099,10000,3.96329,94.1667,4,,456.505,770.004,10000,-1,-1,4,,221.191,258.571,10000,4.35962,94.1667,4,,473.658,719.476,10000,-1,-1,4,,425.23,561.67,10000,-1,-1,4,,677.697,1022.58,2000,-1,-1,4,,
DECIDE,124.89,,5,5,494.993,735.104,1.8,2.5,-1,512.81,751.685,,268.983,475.278,0,4.95412,97.1429,2,,211.257,316.057,0,3.96329,94.1667,2,,478.776,787.522,0,-1,-1,2,,231.864,263.875,0,4.35962,94.1667,2,,499.39,735.104,0,-1,-1,2,,441.665,575.681,0,-1,-1,2,,660.29,1047.73,0,-1,-1,4,,
Normal,132.027,,5,5,500.463,726.038,1.27987,3.5,2.09689,499.39,735.104,,251.305,464.839,10000,4.92997,96,4,,201.068,304.803,10000,3.90289,91.1625,4,,452.373,763.642,10000,-1,-1,4,,228.868,267.199,10000,4.51914,90.375,4,,500.463,726.038,1.27987,-1,-1,3.5,,429.936,566.002,10000,-1,-1,4,,681.241,1024.84,2000,-1,-1,4,,
VIOLATION,137.481,,5,5,506.809,737.336,1.27987,3.5,2.43353,499.39,735.104,,258.458,477.558,10000,5.07885,96,4,,210.852,318.953,10000,4.10215,91.1625,4,,469.31,790.511,10000,-1,-1,4,,227.604,265.778,10000,4.49283,90.375,4,,486.062,737.336,10000,-1,-1,4,,438.456,578.731,10000,-1,-1,4,,696.914,1050.29,2000,-1,-1,4,,
DECIDE,139.737,,5,5,495.598,752.918,1.27987,3.5,-1,499.39,735.104,,275.503,485.907,0,5.07885,96,2,,218.498,325.889,0,4.10215,91.1625,2,,492.541,807.977,0,-1,-1,2,,238.749,271.066,0,4.49283,90.375,2,,512.798,752.918,0,-1,-1,2,,455.796,592.699,0,-1,-1,2,,679.56,1075.37,0,-1,-1,4,,
Normal,146.859,,4,4,238.934,261.905,1.16578,2.2,2.08192,238.749,271.066,,251.561,465.294,2000,4.93529,97.4857,4,,201.276,305.103,10000,3.90711,94.8667,4,,452.837,764.398,2000,-1,-1,4,,238.934,261.905,1.16578,4.4212,94.8667,2.2,,475.719,721.199,2000,-1,-1,4,,425.434,561.009,2000,-1,-1,4,,676.995,1020.3,2000,-1,-1,4,,
Normal,150.098,,4,4,239.325,266.097,1.71429,2.8,0.211734,238.749,271.066,,6.9424e-310,6.9424e-310,1.4822e-323,5,96.8,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,4,93.4667,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,239.325,266.097,1.71429,4.49874,93.4667,2.8,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-6.5,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
Normal,155.118,,4,4,241.874,270.123,1.66667,3,0.20285,238.749,271.066,,6.9424e-310,6.9424e-310,1.4822e-323,5,96.5714,1.9,,6.9424e-310,6.9424e-310,1.4822e-323,4,93,-0.2,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-2.3,,241.874,270.123,1.66667,4.57335,93,3,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-6.5,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-8.6,,6.9424e-310,6.9424e-310,1.4822e-323,-1,-1,-10.7,,
VIOLATION,162.183,,4,4,231.851,259.344,1.66667,3,2.23822,238.749,271.066,,254.673,470.827,2000,5,96.5714,4,,205.842,311.707,10000,4,93,4,,460.514,776.534,2000,-1,-1,4,,221.879,259.344,10000,4.37389,93,4,,476.552,724.171,2000,-1,-1,4,,427.721,565.051,2000,-1,-1,4,,682.394,1029.88,2000,-1,-1,4,,
DECIDE,164.168,,4,4,226.91,264.646,1.66667,3,-1,238.749,271.066,,271.383,479.191,0,5,96.5714,2,,213.173,318.659,0,4,93,2,,483.094,794.035,0,-1,-1,2,,232.603,264.646,0,4.37389,93,2,,502.53,739.787,0,-1,-1,2,,444.321,579.054,0,-1,-1,2,,665,1055.01,0,-1,-1,4,,
Normal,171.469,,5,5,504.996,733.067,1.27713,3.5,2.26711,502.53,739.787,,254.673,470.827,10000,5,96,4,,205.842,311.707,10000,4,91.1625,4,,460.514,776.534,10000,-1,-1,4,,229.795,268.24,10000,4.53844,90.375,4,,504.996,733.067,1.27713,-1,-1,3.5,,435.637,573.948,10000,-1,-1,4,,690.31,1038.77,2000,-1,-1,4,,
